"","FTSE China A50 (FTXIN9)_history.csv Date","FTSE China A50 (FTXIN9)_history.csv Price","FTSE China A50 (FTXIN9)_history.csv Open","FTSE China A50 (FTXIN9)_history.csv High","FTSE China A50 (FTXIN9)_history.csv Low","FTSE China A50 (FTXIN9)_history.csv Volume"
"1599",2016-11-21,10166.1,10046.6,10227.81,10037.76,
"1600",2016-11-22,10240.61,10166.1,10257.52,10166.1,
"1601",2016-11-23,10310.3,10240.61,10366.44,10240.61,
"1602",2016-11-24,10339.77,10310.3,10400.07,10277,
"1603",2016-11-25,10459.04,10339.77,10461.82,10305.26,
"1604",2016-11-28,10508.31,10459.04,10605.76,10459.04,
"1605",2016-11-29,10653.9,10508.31,10705.12,10467.72,
"1606",2016-11-30,10537.38,10653.9,10677.62,10502.58,
"1607",2016-12-01,10581.89,10537.38,10651.96,10527.38,
"1608",2016-12-02,10532.65,10581.89,10584.49,10461.06,
"1609",2016-12-05,10369.04,10532.65,10532.65,10313.11,
"1610",2016-12-06,10356.81,10369.04,10405.02,10349.84,
"1611",2016-12-07,10372.98,10356.81,10375.86,10305.13,
"1612",2016-12-08,10391.49,10372.98,10427.14,10362.76,
"1613",2016-12-09,10551.92,10391.49,10597.38,10366.87,
"1614",2016-12-12,10442.81,10551.92,10614.56,10355.21,
"1615",2016-12-13,10369.66,10442.81,10442.81,10311.53,
"1616",2016-12-14,10326.81,10369.66,10432.79,10323.32,
"1617",2016-12-15,10096.5,10326.81,10326.81,10061.56,
"1618",2016-12-16,10075.19,10096.5,10123.25,10049.5,
"1619",2016-12-19,10020.54,10075.19,10075.38,10008.12,
"1620",2016-12-20,9947.65,10020.54,10031.94,9878.43,
"1621",2016-12-21,10014.06,9947.65,10036.28,9947.65,
"1622",2016-12-22,9984.17,10014.06,10014.06,9945.73,
"1623",2016-12-23,9929.06,9984.17,9985.93,9896.95,
"1624",2016-12-26,9994.29,9929.06,9997.37,9815.17,
"1625",2016-12-27,9966.98,9994.29,10015.82,9965.06,
"1626",2016-12-28,9921.46,9966.98,9980.94,9890.51,
"1627",2016-12-29,9915.66,9921.46,9943.51,9876.33,
"1628",2016-12-30,9970.3,9915.66,9974.21,9914.51,
"1629",2017-01-03,10065.2,9970.3,10078.24,9970.3,
"1630",2017-01-04,10136.83,10065.2,10147.63,10050.72,
"1631",2017-01-05,10133.7,10136.83,10152.23,10118.51,
"1632",2017-01-06,10083.43,10133.7,10149.65,10078.9,
"1633",2017-01-09,10120.27,10083.43,10138.38,10074.44,
"1634",2017-01-10,10095.79,10120.27,10132.69,10089.53,
"1635",2017-01-11,10059.97,10095.79,10127.03,10051.98,
"1636",2017-01-12,10045.99,10059.97,10107.75,10037.1,
"1637",2017-01-13,10102.11,10045.99,10135.45,10033.48,
"1638",2017-01-16,10205.33,10102.11,10226.49,10011.03,
"1639",2017-01-17,10185.2,10205.33,10205.65,10148.85,
"1640",2017-01-18,10251.19,10185.2,10278.1,10181.73,
"1641",2017-01-19,10220.52,10251.19,10279.52,10198.73,
"1642",2017-01-20,10273.21,10220.52,10285.1,10214.13,
"1643",2017-01-23,10271.73,10273.21,10324.28,10247.84,
"1644",2017-01-24,10309.98,10271.73,10328.34,10261.77,
"1645",2017-01-25,10331.03,10309.98,10333.09,10279.13,
"1646",2017-01-26,10361.64,10331.03,10399.16,10331.03,
"1647",2017-02-03,10253.79,10361.64,10384.75,10249.07,
"1648",2017-02-06,10271.53,10253.79,10311.33,10244.23,
"1649",2017-02-07,10243.2,10271.53,10289.26,10219.44,
"1650",2017-02-08,10280.73,10243.2,10282.75,10186.3,
"1651",2017-02-09,10319.96,10280.73,10365.66,10268.97,
"1652",2017-02-10,10383.54,10319.96,10409.09,10319.81,
"1653",2017-02-13,10451.53,10383.54,10474.35,10383.54,
"1654",2017-02-14,10423.43,10451.53,10462.41,10395.91,
"1655",2017-02-15,10443.68,10423.43,10494.01,10420.07,
"1656",2017-02-16,10471.69,10443.68,10475.66,10421,
"1657",2017-02-17,10414.3,10471.69,10525.72,10405.47,
"1658",2017-02-20,10573.98,10414.3,10584.51,10413.28,
"1659",2017-02-21,10580.08,10573.98,10640.71,10564.07,
"1660",2017-02-22,10587.83,10580.08,10596.8,10551.01,
"1661",2017-02-23,10541.69,10587.83,10608.33,10507.35,
"1662",2017-02-24,10528.76,10541.69,10541.69,10483.69,
"1663",2017-02-27,10433.74,10528.76,10529.12,10412.6,
"1664",2017-02-28,10440.04,10433.74,10482.4,10418.47,
"1665",2017-03-01,10447.99,10440.04,10498.89,10433.53,
"1666",2017-03-02,10371.55,10447.99,10481.06,10365.79,
"1667",2017-03-03,10348.62,10371.55,10371.55,10311.44,
"1668",2017-03-06,10368.44,10348.62,10399.06,10333.48,
"1669",2017-03-07,10405.97,10368.44,10407.52,10358.51,
"1670",2017-03-08,10401.46,10405.97,10423.07,10379.71,
"1671",2017-03-09,10340.53,10401.46,10401.46,10294.68,
"1672",2017-03-10,10326.07,10340.53,10350.17,10311.38,
"1673",2017-03-13,10404.4,10326.07,10405.52,10286.85,
"1674",2017-03-14,10403.97,10404.4,10422.99,10383.58,
"1675",2017-03-15,10413.44,10403.97,10417.84,10367.48,
"1676",2017-03-16,10450.31,10413.44,10494.05,10413.44,
"1677",2017-03-17,10346.3,10450.31,10465.93,10327.09,
"1678",2017-03-20,10352.87,10346.3,10384.76,10299.21,
"1679",2017-03-21,10398.22,10352.87,10400.16,10351.87,
"1680",2017-03-22,10315.71,10398.22,10398.22,10272.21,
"1681",2017-03-23,10349.97,10315.71,10383.17,10289.1,
"1682",2017-03-24,10433.36,10349.97,10469.9,10343.31,
"1683",2017-03-27,10424.99,10433.36,10506.42,10409.14,
"1684",2017-03-28,10396.89,10424.99,10444.98,10377.64,
"1685",2017-03-29,10380.01,10396.89,10427.41,10364.93,
"1686",2017-03-30,10341.59,10380.01,10397.01,10292.28,
"1687",2017-03-31,10407.13,10341.59,10414.47,10321.2,
"1688",2017-04-03,10407.13,10407.13,10407.13,10407.13,
"1689",2017-04-05,10500.5,10407.13,10505.58,10406.09,
"1690",2017-04-06,10530.75,10500.5,10548.58,10464.11,
"1691",2017-04-07,10516.06,10530.75,10544.45,10484.15,
"1692",2017-04-10,10468.53,10516.06,10527.54,10459.19,
"1693",2017-04-11,10472.66,10468.53,10493.79,10345.32,
"1694",2017-04-12,10465.09,10472.66,10493.18,10393.06,
"1695",2017-04-13,10435.13,10465.09,10465.09,10416.12,
"1696",2017-04-14,10366.47,10435.13,10442.72,10323.26,
"1697",2017-04-17,10380.71,10366.47,10387.52,10285.26,
"1698",2017-04-18,10321,10380.71,10381.26,10320.77,
"1699",2017-04-19,10266.77,10321,10321.06,10216.21,
"1700",2017-04-20,10322.77,10266.77,10327.8,10262.21,
"1701",2017-04-21,10380.3,10322.77,10391.87,10307.82,
"1702",2017-04-24,10327.27,10380.3,10380.3,10263.45,
"1703",2017-04-25,10382.54,10327.27,10388.48,10312.63,
"1704",2017-04-26,10389.54,10382.54,10458.39,10375.68,
"1705",2017-04-27,10412.08,10389.54,10414.3,10306.08,
"1706",2017-04-28,10390.58,10412.08,10420.77,10312.2,
"1707",2017-05-01,10390.58,10390.58,10390.58,10390.58,
"1708",2017-05-02,10345.74,10390.58,10395.09,10329.43,
"1709",2017-05-03,10315.54,10345.74,10368.88,10288.79,
"1710",2017-05-04,10291.48,10315.54,10325.3,10261.6,
"1711",2017-05-05,10269.78,10291.48,10291.48,10183.23,
"1712",2017-05-08,10267.32,10269.78,10270.2,10174.79,
"1713",2017-05-09,10260.85,10267.32,10270.42,10204.27,
"1714",2017-05-10,10304.03,10260.85,10360.31,10250.23,
"1715",2017-05-11,10379.73,10304.03,10388.69,10254.96,
"1716",2017-05-12,10549.52,10379.73,10553.19,10360.32,
"1717",2017-05-15,10572.48,10549.52,10633.02,10549.52,
"1718",2017-05-16,10576.05,10572.48,10577.81,10480.37,
"1719",2017-05-17,10481.41,10576.05,10576.05,10471.35,
"1720",2017-05-18,10459.22,10481.41,10481.41,10417.37,
"1721",2017-05-19,10496.74,10459.22,10504.83,10453.44,
"1722",2017-05-22,10586.93,10496.74,10595.07,10479.82,
"1723",2017-05-23,10742.14,10586.93,10742.68,10564.42,
"1724",2017-05-24,10727.11,10742.14,10751.72,10612.47,
"1725",2017-05-25,11007.51,10727.1,11024.56,10686.07,
"1726",2017-05-26,10992.12,11007.51,11050.58,10944.31,
"1727",2017-05-29,10992.12,10992.12,10992.12,10992.12,
"1728",2017-05-30,10992.12,10992.12,10992.12,10992.12,
"1729",2017-05-31,11032.11,10992.12,11122.9,10948.66,
"1730",2017-06-01,11131.53,11032.11,11135.53,10983.69,
"1731",2017-06-02,11047.97,11131.53,11148.02,11032.27,
"1732",2017-06-05,10930.34,11047.97,11047.97,10895.04,
"1733",2017-06-06,11022.55,10930.34,11024.58,10906.37,
"1734",2017-06-07,11134.71,11022.55,11160.29,11021.09,
"1735",2017-06-08,11229.53,11134.71,11239.46,11105.51,
"1736",2017-06-09,11303.03,11229.53,11387.92,11228.33,
"1737",2017-06-12,11313.58,11303.03,11427.47,11270.52,
"1738",2017-06-13,11285.34,11313.58,11315,11216.72,
"1739",2017-06-14,11100.74,11285.34,11285.34,11077.44,
"1740",2017-06-15,11018.85,11100.74,11116.98,10989.29,
"1741",2017-06-16,10975.45,11018.85,11053.09,10954.62,
"1742",2017-06-19,11090.65,10975.45,11104.05,10967.37,
"1743",2017-06-20,11063.7,11090.65,11130.8,11032.26,
"1744",2017-06-21,11194.04,11063.7,11196.57,11040.34,
"1745",2017-06-22,11280.37,11194.04,11420.58,11169.18,
"1746",2017-06-23,11362.71,11280.37,11366.55,11201.38,
"1747",2017-06-26,11436.97,11362.71,11512.15,11362.71,
"1748",2017-06-27,11492.66,11436.97,11502.36,11369.16,
"1749",2017-06-28,11410.03,11492.66,11511.02,11407.9,
"1750",2017-06-29,11485.94,11410.03,11492.14,11402.07,
"1751",2017-06-30,11460.25,11485.94,11485.94,11396.5,
"1752",2017-07-03,11369.75,11460.25,11461.89,11316.3,
"1753",2017-07-04,11256.08,11369.75,11369.75,11219.72,
"1754",2017-07-05,11424.27,11256.08,11437.81,11238.5,
"1755",2017-07-06,11439.09,11424.27,11471.65,11338.66,
"1756",2017-07-07,11364.95,11439.09,11439.09,11312.12,
"1757",2017-07-10,11396.91,11362.53,11429.24,11320.35,
"1758",2017-07-11,11533.66,11396.91,11621.41,11371.44,
"1759",2017-07-12,11497.38,11533.65,11677.81,11451.82,
"1760",2017-07-13,11646.04,11497.38,11647.7,11479.85,
"1761",2017-07-14,11738.04,11646.04,11740.34,11611.9,
"1762",2017-07-17,11771.59,11738.04,11905.3,11603.24,
"1763",2017-07-18,11737.13,11771.59,11785.78,11607.38,
"1764",2017-07-19,11881.19,11737.13,11902.11,11710.95,
"1765",2017-07-20,11915.5,11881.19,11919.2,11812.54,
"1766",2017-07-21,11808.53,11915.5,11917.1,11789.77,
"1767",2017-07-24,11891.96,11808.53,11941.02,11776.23,
"1768",2017-07-25,11859.93,11891.96,11966.59,11846.09,
"1769",2017-07-26,11806.97,11859.93,11963.44,11732.82,
"1770",2017-07-27,11794.16,11806.97,11813.98,11695.2,
"1771",2017-07-28,11821.24,11794.16,11842.49,11728.4,
"1772",2017-07-31,11806.51,11821.24,11856.93,11761.18,
"1773",2017-08-01,11982.42,11806.51,11982.42,11804.07,
"1774",2017-08-02,11970.62,11982.42,12037.23,11953.51,
"1775",2017-08-03,11803.77,11970.62,12006.77,11794.98,
"1776",2017-08-04,11728.36,11803.77,11828.23,11725.14,
"1777",2017-08-07,11773.61,11728.36,11802.97,11661.44,
"1778",2017-08-08,11758.64,11773.61,11783.17,11714.25,
"1779",2017-08-09,11691.85,11758.64,11760.26,11685.62,
"1780",2017-08-10,11645.15,11691.85,11756.65,11554.17,
"1781",2017-08-11,11465.4,11645.15,11645.15,11435.68,
"1782",2017-08-14,11558.17,11465.4,11579.39,11456.18,
"1783",2017-08-15,11630.21,11558.17,11704.17,11557.71,
"1784",2017-08-16,11598.86,11630.21,11630.21,11547.81,
"1785",2017-08-17,11616.7,11598.86,11634.94,11562.79,
"1786",2017-08-18,11646.1,11616.7,11688.82,11568.8,
"1787",2017-08-21,11672.31,11646.1,11708.35,11631.89,
"1788",2017-08-22,11786.99,11672.31,11788.23,11670.41,
"1789",2017-08-23,11878.01,11786.99,11930.92,11767.27,
"1790",2017-08-24,11835.7,11878.01,11954.42,11816.04,
"1791",2017-08-25,12088.02,11835.7,12092.49,11835.7,
"1792",2017-08-28,12201.27,12088.02,12330.78,12088.02,
"1793",2017-08-29,12216.06,12201.27,12247.94,12153.96,
"1794",2017-08-30,12171.22,12216.06,12315.01,12139.05,
"1795",2017-08-31,12081.32,12171.22,12183.21,12016.96,
"1796",2017-09-01,12071.39,12081.32,12169.57,12025.72,
"1797",2017-09-04,12108.79,12071.39,12117.81,12000.66,
"1798",2017-09-05,12186.26,12108.79,12223.55,12100.43,
"1799",2017-09-06,12124.55,12186.26,12186.26,12078.64,
"1800",2017-09-07,12029.86,12124.55,12133.59,12023.9,
"1801",2017-09-08,12007.03,12029.86,12077.41,11977.84,
"1802",2017-09-11,11959.36,12007.03,12116.3,11952.96,
"1803",2017-09-12,12028.01,11959.36,12028.17,11935.79,
"1804",2017-09-13,12019.11,12028.01,12048.62,11965.16,
"1805",2017-09-14,11935.81,12019.11,12047.02,11911.46,
"1806",2017-09-15,11918.09,11935.81,11950.09,11879.26,
"1807",2017-09-18,11933.59,11918.09,12029.19,11918.09,
"1808",2017-09-19,11939.94,11933.59,12010.22,11898.14,
"1809",2017-09-20,11929.81,11939.94,11981.97,11914.8,
"1810",2017-09-21,11989.39,11929.81,12039.48,11912.25,
"1811",2017-09-22,12002.73,11989.39,12041.06,11942.43,
"1812",2017-09-25,11971.68,12002.73,12002.73,11933.12,
"1813",2017-09-26,11976.61,11971.68,11994.04,11939.34,
"1814",2017-09-27,11929.46,11976.61,11980.95,11922.21,
"1815",2017-09-28,11937.02,11929.46,11952.54,11885.35,
"1816",2017-09-29,11962.6,11937.02,12014.81,11935.15,
"1817",2017-10-09,12109.7,11962.6,12303.22,11962.6,
"1818",2017-10-10,12144.49,12109.7,12194.74,12024.85,
"1819",2017-10-11,12213.12,12144.49,12254.4,12135.01,
"1820",2017-10-12,12266.42,12213.12,12299.25,12199.45,
"1821",2017-10-13,12277.63,12266.42,12304.75,12250.21,
"1822",2017-10-16,12333.81,12277.63,12415.33,12275.41,
"1823",2017-10-17,12335.75,12333.81,12381.6,12298.16,
"1824",2017-10-18,12461.61,12335.75,12463.91,12334.24,
"1825",2017-10-19,12472.65,12461.61,12488.53,12434.19,
"1826",2017-10-20,12397.84,12472.65,12472.65,12376.42,
"1827",2017-10-23,12373.22,12397.84,12438.82,12355.48,
"1828",2017-10-24,12469.23,12373.22,12494.59,12349.67,
"1829",2017-10-25,12522.07,12469.23,12529.42,12452.49,
"1830",2017-10-26,12588.27,12522.07,12670.25,12514.35,
"1831",2017-10-27,12804.75,12588.27,12817.17,12587.94,
"1832",2017-10-30,12825.38,12804.75,12856.91,12676.21,
"1833",2017-10-31,12788.87,12825.38,12825.38,12715.54,
"1834",2017-11-01,12781.84,12788.87,12913.48,12747.48,
"1835",2017-11-02,12790.57,12781.84,12798.9,12684.81,
"1836",2017-11-03,12800.87,12790.57,12812.51,12691.22,
"1837",2017-11-06,12809.71,12800.87,12818.37,12712.4,
"1838",2017-11-07,12940.89,12809.71,12977.66,12807.45,
"1839",2017-11-08,12911.47,12940.89,13062.35,12881.07,
"1840",2017-11-09,12993.48,12911.47,12997.58,12882.82,
