"","US SmallCap 2000 (US2000)_history.csv Date","US SmallCap 2000 (US2000)_history.csv Price","US SmallCap 2000 (US2000)_history.csv Open","US SmallCap 2000 (US2000)_history.csv High","US SmallCap 2000 (US2000)_history.csv Low","US SmallCap 2000 (US2000)_history.csv Volume"
"1793",2016-02-17,1010.45,1002.45,1017.55,1002.45,"-"
"1794",2016-02-18,1005.55,1012.15,1012.55,1001.75,"-"
"1795",2016-02-19,1010.55,1003.65,1011.55,997.55,"-"
"1796",2016-02-22,1021.35,1020.15,1026.05,1018.45,"-"
"1797",2016-02-23,1012.35,1019.05,1020.85,1011.45,"-"
"1798",2016-02-24,1022.85,1003.15,1024.15,996.05,"-"
"1799",2016-02-25,1031.45,1023.95,1031.95,1020.15,"-"
"1800",2016-02-26,1037.45,1034.95,1040.45,1032.65,"-"
"1801",2016-02-29,1033.85,1036.15,1045.65,1032.55,"-"
"1802",2016-03-01,1054.85,1042.25,1055.05,1036.15,"-"
"1803",2016-03-02,1066.35,1051.85,1066.55,1051.25,"-"
"1804",2016-03-03,1076.55,1065.55,1076.75,1065.15,"-"
"1805",2016-03-04,1082.65,1076.95,1089.15,1072.45,"-"
"1806",2016-03-07,1095.55,1078.65,1095.55,1078.15,"-"
"1807",2016-03-08,1070.05,1087.25,1087.45,1066.55,"-"
"1808",2016-03-09,1074.55,1072.55,1075.15,1065.85,"-"
"1809",2016-03-10,1064.25,1074.85,1079.85,1053.55,"-"
"1810",2016-03-11,1086.15,1073.65,1088.85,1071.95,"-"
"1811",2016-03-14,1084.05,1083.55,1088.05,1079.45,"-"
"1812",2016-03-15,1066.95,1077.25,1077.25,1065.35,"-"
"1813",2016-03-16,1074.15,1063.85,1078.25,1063.45,"-"
"1814",2016-03-17,1090.65,1072.65,1095.35,1068.45,"-"
"1815",2016-03-18,1100.85,1092.55,1104.25,1092.55,"-"
"1816",2016-03-21,1097.75,1099.25,1103.85,1095.25,"-"
"1817",2016-03-22,1096.05,1093.35,1101.25,1089.15,"-"
"1818",2016-03-23,1077.05,1093.15,1093.25,1075.25,"-"
"1819",2016-03-24,1072.05,1069.75,1075.35,1065.05,"-"
"1820",2016-03-29,1111.46,1078.05,1111.64,1075.43,"-"
"1821",2016-03-30,1111.24,1115.2,1118.87,1108.34,"-"
"1822",2016-03-31,1113.79,1113.28,1119.7,1111.35,"-"
"1823",2016-04-01,1118.65,1103.58,1120.03,1102.37,"-"
"1824",2016-04-04,1109.44,1116.14,1120.46,1108.29,"-"
"1825",2016-04-05,1096.68,1101.47,1105.93,1095.42,"-"
"1826",2016-04-06,1107.71,1096.38,1109.77,1092.87,"-"
"1827",2016-04-07,1094.7,1100.74,1105.63,1088.02,"-"
"1828",2016-04-08,1098.52,1102.48,1107.68,1093.09,"-"
"1829",2016-04-11,1093.87,1104.7,1112.53,1093.19,"-"
"1830",2016-04-12,1106.58,1095.7,1108.74,1090.96,"-"
"1831",2016-04-13,1130.25,1112.25,1131.51,1112.25,"-"
"1832",2016-04-14,1129.18,1129.3,1134.21,1126.04,"-"
"1833",2016-04-15,1132.08,1126.38,1133.31,1125.73,"-"
"1834",2016-04-18,1139.34,1126.13,1141.02,1125.63,"-"
"1835",2016-04-19,1141.28,1142.2,1148.42,1135.97,"-"
"1836",2016-04-20,1142.82,1141.41,1149.17,1136.81,"-"
"1837",2016-04-21,1138.31,1143,1146.18,1133.45,"-"
"1838",2016-04-22,1147.68,1138.22,1148.94,1137.72,"-"
"1839",2016-04-25,1139.73,1143.31,1145.79,1134.65,"-"
"1840",2016-04-26,1152.03,1142.55,1152.13,1138.4,"-"
"1841",2016-04-27,1154.77,1151.38,1157.23,1145.61,"-"
"1842",2016-04-28,1142.44,1147.6,1156.62,1138.41,"-"
"1843",2016-04-29,1132,1139.14,1140.87,1123.36,"-"
"1844",2016-05-02,1139.9,1135.16,1141.13,1128.24,"-"
"1845",2016-05-03,1121.54,1131.23,1131.23,1115.01,"-"
"1846",2016-05-04,1112.96,1116.71,1125.55,1109.31,"-"
"1847",2016-05-05,1107.76,1117.6,1118.8,1106.43,"-"
"1848",2016-05-06,1116.39,1104.88,1116.49,1100.84,"-"
"1849",2016-05-09,1117.8,1113.31,1124.34,1111.67,"-"
"1850",2016-05-10,1129.29,1121.56,1129.49,1116.27,"-"
"1851",2016-05-11,1114.21,1126.21,1128.23,1114.21,"-"
"1852",2016-05-12,1107.84,1117.62,1120.23,1100.13,"-"
"1853",2016-05-13,1101.86,1105.74,1114.6,1098.88,"-"
"1854",2016-05-16,1116.2,1104.77,1120.59,1104.35,"-"
"1855",2016-05-17,1097.45,1114.4,1119.3,1092.8,"-"
"1856",2016-05-18,1102.95,1093.85,1111.75,1092.6,"-"
"1857",2016-05-19,1094.45,1094.14,1102.35,1084.57,"-"
"1858",2016-05-20,1112.66,1097.63,1112.71,1097.23,"-"
"1859",2016-05-23,1110.39,1112.27,1118.67,1109.8,"-"
"1860",2016-05-24,1134.84,1117.71,1137.22,1117.71,"-"
"1861",2016-05-25,1141.53,1136.87,1143.88,1135.92,"-"
"1862",2016-05-26,1140.17,1142.46,1144.91,1137.35,"-"
"1863",2016-05-27,1151.29,1140.22,1151.41,1140.07,"-"
"1864",2016-05-31,1154.68,1153.3,1160.04,1149.53,"-"
"1865",2016-06-01,1162.72,1151.25,1164.25,1148.75,"-"
"1866",2016-06-02,1171.96,1159.55,1171.96,1158.29,"-"
"1867",2016-06-03,1163.36,1168.06,1168.31,1154.37,"-"
"1868",2016-06-06,1176.95,1166.01,1180.15,1164.41,"-"
"1869",2016-06-07,1180.13,1176.75,1184.19,1173.94,"-"
"1870",2016-06-08,1188.94,1181.28,1190.87,1180.73,"-"
"1871",2016-06-09,1181.35,1183.49,1183.74,1177.31,"-"
"1872",2016-06-10,1165.82,1170.47,1172.99,1161.07,"-"
"1873",2016-06-13,1151.32,1162.29,1165.74,1149.77,"-"
"1874",2016-06-14,1149.15,1148.37,1154.72,1140.57,"-"
"1875",2016-06-15,1148.21,1151.98,1159.27,1148.04,"-"
"1876",2016-06-16,1149.33,1142.19,1149.38,1132.46,"-"
"1877",2016-06-17,1143.8,1147.13,1152.85,1140.26,"-"
"1878",2016-06-20,1155.41,1161.37,1168.42,1155.41,"-"
"1879",2016-06-21,1154.3,1157.5,1157.5,1146.7,"-"
"1880",2016-06-22,1149.09,1155.99,1162.36,1148.19,"-"
"1881",2016-06-23,1173.06,1161.08,1173.09,1160.85,"-"
"1882",2016-06-24,1125.13,1120.86,1143.22,1120.48,"-"
"1883",2016-06-27,1088.52,1111.98,1112.78,1084.37,"-"
"1884",2016-06-28,1107.49,1098.17,1111.21,1098.17,"-"
"1885",2016-06-29,1131.68,1120.86,1133.44,1118.07,"-"
"1886",2016-06-30,1152.43,1135.01,1153.08,1128.68,"-"
"1887",2016-07-01,1157.27,1153.29,1162.55,1151,"-"
"1888",2016-07-05,1139.61,1153.87,1154.9,1133.01,"-"
"1889",2016-07-06,1147,1134.02,1148.76,1131.74,"-"
"1890",2016-07-07,1150.56,1151.52,1158.7,1142.59,"-"
"1891",2016-07-08,1175.86,1160.55,1180,1160.55,"-"
"1892",2016-07-11,1190.16,1184.33,1193.4,1183.7,"-"
"1893",2016-07-12,1206.15,1198.77,1213.66,1197.54,"-"
"1894",2016-07-13,1201.98,1212.43,1213.03,1198.63,"-"
"1895",2016-07-14,1202.33,1211.82,1211.82,1202.12,"-"
"1896",2016-07-15,1206.43,1208.85,1209.25,1201.95,"-"
"1897",2016-07-18,1207.81,1205.31,1212.51,1202.3,"-"
"1898",2016-07-19,1201.83,1207.61,1208.57,1198.33,"-"
"1899",2016-07-20,1210.17,1204.69,1213.38,1198.33,"-"
"1900",2016-07-21,1204.12,1209.35,1214.96,1201.16,"-"
"1901",2016-07-22,1212.73,1205.28,1215.47,1202.22,"-"
"1902",2016-07-25,1209.65,1210.12,1213.4,1206.2,"-"
"1903",2016-07-26,1217.81,1210.46,1218.52,1207.89,"-"
"1904",2016-07-27,1220.41,1219.87,1223.43,1212.19,"-"
"1905",2016-07-28,1216.61,1217.7,1220.96,1214.02,"-"
"1906",2016-07-29,1221.14,1216.52,1226.53,1208.97,"-"
"1907",2016-08-01,1220.31,1220.12,1225.58,1212.96,"-"
"1908",2016-08-02,1204.31,1219.66,1220.41,1199.01,"-"
"1909",2016-08-03,1211.94,1202.62,1213.02,1199.16,"-"
"1910",2016-08-04,1214.37,1211.73,1219.79,1211.02,"-"
"1911",2016-08-05,1231.09,1220.94,1234.33,1218.03,"-"
"1912",2016-08-08,1229.68,1231.48,1236.54,1228.56,"-"
"1913",2016-08-09,1231.85,1230.87,1234.47,1229.74,"-"
"1914",2016-08-10,1223.85,1232.21,1234.16,1219.58,"-"
"1915",2016-08-11,1228.72,1229.29,1232.18,1223.88,"-"
"1916",2016-08-12,1229.87,1226.75,1232.73,1224.19,"-"
"1917",2016-08-15,1241.65,1234.16,1244.89,1234.16,"-"
"1918",2016-08-16,1232.4,1238.61,1238.81,1230.25,"-"
"1919",2016-08-17,1228.11,1232.18,1232.63,1220.81,"-"
"1920",2016-08-18,1237.49,1229.3,1237.55,1228.02,"-"
"1921",2016-08-19,1236.86,1234.94,1238.1,1230.61,"-"
"1922",2016-08-22,1240.23,1233.54,1240.94,1230.78,"-"
"1923",2016-08-23,1248.38,1244.94,1252.24,1244.74,"-"
"1924",2016-08-24,1238.25,1246.83,1249.98,1235.13,"-"
"1925",2016-08-25,1241.05,1235.11,1244.41,1234.45,"-"
"1926",2016-08-26,1239.03,1242.6,1251.73,1230.33,"-"
"1927",2016-08-29,1244.31,1241.57,1249.07,1239.87,"-"
"1928",2016-08-30,1247.07,1247.21,1249.01,1240.9,"-"
"1929",2016-08-31,1240.78,1245.5,1245.5,1232.58,"-"
"1930",2016-09-01,1240.14,1241.29,1243.34,1227.15,"-"
"1931",2016-09-02,1252.62,1247.68,1252.84,1243.83,"-"
"1932",2016-09-06,1253.82,1255.84,1256.14,1246.63,"-"
"1933",2016-09-07,1260.96,1252.38,1260.96,1251.65,"-"
"1934",2016-09-08,1257.85,1258.72,1260.76,1254.47,"-"
"1935",2016-09-09,1218.35,1247.43,1248.05,1217.95,"-"
"1936",2016-09-12,1235.65,1212.86,1235.9,1212.04,"-"
"1937",2016-09-13,1212.54,1225.76,1227.71,1204.79,"-"
"1938",2016-09-14,1211.26,1214.94,1220.45,1208.76,"-"
"1939",2016-09-15,1225.49,1214.94,1228.13,1211.03,"-"
"1940",2016-09-16,1225.29,1222.29,1225.65,1216.75,"-"
"1941",2016-09-19,1234.18,1231.79,1241.59,1225.73,"-"
"1942",2016-09-20,1227.83,1237.25,1238.26,1227.41,"-"
"1943",2016-09-21,1245.72,1234.45,1245.87,1226.72,"-"
"1944",2016-09-22,1263.81,1255.17,1264.49,1253.66,"-"
"1945",2016-09-23,1255.11,1261.37,1265.4,1254.65,"-"
"1946",2016-09-26,1242.82,1249.65,1250.88,1240.34,"-"
"1947",2016-09-27,1247.84,1238.27,1248.25,1237.67,"-"
"1948",2016-09-28,1256.57,1249.66,1257.17,1240.03,"-"
"1949",2016-09-29,1239.37,1254.08,1254.93,1236.26,"-"
"1950",2016-09-30,1250.5,1246.05,1257.12,1237.93,"-"
"1951",2016-10-03,1247.35,1246.91,1249.34,1240.03,"-"
"1952",2016-10-04,1240.28,1249.62,1251.65,1235.17,"-"
"1953",2016-10-05,1248.25,1245.96,1255.68,1245.41,"-"
"1954",2016-10-06,1248.66,1245.66,1248.86,1236.53,"-"
"1955",2016-10-07,1235.27,1251.2,1251.43,1230.47,"-"
"1956",2016-10-10,1251.17,1249.28,1256.14,1248.58,"-"
"1957",2016-10-11,1229.49,1247.75,1247.97,1221.42,"-"
"1958",2016-10-12,1226.41,1229.98,1234.36,1223.62,"-"
"1959",2016-10-13,1216.09,1218.51,1222.15,1209.23,"-"
"1960",2016-10-14,1210.88,1220.56,1226.3,1210.88,"-"
"1961",2016-10-17,1211.09,1213.7,1216.41,1209.39,"-"
"1962",2016-10-18,1216.48,1221.03,1223.27,1214.41,"-"
"1963",2016-10-19,1221.46,1219.17,1227.43,1212.46,"-"
"1964",2016-10-20,1219.81,1218.88,1223.38,1211.71,"-"
"1965",2016-10-21,1218.11,1211.36,1221.26,1208.4,"-"
"1966",2016-10-24,1226.51,1228.76,1233.67,1221.99,"-"
"1967",2016-10-25,1216.97,1224.25,1227.26,1213.27,"-"
"1968",2016-10-26,1204.25,1209.52,1217.03,1201.55,"-"
"1969",2016-10-27,1189,1207.24,1207.52,1187.72,"-"
"1970",2016-10-28,1188.53,1189.54,1196.75,1184.22,"-"
"1971",2016-10-31,1192.02,1189.63,1192.9,1184.47,"-"
"1972",2016-11-01,1178.22,1192.59,1192.81,1168.91,"-"
"1973",2016-11-02,1161.15,1173.78,1176.14,1160,"-"
"1974",2016-11-03,1155.85,1165.12,1168.2,1154.64,"-"
"1975",2016-11-04,1163.81,1158.04,1174.74,1156.96,"-"
"1976",2016-11-07,1192.67,1184.47,1194.23,1182.87,"-"
"1977",2016-11-08,1194,1188.13,1200.49,1183.04,"-"
"1978",2016-11-09,1233.21,1192.64,1234.74,1188.83,"-"
"1979",2016-11-10,1252.66,1247.92,1260.33,1232.95,"-"
"1980",2016-11-11,1283.36,1257.09,1284.11,1252.38,"-"
"1981",2016-11-14,1299.48,1298.49,1309.5,1290.97,"-"
"1982",2016-11-15,1302.23,1295.34,1305.88,1290,"-"
"1983",2016-11-16,1302.38,1299.37,1307.1,1297.49,"-"
"1984",2016-11-17,1310.31,1306,1315.35,1304.92,"-"
"1985",2016-11-18,1317.14,1313.83,1317.97,1310.47,"-"
"1986",2016-11-21,1322.92,1320.13,1326.76,1313.15,"-"
"1987",2016-11-22,1335.91,1328.11,1336.81,1323.81,"-"
"1988",2016-11-23,1343.51,1332.37,1343.61,1328.16,"-"
"1989",2016-11-25,1348.47,1344.8,1348.47,1342.39,"-"
"1990",2016-11-28,1330.47,1345.87,1346.67,1328.09,"-"
"1991",2016-11-29,1329.24,1331.15,1337.36,1327.55,"-"
"1992",2016-11-30,1323.08,1335.31,1337.03,1320.99,"-"
"1993",2016-12-01,1315.48,1326.95,1331.3,1308.85,"-"
"1994",2016-12-02,1314.48,1315.29,1320.44,1311.06,"-"
"1995",2016-12-05,1337.61,1325.89,1339.01,1324.69,"-"
"1996",2016-12-06,1351.09,1339.37,1354.89,1333.06,"-"
"1997",2016-12-07,1364.29,1351.07,1367.62,1347.49,"-"
"1998",2016-12-08,1387.39,1367.65,1388.07,1363.85,"-"
"1999",2016-12-09,1388.66,1390.03,1394.05,1383.54,"-"
"2000",2016-12-12,1375.2,1386.59,1391.54,1370.93,"-"
"2001",2016-12-13,1374.61,1384,1386.5,1368.43,"-"
"2002",2016-12-14,1358.35,1372.62,1379.48,1354,"-"
"2003",2016-12-15,1369.05,1359.19,1377.79,1355.79,"-"
"2004",2016-12-16,1366.03,1369.74,1381.45,1362.33,"-"
"2005",2016-12-19,1375.24,1367.69,1377.97,1365.09,"-"
"2006",2016-12-20,1385.28,1378.16,1388.12,1376.09,"-"
"2007",2016-12-21,1375.11,1383.13,1387.48,1375.11,"-"
"2008",2016-12-22,1363.89,1377.78,1378.21,1358.79,"-"
"2009",2016-12-23,1371.06,1364.23,1371.11,1363.08,"-"
"2010",2016-12-27,1376.9,1372.48,1383.23,1372.38,"-"
"2011",2016-12-28,1362.1,1379.37,1379.89,1358.35,"-"
"2012",2016-12-29,1364.29,1364.49,1372.72,1356.98,"-"
"2013",2016-12-30,1357.92,1364.75,1365.98,1354.06,"-"
"2014",2017-01-03,1366.06,1374.12,1378.58,1354.86,"-"
"2015",2017-01-04,1389.12,1373.11,1389.74,1372.28,"-"
"2016",2017-01-05,1370.93,1387.45,1387.65,1365.06,"-"
"2017",2017-01-06,1365.84,1376.58,1376.65,1365.77,"-"
"2018",2017-01-09,1355.84,1365.78,1366.23,1354.22,"-"
"2019",2017-01-10,1370.51,1358.06,1372.94,1356.8,"-"
"2020",2017-01-11,1374.37,1371.67,1377.23,1363.74,"-"
"2021",2017-01-12,1360.32,1370.13,1370.43,1344.72,"-"
"2022",2017-01-13,1372.94,1367.94,1379.1,1367.92,"-"
"2023",2017-01-17,1352.82,1363.96,1364.41,1350.22,"-"
"2024",2017-01-18,1358.08,1355.88,1358.33,1348.78,"-"
"2025",2017-01-19,1345.96,1362.17,1363.62,1340.53,"-"
"2026",2017-01-20,1352.58,1349.1,1357.71,1347.15,"-"
"2027",2017-01-23,1347.65,1348.11,1355.56,1339.8,"-"
"2028",2017-01-24,1368.07,1353.12,1371.75,1351.14,"-"
"2029",2017-01-25,1382.39,1380.09,1384.05,1378.44,"-"
"2030",2017-01-26,1376.07,1381.48,1383.88,1372.97,"-"
"2031",2017-01-27,1370.15,1378.46,1378.46,1364.95,"-"
"2032",2017-01-30,1350.7,1360.36,1360.36,1340.5,"-"
"2033",2017-01-31,1361.12,1348.34,1364.02,1342.99,"-"
"2034",2017-02-01,1360.88,1374.79,1377.21,1355.48,"-"
"2035",2017-02-02,1356.98,1358.56,1365.27,1352.88,"-"
"2036",2017-02-03,1377.4,1367.95,1378.13,1363.5,"-"
"2037",2017-02-06,1366.28,1371.86,1376.01,1362.23,"-"
"2038",2017-02-07,1360.71,1366.44,1372.79,1355.49,"-"
"2039",2017-02-08,1357.42,1352.42,1359.97,1346.69,"-"
"2040",2017-02-09,1377.14,1361.21,1380.62,1360.11,"-"
"2041",2017-02-10,1387.8,1385.41,1391.9,1380.2,"-"
"2042",2017-02-13,1392.53,1394.66,1400.24,1389.06,"-"
"2043",2017-02-14,1396.14,1384.94,1397.47,1384.52,"-"
"2044",2017-02-15,1405.16,1389.51,1405.83,1388.93,"-"
"2045",2017-02-16,1400.92,1401.62,1406.27,1390.29,"-"
"2046",2017-02-17,1399.75,1394.7,1399.95,1390.12,"-"
"2047",2017-02-21,1408.82,1402.14,1410.89,1401.99,"-"
"2048",2017-02-22,1404.02,1406.6,1407.8,1399.97,"-"
"2049",2017-02-23,1395.08,1407.16,1407.31,1384.31,"-"
"2050",2017-02-24,1392.57,1381.94,1393.77,1380.59,"-"
"2051",2017-02-27,1405.85,1390.45,1407,1389.32,"-"
"2052",2017-02-28,1384.48,1400.93,1401.74,1384.38,"-"
"2053",2017-03-01,1411.52,1408.65,1416.15,1402.72,"-"
"2054",2017-03-02,1394.77,1409.36,1409.56,1392.87,"-"
"2055",2017-03-03,1392.16,1395.74,1401.09,1385.91,"-"
"2056",2017-03-06,1384.24,1384.99,1386.49,1376.69,"-"
"2057",2017-03-07,1373.4,1381.48,1384.15,1372.82,"-"
"2058",2017-03-08,1365.81,1380.06,1382.61,1364.45,"-"
"2059",2017-03-09,1358.44,1363.72,1370.99,1355.39,"-"
"2060",2017-03-10,1362.83,1366.83,1369.28,1354.78,"-"
"2061",2017-03-13,1369.31,1364.18,1374.13,1363.13,"-"
"2062",2017-03-14,1362.32,1362.27,1364.49,1351.82,"-"
"2063",2017-03-15,1382.8,1369.46,1386.28,1366.01,"-"
"2064",2017-03-16,1386.14,1388.59,1391.49,1381.86,"-"
"2065",2017-03-17,1394.38,1386.28,1394.83,1379.27,"-"
"2066",2017-03-20,1385.02,1387.93,1390.13,1379.74,"-"
"2067",2017-03-21,1345.99,1391.02,1391.34,1345.07,"-"
"2068",2017-03-22,1345.88,1341.13,1348.46,1333.16,"-"
"2069",2017-03-23,1352.24,1345.52,1362.75,1341.89,"-"
"2070",2017-03-24,1356.63,1358.94,1364.39,1348.15,"-"
"2071",2017-03-27,1359.31,1337.22,1360.66,1333.57,"-"
"2072",2017-03-28,1366.23,1351.97,1368.95,1351.12,"-"
"2073",2017-03-29,1372.37,1366.37,1374.82,1362.96,"-"
"2074",2017-03-30,1382.76,1373.01,1383.56,1373.01,"-"
"2075",2017-03-31,1385.87,1384.05,1391.73,1379.5,"-"
"2076",2017-04-03,1371.24,1389.36,1390.86,1365.88,"-"
"2077",2017-04-04,1369.89,1368.7,1374.93,1362.71,"-"
"2078",2017-04-05,1350.01,1377.27,1383.62,1350.01,"-"
"2079",2017-04-06,1364.06,1353.78,1365.31,1347.38,"-"
"2080",2017-04-07,1364.77,1361.82,1369.55,1356.72,"-"
"2081",2017-04-10,1367.47,1364.03,1377.63,1360.45,"-"
"2082",2017-04-11,1378.52,1361.71,1378.77,1359.95,"-"
"2083",2017-04-12,1359.64,1375.9,1375.9,1357.88,"-"
"2084",2017-04-13,1344.94,1357.07,1362.18,1344.81,"-"
"2085",2017-04-17,1360.81,1349.16,1361.56,1345.2,"-"
"2086",2017-04-18,1361.47,1354.97,1362.77,1349.79,"-"
"2087",2017-04-19,1366.88,1365.23,1377.97,1363.63,"-"
"2088",2017-04-20,1382.88,1372.05,1384.93,1369.6,"-"
"2089",2017-04-21,1380.18,1380.26,1383.59,1375.26,"-"
"2090",2017-04-24,1397.62,1398.63,1401.43,1393.62,"-"
"2091",2017-04-25,1411.31,1410.99,1417.57,1409.92,"-"
"2092",2017-04-26,1418.25,1410.5,1427.11,1410.15,"-"
"2093",2017-04-27,1419.04,1422.49,1425.92,1413.68,"-"
"2094",2017-04-28,1400.73,1418.32,1420.13,1398.83,"-"
"2095",2017-05-01,1406.82,1404.07,1411.02,1395.94,"-"
"2096",2017-05-02,1399.77,1408,1411.31,1394.87,"-"
"2097",2017-05-03,1389.97,1393.56,1395.18,1384.45,"-"
"2098",2017-05-04,1388.33,1392.76,1395.01,1378.56,"-"
"2099",2017-05-05,1397.52,1393.55,1397.75,1382.69,"-"
"2100",2017-05-08,1390.3,1394.3,1397.15,1384.84,"-"
"2101",2017-05-09,1390.88,1393.33,1395.63,1384.95,"-"
"2102",2017-05-10,1398.64,1387.62,1400.52,1385.71,"-"
"2103",2017-05-11,1389.65,1393.75,1395.3,1376.79,"-"
"2104",2017-05-12,1381.7,1384.13,1385.63,1378.38,"-"
"2105",2017-05-15,1393.23,1386.59,1399.74,1386.59,"-"
"2106",2017-05-16,1394.02,1396,1397.32,1383.07,"-"
"2107",2017-05-17,1357.49,1370.1,1376.62,1354.01,"-"
"2108",2017-05-18,1360.92,1352.17,1365.38,1348.83,"-"
"2109",2017-05-19,1365.81,1362.96,1373.96,1362.61,"-"
"2110",2017-05-22,1375.97,1368.42,1378.62,1368.04,"-"
"2111",2017-05-23,1380.75,1379.81,1383.53,1369.95,"-"
"2112",2017-05-24,1381.18,1380.79,1386.72,1374.66,"-"
"2113",2017-05-25,1381.8,1387.63,1392.53,1378.45,"-"
"2114",2017-05-26,1380.35,1379.41,1384.08,1374.16,"-"
"2115",2017-05-30,1370.04,1376.97,1380.49,1368.29,"-"
"2116",2017-05-31,1368.85,1374.88,1375.28,1352.12,"-"
"2117",2017-06-01,1396.26,1373.51,1396.54,1368.51,"-"
"2118",2017-06-02,1406.32,1400.33,1416.8,1397,"-"
"2119",2017-06-05,1394.62,1405.65,1407.15,1394.5,"-"
"2120",2017-06-06,1394.78,1387.34,1402.56,1384.04,"-"
"2121",2017-06-07,1395.77,1395.92,1401.22,1390.84,"-"
"2122",2017-06-08,1414.08,1395.45,1420.6,1393.45,"-"
"2123",2017-06-09,1422.43,1419.54,1435.29,1413.18,"-"
"2124",2017-06-12,1420.19,1422.49,1427.59,1415.19,"-"
"2125",2017-06-13,1427.77,1423.53,1429.12,1420.77,"-"
"2126",2017-06-14,1417.33,1426.21,1426.43,1410.56,"-"
"2127",2017-06-15,1411.88,1403,1415.7,1402.9,"-"
"2128",2017-06-16,1407.69,1407.3,1408.02,1398.02,"-"
"2129",2017-06-19,1418.83,1411.43,1421.76,1410.73,"-"
"2130",2017-06-20,1403.92,1414.23,1415.18,1402.47,"-"
"2131",2017-06-21,1399.42,1406.07,1413.82,1397.42,"-"
"2132",2017-06-22,1403.97,1399.42,1409.72,1395.31,"-"
"2133",2017-06-23,1414.44,1407.11,1416.24,1400.79,"-"
"2134",2017-06-26,1415.95,1415.58,1420.2,1407.05,"-"
"2135",2017-06-27,1405.74,1416.07,1421.25,1402.77,"-"
"2136",2017-06-28,1426.39,1411.59,1428.07,1409.04,"-"
"2137",2017-06-29,1418.31,1427.09,1428.69,1401.36,"-"
"2138",2017-06-30,1412.56,1416.73,1421.53,1411.98,"-"
"2139",2017-07-03,1425.97,1417.72,1430.12,1417.62,"-"
"2140",2017-07-05,1421.01,1421.66,1422.96,1411.38,"-"
"2141",2017-07-06,1401.9,1409.7,1415.23,1398.65,"-"
"2142",2017-07-07,1415.67,1404.6,1417.3,1402.05,"-"
"2143",2017-07-10,1409.53,1409.79,1419.59,1403.86,"-"
"2144",2017-07-11,1413.73,1408.38,1414.46,1400.38,"-"
"2145",2017-07-12,1424.33,1421.1,1433.18,1420.53,"-"
"2146",2017-07-13,1425.67,1423.27,1426.05,1414.05,"-"
"2147",2017-07-14,1428.82,1421.97,1433.72,1421.57,"-"
"2148",2017-07-17,1430.83,1426.51,1434.78,1422.73,"-"
"2149",2017-07-18,1427.35,1425.83,1429.2,1420.55,"-"
"2150",2017-07-19,1442.02,1429.1,1442.22,1428.95,"-"
"2151",2017-07-20,1442.89,1441.47,1445.64,1438.69,"-"
"2152",2017-07-21,1436.24,1440.21,1443.49,1432.59,"-"
"2153",2017-07-24,1438.07,1433.17,1438.25,1429.5,"-"
"2154",2017-07-25,1450.02,1445.92,1452.52,1442.17,"-"
"2155",2017-07-26,1442.66,1451.27,1451.27,1440.09,"-"
"2156",2017-07-27,1431.76,1445.46,1446.41,1424.96,"-"
"2157",2017-07-28,1428.7,1429.71,1433.11,1424.3,"-"
"2158",2017-07-31,1424.56,1432.12,1433.24,1419.24,"-"
"2159",2017-08-01,1428.29,1431.64,1431.76,1419.26,"-"
"2160",2017-08-02,1411.33,1425.28,1427.68,1406.38,"-"
"2161",2017-08-03,1405.37,1413.22,1414.38,1400.47,"-"
"2162",2017-08-04,1411.44,1408.12,1412.1,1404.12,"-"
"2163",2017-08-07,1413.78,1413.11,1417.73,1406.26,"-"
"2164",2017-08-08,1409.27,1413.1,1426.9,1405.92,"-"
"2165",2017-08-09,1396.54,1400.47,1402.4,1391.12,"-"
"2166",2017-08-10,1371.24,1390.94,1391.41,1370.54,"-"
"2167",2017-08-11,1372.56,1370.78,1375.43,1365.88,"-"
"2168",2017-08-14,1393.32,1381.52,1394.27,1380.47,"-"
"2169",2017-08-15,1382.21,1396.32,1396.47,1381.74,"-"
"2170",2017-08-16,1381.76,1384.71,1392.01,1380.21,"-"
"2171",2017-08-17,1356.43,1378.11,1385.08,1356.25,"-"
"2172",2017-08-18,1355.87,1352.43,1362.15,1349,"-"
"2173",2017-08-21,1355.84,1354.14,1357.84,1349.09,"-"
"2174",2017-08-22,1369.91,1360.16,1372.08,1359.13,"-"
"2175",2017-08-23,1367.98,1362.4,1373.35,1359.73,"-"
"2176",2017-08-24,1374.82,1374.15,1377.07,1368.17,"-"
"2177",2017-08-25,1376.17,1375.85,1380.72,1371.74,"-"
"2178",2017-08-28,1383.03,1381.28,1383.68,1375.36,"-"
"2179",2017-08-29,1383.4,1372.4,1386.23,1370.25,"-"
"2180",2017-08-30,1391.42,1381.35,1392.75,1380.35,"-"
"2181",2017-08-31,1405.04,1396.92,1407.22,1394.47,"-"
"2182",2017-09-01,1413.94,1407.44,1414.34,1405.09,"-"
"2183",2017-09-05,1400.27,1414.27,1416.67,1393.62,"-"
"2184",2017-09-06,1402.07,1405.94,1407.67,1398.62,"-"
"2185",2017-09-07,1398.53,1403.96,1404.51,1393.41,"-"
"2186",2017-09-08,1399.65,1396.96,1405.36,1393.76,"-"
"2187",2017-09-11,1414.44,1411.49,1416.99,1410.17,"-"
"2188",2017-09-12,1423.67,1418.57,1424.83,1416.22,"-"
"2189",2017-09-13,1427.67,1422.12,1430.17,1421.27,"-"
