"","US SmallCap 2000 (US2000)_history.csv Date","US SmallCap 2000 (US2000)_history.csv Price","US SmallCap 2000 (US2000)_history.csv Open","US SmallCap 2000 (US2000)_history.csv High","US SmallCap 2000 (US2000)_history.csv Low","US SmallCap 2000 (US2000)_history.csv Volume"
"511",2011-01-11,794.76,795.4,798.8,790.8,"-"
"512",2011-01-12,801.36,801.5,803.3,797.3,"-"
"513",2011-01-13,800.65,801.8,804.3,797.1,"-"
"514",2011-01-14,807.57,800.3,808.3,798.5,"-"
"515",2011-01-18,807.56,804.9,808.3,800.2,"-"
"516",2011-01-19,786.89,807.5,808.3,785.5,"-"
"517",2011-01-20,778.08,783,787.3,775.3,"-"
"518",2011-01-21,773.18,783.9,783.9,773.1,"-"
"519",2011-01-24,779.28,773.7,782.6,773,"-"
"520",2011-01-25,779.96,775.7,780.6,771,"-"
"521",2011-01-26,793.72,781.8,795.2,779,"-"
"522",2011-01-27,795.43,792.8,798,789,"-"
"523",2011-01-28,775.44,794.6,796,774.6,"-"
"524",2011-01-31,781.25,780,786.6,774,"-"
"525",2011-02-01,798.89,787.5,801.9,785.6,"-"
"526",2011-02-02,796.16,797.4,803.3,795.2,"-"
"527",2011-02-03,798.63,794.9,799.5,786.1,"-"
"528",2011-02-04,800.11,797.2,800.8,793.4,"-"
"529",2011-02-07,808.32,801.1,813.6,800.3,"-"
"530",2011-02-08,813.69,807.6,814.2,804.8,"-"
"531",2011-02-09,809.27,812,814.5,805.8,"-"
"532",2011-02-10,812.7,804.6,814.3,804.1,"-"
"533",2011-02-11,822.11,810.4,822.5,809.5,"-"
"534",2011-02-14,825.9,822.9,827.6,822,"-"
"535",2011-02-15,820.03,824.4,825.7,819.8,"-"
"536",2011-02-16,828.37,823.6,829.3,822.9,"-"
"537",2011-02-17,834.02,827,836.3,825.8,"-"
"538",2011-02-18,834.82,836.1,838.4,831.2,"-"
"539",2011-02-22,812.96,827.9,830.9,812.1,"-"
"540",2011-02-23,799.64,814.6,815.3,794.1,"-"
"541",2011-02-24,804.18,800.7,808.1,794.8,"-"
"542",2011-02-25,821.95,808.1,822.5,807.5,"-"
"543",2011-02-28,823.45,827.1,828.9,816.6,"-"
"544",2011-03-01,807.08,826.2,826.8,804,"-"
"545",2011-03-02,810.9,806.1,814.2,803,"-"
"546",2011-03-03,828.89,818.2,831,818.2,"-"
"547",2011-03-04,824.99,828.6,829,817.1,"-"
"548",2011-03-07,812.25,828.3,828.6,804.5,"-"
"549",2011-03-08,824.66,812,828.8,806.1,"-"
"550",2011-03-09,821.19,823.1,826.4,818.2,"-"
"551",2011-03-10,799.53,810.8,810.8,797.3,"-"
"552",2011-03-11,802.83,793.2,807.5,793.2,"-"
"553",2011-03-14,798.17,794.1,803.6,789.8,"-"
"554",2011-03-15,791.33,780,796.6,776.4,"-"
"555",2011-03-16,781.9,786.9,796.1,777.6,"-"
"556",2011-03-17,785.52,793.4,794.3,783.6,"-"
"557",2011-03-18,794.66,794,796,791.1,"-"
"558",2011-03-21,813.02,805,813.7,803.9,"-"
"559",2011-03-22,808.66,814.5,815.8,806.8,"-"
"560",2011-03-23,811.24,807.2,813.7,798.3,"-"
"561",2011-03-24,817.1,816.8,819.7,809.2,"-"
"562",2011-03-25,823.85,821.4,832,817.8,"-"
"563",2011-03-28,821.77,826.2,828.8,821.1,"-"
"564",2011-03-29,829.49,822.1,830.3,817.3,"-"
"565",2011-03-30,840.37,833,841.4,832,"-"
"566",2011-03-31,843.55,840.4,844.4,838.7,"-"
"567",2011-04-01,846.77,849.3,851.7,843.9,"-"
"568",2011-04-04,849.36,848.9,850.7,846.3,"-"
"569",2011-04-05,853.31,847.3,858.3,846.2,"-"
"570",2011-04-06,854.17,857.3,859.6,849.8,"-"
"571",2011-04-07,849.44,855.1,858.5,846.9,"-"
"572",2011-04-08,840.89,853.2,854.2,837.3,"-"
"573",2011-04-11,833.86,841.2,844,830.3,"-"
"574",2011-04-12,822.27,828.8,831.7,821.7,"-"
"575",2011-04-13,823.92,827.5,829.5,818.3,"-"
"576",2011-04-14,827.47,817.5,828.6,816.3,"-"
"577",2011-04-15,834.98,828.3,836.8,824.2,"-"
"578",2011-04-18,821.51,823.9,824.2,816,"-"
"579",2011-04-19,823.01,825.7,828.7,818.3,"-"
"580",2011-04-20,839.45,836.9,840.5,834.2,"-"
"581",2011-04-21,845.64,844.6,846,838.7,"-"
"582",2011-04-25,844.23,845,846.6,839,"-"
"583",2011-04-26,853.04,846.7,857.5,845,"-"
"584",2011-04-27,858.31,853.4,859.2,849.8,"-"
"585",2011-04-28,861.55,857,861.9,856.1,"-"
"586",2011-04-29,865.29,862.7,867.7,860.2,"-"
"587",2011-05-02,854.77,868.9,868.9,853.7,"-"
"588",2011-05-03,843.77,853.5,855.7,838,"-"
"589",2011-05-04,832.9,845.3,845.4,828.6,"-"
"590",2011-05-05,829.24,827.7,841.9,825.4,"-"
"591",2011-05-06,833.34,839,844.6,829.5,"-"
"592",2011-05-09,842.8,832.5,844.5,831.8,"-"
"593",2011-05-10,855.91,847.9,856.3,846.9,"-"
"594",2011-05-11,840.66,853.3,854.4,836.4,"-"
"595",2011-05-12,847.53,835.2,850.2,830.6,"-"
"596",2011-05-13,835.67,847.8,849.9,833.1,"-"
"597",2011-05-16,822.91,829.4,839.6,822.9,"-"
"598",2011-05-17,820.36,817,823.8,814.8,"-"
"599",2011-05-18,833.45,822.2,834,820.8,"-"
"600",2011-05-19,835.16,839.5,840.4,828.1,"-"
"601",2011-05-20,829.06,832.6,834.8,823.4,"-"
"602",2011-05-23,814.04,814.4,820.3,812.6,"-"
"603",2011-05-24,810.33,816.8,820.3,809.1,"-"
"604",2011-05-25,820.87,808.3,823.7,808.3,"-"
"605",2011-05-26,830.87,818,832.3,817.5,"-"
"606",2011-05-27,836.26,835.3,839.8,833.2,"-"
"607",2011-05-31,848.3,846.6,849.6,837.9,"-"
"608",2011-06-01,821.4,847.3,847.4,820.2,"-"
"609",2011-06-02,820.69,823.1,826.3,816.5,"-"
"610",2011-06-03,808.13,808.2,817.6,807.3,"-"
"611",2011-06-06,795.33,808.4,811,795.2,"-"
"612",2011-06-07,797.55,800.1,804.6,797.3,"-"
"613",2011-06-08,788.04,795.1,797.6,787.7,"-"
"614",2011-06-09,792.64,791.5,797.6,787.8,"-"
"615",2011-06-10,779.54,788.1,789,776.5,"-"
"616",2011-06-13,777.2,781.4,786.2,773.7,"-"
"617",2011-06-14,793.99,784.2,796.8,784.2,"-"
"618",2011-06-15,779.46,785.9,792,777.2,"-"
"619",2011-06-16,781.54,781,787.3,771,"-"
"620",2011-06-17,781.75,788.8,790.1,777.6,"-"
"621",2011-06-20,788.48,778.5,791.1,778.5,"-"
"622",2011-06-21,806.37,794.6,806.8,793.1,"-"
"623",2011-06-22,799.87,801.8,810.1,799,"-"
"624",2011-06-23,802.68,790,803.8,782.1,"-"
"625",2011-06-24,797.79,805.1,806.5,793.8,"-"
"626",2011-06-27,805.14,798.8,806.5,793.6,"-"
"627",2011-06-28,817.31,807.6,818.1,805.8,"-"
"628",2011-06-29,819.92,819.5,823.4,813.8,"-"
"629",2011-06-30,827.43,823.9,829.6,822.3,"-"
"630",2011-07-01,840.04,827.7,841,825.4,"-"
"631",2011-07-05,841.62,840.6,842.5,836.6,"-"
"632",2011-07-06,845.23,840.1,846.3,837.3,"-"
"633",2011-07-07,858.11,853.4,860.9,850.7,"-"
"634",2011-07-08,852.57,847,853.9,844.4,"-"
"635",2011-07-11,833.54,841.7,846.4,832,"-"
"636",2011-07-12,829.77,830,838.7,829,"-"
"637",2011-07-13,836.98,834.9,845.4,833,"-"
"638",2011-07-14,823.32,838.1,842.3,821.1,"-"
"639",2011-07-15,828.78,826.3,830.3,823.1,"-"
"640",2011-07-18,815.97,825.4,827.3,811,"-"
"641",2011-07-19,834.62,823.3,834.62,823,"-"
"642",2011-07-20,832.34,833.7,834.5,826.9,"-"
"643",2011-07-21,841.26,835.5,844,833.4,"-"
"644",2011-07-22,841.82,839.7,843.7,835.1,"-"
"645",2011-07-25,831.4,831,838.1,828.6,"-"
"646",2011-07-26,824.83,829.8,831.5,822.7,"-"
"647",2011-07-27,800.53,819.3,819.3,799.3,"-"
"648",2011-07-28,799.34,800.3,810.5,797.8,"-"
"649",2011-07-29,797.03,788.2,802.2,782.5,"-"
"650",2011-08-01,792.85,807.2,810.1,785.6,"-"
"651",2011-08-02,767.01,789.8,797.7,766.5,"-"
"652",2011-08-03,772.78,767.3,774.3,749.8,"-"
"653",2011-08-04,726.8,761.5,762.8,725.6,"-"
"654",2011-08-05,714.63,736.2,739,697.7,"-"
"655",2011-08-08,650.96,690.6,707.3,650.96,"-"
"656",2011-08-09,696.16,670.8,698.1,638.3,"-"
"657",2011-08-10,660.21,675,688.7,659.3,"-"
"658",2011-08-11,695.88,664.9,704.5,661.6,"-"
"659",2011-08-12,697.5,700.5,705.5,688.1,"-"
"660",2011-08-15,716.7,706.8,718.3,704,"-"
"661",2011-08-16,704.76,705.8,714.2,696.8,"-"
"662",2011-08-17,704.03,708.7,715.6,697.8,"-"
"663",2011-08-18,662.51,680.7,682.2,658.5,"-"
"664",2011-08-19,651.69,650.3,674.2,649.4,"-"
"665",2011-08-22,651.34,671.3,671.8,646,"-"
"666",2011-08-23,683.07,654.6,683.07,648.8,"-"
"667",2011-08-24,692.57,680.8,696,675,"-"
"668",2011-08-25,674.42,699.7,702.6,672.7,"-"
"669",2011-08-26,691.79,672.6,693.5,660.8,"-"
"670",2011-08-29,724.65,701,724.65,700.8,"-"
"671",2011-08-30,728.08,718.2,732,711,"-"
"672",2011-08-31,726.8,731.3,738.3,718.3,"-"
"673",2011-09-01,708.51,726.3,735.3,706.7,"-"
"674",2011-09-02,683.36,693.3,700.1,680.7,"-"
"675",2011-09-06,680.87,659.3,683.3,659.3,"-"
"676",2011-09-07,709.47,693.6,709.47,690.5,"-"
"677",2011-09-08,694.92,703.8,712.6,691.5,"-"
"678",2011-09-09,673.96,686.8,691,667.1,"-"
"679",2011-09-12,679.76,664.4,682.1,664,"-"
"680",2011-09-13,691.74,684.9,694.6,678.3,"-"
"681",2011-09-14,704.12,698.1,714,684.5,"-"
"682",2011-09-15,713.51,710.8,714.5,700.3,"-"
"683",2011-09-16,714.31,715.8,719.6,708.3,"-"
"684",2011-09-19,702.23,700.3,709.5,693.8,"-"
"685",2011-09-20,689.95,704.4,712.2,689.8,"-"
"686",2011-09-21,664.58,689.6,695.6,662.3,"-"
"687",2011-09-22,643.42,642.1,657.8,633.8,"-"
"688",2011-09-23,652.43,644.3,656.5,642.3,"-"
"689",2011-09-26,665.62,660,666.2,644.3,"-"
"690",2011-09-27,680.23,680.2,695.9,674.7,"-"
"691",2011-09-28,651.97,679.7,683.1,651.97,"-"
"692",2011-09-29,662.8,668.8,671.7,644.8,"-"
"693",2011-09-30,644.16,652.6,663,641.8,"-"
"694",2011-10-03,609.49,639.7,650.6,609.2,"-"
"695",2011-10-04,648.63,604.6,649.8,601.6,"-"
"696",2011-10-05,658.11,649.1,662.6,640.4,"-"
"697",2011-10-06,673.8,656.1,674.5,652.9,"-"
"698",2011-10-07,656.21,675.4,677.7,653.7,"-"
"699",2011-10-10,684.9,671.4,686.1,668.7,"-"
"700",2011-10-11,688.97,679,692.4,677.1,"-"
"701",2011-10-12,700.38,695.3,705.7,693.2,"-"
"702",2011-10-13,698.82,694.6,701.5,686,"-"
"703",2011-10-14,712.46,706.3,713.8,699.3,"-"
"704",2011-10-17,688.6,705.8,706.5,687.3,"-"
"705",2011-10-18,709.34,692.8,713.8,679.7,"-"
"706",2011-10-19,694.37,706.6,712.3,691.5,"-"
"707",2011-10-20,696.42,697.6,697.9,678.3,"-"
"708",2011-10-21,712.42,706.3,712.7,701.1,"-"
"709",2011-10-24,736.03,715.2,736.3,714,"-"
"710",2011-10-25,713.65,729.5,729.8,712.1,"-"
"711",2011-10-26,727.15,726.4,730.8,705.8,"-"
"712",2011-10-27,765.43,753.3,770.3,745.4,"-"
"713",2011-10-28,761,763.3,769.7,758.3,"-"
"714",2011-10-31,741.06,749.3,755,738.8,"-"
"715",2011-11-01,713.89,712.2,730.2,710.3,"-"
"716",2011-11-02,733.26,726.7,733.8,718.8,"-"
"717",2011-11-03,751.53,743.7,752.7,723.6,"-"
"718",2011-11-04,746.49,742.6,749.3,736.3,"-"
"719",2011-11-07,745.7,746.5,749.8,730.2,"-"
"720",2011-11-08,755.27,752.7,757.7,735.8,"-"
"721",2011-11-09,718.86,734.2,740.1,719.3,"-"
"722",2011-11-10,725.48,732.4,733.2,717.5,"-"
"723",2011-11-11,744.64,734.3,746.6,733.3,"-"
"724",2011-11-14,732.9,741.8,743.8,728.7,"-"
"725",2011-11-15,743.08,730.1,747.1,724.8,"-"
"726",2011-11-16,729.86,734.7,749.4,729.8,"-"
"727",2011-11-17,718.89,730.2,734.6,715.6,"-"
"728",2011-11-18,719.42,723,724.2,714.2,"-"
"729",2011-11-21,701.9,705,707.8,695.8,"-"
"730",2011-11-22,696.27,701.1,705.8,692.6,"-"
"731",2011-11-23,674.34,688.8,690.5,673.3,"-"
"732",2011-11-25,666.16,669.9,679.9,665.8,"-"
"733",2011-11-28,697.9,690.7,699,688.8,"-"
"734",2011-11-29,696.1,697.7,700.8,690.8,"-"
"735",2011-11-30,737.42,725.6,737.42,721.2,"-"
"736",2011-12-01,730.75,733.6,740.3,729.6,"-"
"737",2011-12-02,735.02,739.7,745.2,732.8,"-"
"738",2011-12-05,747.03,748,752.8,740.3,"-"
"739",2011-12-06,746.78,747,751.8,739.9,"-"
"740",2011-12-07,746.14,741.6,749.5,730.3,"-"
"741",2011-12-08,722.69,737.9,740.6,720.8,"-"
"742",2011-12-09,745.4,724.1,748.8,722.8,"-"
"743",2011-12-12,733.15,733.9,734.1,724.3,"-"
"744",2011-12-13,718.06,741.8,744.2,715,"-"
"745",2011-12-14,708.46,712.2,717.1,705,"-"
"746",2011-12-15,716,719.9,719.9,709.4,"-"
"747",2011-12-16,722.05,721.7,732.2,716.1,"-"
"748",2011-12-19,708.56,727.9,730.6,707,"-"
"749",2011-12-20,738.2,724.1,738.8,724.1,"-"
"750",2011-12-21,740.45,734.3,742.8,726.1,"-"
"751",2011-12-22,745.51,744.3,748.9,741.8,"-"
"752",2011-12-23,747.98,747.4,748.9,742.9,"-"
"753",2011-12-27,751.31,745,753.8,742.8,"-"
"754",2011-12-28,735.21,751.3,751.3,734.7,"-"
"755",2011-12-29,744.98,739.2,745.9,738.1,"-"
"756",2011-12-30,740.92,743,746.8,739,"-"
"757",2012-01-03,752.26,758.5,760.3,749.5,"-"
"758",2012-01-04,747.28,747.2,750.1,742.1,"-"
"759",2012-01-05,752.29,741.6,754.9,735.1,"-"
"760",2012-01-06,749.71,751.6,755.3,744.1,"-"
"761",2012-01-09,753.51,753.1,754.8,745.8,"-"
"762",2012-01-10,764.75,763.4,766,761.7,"-"
"763",2012-01-11,767.24,761.6,768.6,760.6,"-"
"764",2012-01-12,770.49,769.8,771,761.2,"-"
"765",2012-01-13,764.2,763.8,766.5,757.8,"-"
"766",2012-01-17,765.53,772.9,774.6,763.2,"-"
"767",2012-01-18,779.26,765.1,779.26,763.6,"-"
"768",2012-01-19,782.37,782.9,784.7,778,"-"
"769",2012-01-20,784.62,782.5,786.2,780.6,"-"
"770",2012-01-23,783.05,784.2,789.8,777,"-"
"771",2012-01-24,788.27,778,789,774.3,"-"
"772",2012-01-25,795.58,787.5,797.2,783.5,"-"
"773",2012-01-26,792.91,800,800.5,789.2,"-"
"774",2012-01-27,798.85,789.5,800,789.5,"-"
"775",2012-01-30,792.38,792.7,795.8,786.7,"-"
"776",2012-01-31,792.82,798.1,799.8,787.2,"-"
"777",2012-02-01,809.66,799.1,810.5,796.5,"-"
"778",2012-02-02,812.89,811.9,816.8,809,"-"
"779",2012-02-03,831.11,826.6,832.9,824.2,"-"
"780",2012-02-06,828.37,826.3,829.9,824.3,"-"
"781",2012-02-07,827.37,827.4,831.2,821.9,"-"
"782",2012-02-08,828.48,829.1,833.3,820.7,"-"
"783",2012-02-09,824.99,831.4,831.4,819.7,"-"
"784",2012-02-10,813.33,816,817.8,812,"-"
"785",2012-02-13,824.81,823.6,826,817.8,"-"
"786",2012-02-14,820.65,820.8,823,815.4,"-"
"787",2012-02-15,813.98,825.8,825.9,811.7,"-"
"788",2012-02-16,829.96,815.2,829.96,814.8,"-"
"789",2012-02-17,828.68,833.8,833.8,827.3,"-"
"790",2012-02-21,823.2,830.2,831.3,819.1,"-"
"791",2012-02-22,816.5,820.6,824.3,815.8,"-"
"792",2012-02-23,829.23,818,829.3,813.6,"-"
"793",2012-02-24,826.92,829.1,831.1,825.8,"-"
"794",2012-02-27,826.66,819,830.4,813.3,"-"
"795",2012-02-28,823.8,826.5,831.1,818.8,"-"
"796",2012-02-29,810.94,826.1,830.1,808.3,"-"
"797",2012-03-01,815.22,814,824.1,814,"-"
"798",2012-03-02,802.42,814.5,816.6,798.7,"-"
"799",2012-03-05,803.65,800,804.2,794.5,"-"
"800",2012-03-06,787.09,794.7,796.3,784.3,"-"
"801",2012-03-07,795.95,789.3,796,788.3,"-"
"802",2012-03-08,806.34,800.4,807.3,793.8,"-"
"803",2012-03-09,817,805.7,822.2,805.2,"-"
"804",2012-03-12,814.29,818,819.8,811.3,"-"
"805",2012-03-13,831.23,821.5,831.23,818,"-"
"806",2012-03-14,823.4,830,832.4,820.4,"-"
"807",2012-03-15,831.46,823,831.6,820.6,"-"
"808",2012-03-16,830.18,832.6,833.1,827,"-"
"809",2012-03-19,837.77,829,843.5,827.5,"-"
"810",2012-03-20,829.24,830.6,832.7,825.7,"-"
"811",2012-03-21,829.92,831.9,834.1,826.2,"-"
"812",2012-03-22,821.44,820.3,824.2,815.8,"-"
"813",2012-03-23,830.03,822.6,830.7,815.5,"-"
"814",2012-03-26,846.13,839.9,847.3,838.9,"-"
"815",2012-03-27,839.98,847.1,849.3,839.5,"-"
"816",2012-03-28,834.45,840.1,842.4,828.1,"-"
"817",2012-03-29,832.22,829.2,834.3,822.1,"-"
"818",2012-03-30,830.3,837.8,838,827.2,"-"
"819",2012-04-02,840.63,827.3,841,825.8,"-"
"820",2012-04-03,834.8,838.6,841.9,831.2,"-"
"821",2012-04-04,820.38,825.3,825.8,816.3,"-"
"822",2012-04-05,818.18,817.9,821.8,816,"-"
"823",2012-04-09,803.46,802.3,807.3,800.2,"-"
"824",2012-04-10,784.15,801.3,803.2,783.1,"-"
"825",2012-04-11,796.59,791.5,797.2,790.1,"-"
"826",2012-04-12,808.59,797.1,811,796.3,"-"
"827",2012-04-13,796.29,805.7,805.7,796.2,"-"
"828",2012-04-16,798.08,801,803.5,790.8,"-"
"829",2012-04-17,810.63,804.7,816.6,804.2,"-"
"830",2012-04-18,803.32,805,807.4,799.2,"-"
"831",2012-04-19,798.9,803.8,810.8,793.3,"-"
"832",2012-04-20,804.05,803.4,810.7,801.6,"-"
"833",2012-04-23,791.85,790.1,792.3,783.8,"-"
"834",2012-04-24,798.05,792.1,800.2,789.3,"-"
"835",2012-04-25,812.12,808.3,814.8,806.3,"-"
"836",2012-04-26,818.33,810.7,820,809.3,"-"
"837",2012-04-27,825.47,820.9,826.6,811.5,"-"
"838",2012-04-30,816.88,824.6,824.8,815.8,"-"
"839",2012-05-01,815.89,816.6,831,814.3,"-"
"840",2012-05-02,818.6,810,819.7,806.7,"-"
"841",2012-05-03,806.6,818.2,819.1,803.2,"-"
"842",2012-05-04,791.84,802.5,802.8,791,"-"
"843",2012-05-07,793.81,789.3,797.1,787.7,"-"
"844",2012-05-08,793.06,788.4,794.7,781.2,"-"
"845",2012-05-09,788.92,783.5,794,781.1,"-"
"846",2012-05-10,791.75,794.7,796.9,788.1,"-"
"847",2012-05-11,790.06,786,796.8,785.8,"-"
"848",2012-05-14,778.95,781.9,785.5,777.1,"-"
"849",2012-05-15,777.36,779.2,785.3,775.3,"-"
"850",2012-05-16,772.11,780,784.6,771.6,"-"
"851",2012-05-17,754.33,772.8,773.7,754.1,"-"
"852",2012-05-18,747.21,754.2,759,745.2,"-"
"853",2012-05-21,764.64,749.3,764.64,744.5,"-"
"854",2012-05-22,759.63,764.5,770.8,755.3,"-"
"855",2012-05-23,765.17,753.2,766.8,747.6,"-"
"856",2012-05-24,766.57,764.9,768.8,756.7,"-"
"857",2012-05-25,766.41,767.8,769.6,763.7,"-"
"858",2012-05-29,777.16,774.3,779.8,768.3,"-"
"859",2012-05-30,762,769.7,770.3,761.2,"-"
"860",2012-05-31,761.82,762.8,766,750.8,"-"
"861",2012-06-01,737.42,744,750,737.2,"-"
"862",2012-06-04,737.24,740.6,743.3,729.2,"-"
"863",2012-06-05,746.09,732.1,746.3,731.8,"-"
"864",2012-06-06,765.17,751.8,765.17,750.2,"-"
"865",2012-06-07,760.34,776.3,776.8,759.6,"-"
"866",2012-06-08,769.18,758.5,770.6,753.5,"-"
"867",2012-06-11,751.01,778,778.5,750.8,"-"
"868",2012-06-12,761.53,754,762.6,747.8,"-"
"869",2012-06-13,752.38,760.3,764.9,749.4,"-"
"870",2012-06-14,762.34,753.3,764,751,"-"
"871",2012-06-15,771.32,763.3,772.8,760.7,"-"
"872",2012-06-18,772.53,765.4,775.5,763,"-"
"873",2012-06-19,786.43,776.2,790.4,775,"-"
"874",2012-06-20,784.05,786.3,790.2,779.7,"-"
"875",2012-06-21,764.83,783.2,784.7,764.3,"-"
"876",2012-06-22,775.12,770.1,776.6,765.9,"-"
"877",2012-06-25,761.9,763.1,765.8,759.2,"-"
"878",2012-06-26,765.02,763.8,768.7,757.3,"-"
"879",2012-06-27,776.24,767.6,777.5,766.8,"-"
"880",2012-06-28,775.89,770.6,777.2,763.8,"-"
"881",2012-06-29,798.49,792.8,802,788.7,"-"
"882",2012-07-02,807.94,801.8,807.94,795.3,"-"
"883",2012-07-03,818.49,807.6,818.7,806.3,"-"
"884",2012-07-05,817.43,818.6,821,812.3,"-"
"885",2012-07-06,807.14,810.2,810.8,804.1,"-"
"886",2012-07-09,804.8,805.67,807.14,801.55,"-"
"887",2012-07-10,795.17,804.79,810.79,792.71,"-"
"888",2012-07-11,792.26,795.16,797.68,788.36,"-"
"889",2012-07-12,789.62,792.23,792.48,778.54,"-"
"890",2012-07-13,800.99,789.61,802.34,789.61,"-"
"891",2012-07-16,796.66,800.98,800.98,794.05,"-"
"892",2012-07-17,799.45,797.25,802.4,790.27,"-"
"893",2012-07-18,805.06,799.44,808.53,797.96,"-"
"894",2012-07-19,802.17,805.03,808.53,801.32,"-"
"895",2012-07-20,791.54,802.16,802.16,791.31,"-"
"896",2012-07-23,778.9,781.9,791.54,774.73,"-"
"897",2012-07-24,767.75,780.76,781.1,765.05,"-"
"898",2012-07-25,769.31,767.74,774.59,767.58,"-"
"899",2012-07-26,777.11,776.68,781.27,769.31,"-"
"900",2012-07-27,796,777.05,797.77,777.05,"-"
"901",2012-07-30,791.58,795.99,798.69,790.24,"-"
"902",2012-07-31,786.94,790.25,794.97,786.43,"-"
"903",2012-08-01,771.11,786.93,790.57,771.11,"-"
"904",2012-08-02,768.6,770.99,773.45,765.2,"-"
"905",2012-08-03,788.48,768.58,791.09,768.58,"-"
"906",2012-08-06,794.34,788.47,797.34,788.47,"-"
"907",2012-08-07,801.34,797.04,806.41,794.34,"-"
"908",2012-08-08,800.16,801.3,802.87,797.88,"-"
"909",2012-08-09,802.9,800.13,804.84,799.47,"-"
"910",2012-08-10,801.55,802.89,802.89,798.09,"-"
"911",2012-08-13,799.49,801.48,801.48,791.71,"-"
"912",2012-08-14,796.88,799.45,804.16,794.81,"-"
"913",2012-08-15,804.26,796.83,804.26,795.22,"-"
"914",2012-08-16,813.08,804.21,813.57,800.79,"-"
"915",2012-08-17,819.89,813.06,819.89,811.47,"-"
"916",2012-08-20,816.51,819.88,819.88,812.29,"-"
"917",2012-08-21,815.36,816.48,827.13,813.69,"-"
"918",2012-08-22,812.56,815.35,815.35,809.6,"-"
"919",2012-08-23,806,811.72,812.56,804.23,"-"
"920",2012-08-24,809.19,804.76,810.83,803.24,"-"
"921",2012-08-27,810.4,809.18,813.91,808.02,"-"
"922",2012-08-28,814.28,809.73,814.91,809.49,"-"
"923",2012-08-29,817.84,814.21,819.59,812.98,"-"
"924",2012-08-30,808.64,817.77,817.77,808.22,"-"
"925",2012-08-31,812.09,808.61,814.79,805.75,"-"
"926",2012-09-04,822.14,812.08,823.77,807.36,"-"
"927",2012-09-05,821.23,822.11,824.88,819.66,"-"
"928",2012-09-06,837.95,821.2,839.23,821.2,"-"
"929",2012-09-07,842.27,838,843.78,838,"-"
"930",2012-09-10,839.37,842.25,844.3,838.98,"-"
"931",2012-09-11,841.92,839.34,845.15,839.32,"-"
"932",2012-09-12,845.12,841.8,845.17,840.03,"-"
"933",2012-09-13,856.12,845.09,860.64,842.51,"-"
"934",2012-09-14,864.7,856.1,868.5,856.1,"-"
"935",2012-09-17,858.9,864.68,864.68,855.89,"-"
"936",2012-09-18,856.93,858.89,858.89,854.13,"-"
"937",2012-09-19,856.08,856.91,859.25,855.07,"-"
"938",2012-09-20,851.51,856.07,856.07,847.09,"-"
"939",2012-09-21,855.51,851.49,860.16,851.49,"-"
"940",2012-09-24,851.76,855.45,856.65,849.32,"-"
"941",2012-09-25,839.12,854.49,856.98,838.96,"-"
"942",2012-09-26,833.93,838.84,839.66,831.82,"-"
"943",2012-09-27,843.54,833.87,844.89,833.87,"-"
"944",2012-09-28,837.45,843.53,843.53,835.95,"-"
"945",2012-10-01,840.31,840.83,847,836.74,"-"
"946",2012-10-02,840.51,840.3,843.41,837.49,"-"
"947",2012-10-03,838.78,840.44,843.92,835.79,"-"
"948",2012-10-04,844.65,838.77,844.65,835.59,"-"
"949",2012-10-05,842.86,844.61,853.57,841.58,"-"
"950",2012-10-08,838.41,839.55,842.86,837.62,"-"
"951",2012-10-09,827.92,838.39,838.78,827.72,"-"
"952",2012-10-10,826.75,828.44,829.63,824.38,"-"
"953",2012-10-11,829.78,826.69,835.72,826.69,"-"
"954",2012-10-12,823.09,829.92,830.95,821.99,"-"
"955",2012-10-15,828.28,824.75,828.43,820.42,"-"
"956",2012-10-16,835.44,828.28,835.46,828.28,"-"
"957",2012-10-17,842.52,835.43,842.87,835.43,"-"
"958",2012-10-18,837.12,842.5,842.5,837.12,"-"
"959",2012-10-19,821,832.44,837.12,817.78,"-"
"960",2012-10-22,820.52,821.06,821.88,816.7,"-"
"961",2012-10-23,816.2,814.77,820.52,807.24,"-"
"962",2012-10-24,813.65,816.18,820.23,811.92,"-"
"963",2012-10-25,816.82,818.69,821.46,811.59,"-"
"964",2012-10-26,813.25,816.62,819.42,807.91,"-"
"965",2012-10-31,818.73,813.3,818.73,811.86,"-"
"966",2012-11-01,827.85,818.68,828.48,818.43,"-"
"967",2012-11-02,814.37,829.88,830.55,814.34,"-"
"968",2012-11-05,819.54,814.35,820.46,812.13,"-"
"969",2012-11-06,825.81,819.53,826.89,819.53,"-"
"970",2012-11-07,804.52,825.72,825.72,802.23,"-"
"971",2012-11-08,793.65,804.33,806.68,793.65,"-"
"972",2012-11-09,795.02,793.62,800.72,789.25,"-"
"973",2012-11-12,793.76,796.98,797.73,792.9,"-"
"974",2012-11-13,789.01,793.71,795.97,788.77,"-"
"975",2012-11-14,773.2,788.98,792.1,772.43,"-"
"976",2012-11-15,769.48,773.18,775.08,765.03,"-"
"977",2012-11-16,776.28,769.49,777.08,763.55,"-"
"978",2012-11-19,791.62,776.26,793.07,776.26,"-"
"979",2012-11-20,793.81,793.03,794.15,788.96,"-"
"980",2012-11-21,798.38,793.83,798.38,793.42,"-"
"981",2012-11-23,807.18,798.39,807.19,798.39,"-"
