"","Bovespa (BVSP)_history.csv Date","Bovespa (BVSP)_history.csv Price","Bovespa (BVSP)_history.csv Open","Bovespa (BVSP)_history.csv High","Bovespa (BVSP)_history.csv Low","Bovespa (BVSP)_history.csv Volume"
"621",2011-07-07,62207.33,62573.09,63206.29,62207.33,"1870000"
"622",2011-07-08,61513.24,62206.58,62206.58,61366.49,"1670000"
"623",2011-07-11,60223.63,61501.58,61501.58,60098.31,"1770000"
"624",2011-07-12,59704.75,60219.64,60516.11,59704.75,"1950000"
"625",2011-07-13,60669.89,59717.78,60846.71,59717.78,"2280000"
"626",2011-07-14,59679.35,60672.96,60684.53,59451.77,"2360000"
"627",2011-07-15,59478.01,59679.35,60104.24,59180.29,"1960000"
"628",2011-07-18,58837.61,59478.93,59479.33,58630.94,"1960000"
"629",2011-07-19,59082.13,58837.61,59394.2,58676.82,"1890000"
"630",2011-07-20,59119.71,59094.07,59551.61,59044.51,"1950000"
"631",2011-07-21,60262.95,59120.22,60441,59119.63,"2160000"
"632",2011-07-22,60270.47,60263.22,60696.38,60076.88,"1810000"
"633",2011-07-25,59970.54,60263.66,60285.41,59639.98,"1770000"
"634",2011-07-26,59339.9,59972.15,60204.29,59261.08,"2170000"
"635",2011-07-27,58288.46,59336.48,59336.48,58168.7,"2620000"
"636",2011-07-28,58708.25,58297.14,59166.51,58290.36,"2230000"
"637",2011-07-29,58823.45,58703.07,58952.4,58009,"2370000"
"638",2011-08-01,58535.74,58823.45,59541.92,58167.64,"2110000"
"639",2011-08-02,57310.78,58525.82,58673.42,57258.93,"2700000"
"640",2011-08-03,56017.22,57318.1,57352.34,55249.49,"3490000"
"641",2011-08-04,52811.36,55999.45,55999.45,52628.91,"4460000"
"642",2011-08-05,52949.22,52811.36,53865.79,51152.63,"4320000"
"643",2011-08-08,48668.29,52938.3,52938.3,47793.49,"4890000"
"644",2011-08-09,51150.9,48670.63,51150.9,48666.26,"5270000"
"645",2011-08-10,51395.29,51150.9,52163.66,49946.78,"4360000"
"646",2011-08-11,53343.11,51398.02,53723.67,51398.02,"4070000"
"647",2011-08-12,53473.35,53343.58,53642.56,52649.91,"3270000"
"648",2011-08-15,54651.83,53478.31,54967.63,53474.38,"2540000"
"649",2011-08-16,54323.61,54651.09,54651.09,53539.24,"2460000"
"650",2011-08-17,55073.02,54323.61,55073.02,53827.51,"3160000"
"651",2011-08-18,53134.1,55036.82,55036.82,52246.02,"3120000"
"652",2011-08-19,52447.63,53135.05,53601.16,52335.73,"2580000"
"653",2011-08-22,52440.23,52471.6,53552.02,52397.21,"2140000"
"654",2011-08-23,53786.63,52439.67,53786.63,51853.07,"2680000"
"655",2011-08-24,53795.7,53786.63,54279.18,52992.81,"2490000"
"656",2011-08-25,52953.3,53796.37,54155.02,52677.4,"2380000"
"657",2011-08-26,53350.79,52955.34,53597.69,51971.15,"2220000"
"658",2011-08-29,54860.73,53356.07,55026.66,53356.07,"2290000"
"659",2011-08-30,55385.03,54860.58,55768.45,54424.94,"2340000"
"660",2011-08-31,56495.12,55399.37,56495.12,55399.37,"2940000"
"661",2011-09-01,58118.2,56498.24,58589.26,56498.24,"4010000"
"662",2011-09-02,56531.62,58113.63,58113.63,56301.62,"4010000"
"663",2011-09-05,54998.41,56520.65,56520.65,54817.61,"1610000"
"664",2011-09-06,56607.3,54998.03,56676.35,54121.36,"2850000"
"665",2011-09-08,57623.63,56608.5,58241.99,56608.5,"2760000"
"666",2011-09-09,55778.39,57614.13,57614.13,55527.65,"2480000"
"667",2011-09-12,55685.47,55772.83,55792.14,54309.85,"2380000"
"668",2011-09-13,55543.97,55690.08,56336.47,55166.08,"2100000"
"669",2011-09-14,56286.04,55543.89,56776.46,55089.93,"2840000"
"670",2011-09-15,56381.46,56287.36,57161.24,56196.22,"2140000"
"671",2011-09-16,57210.11,56381.46,57210.11,56257.38,"1970000"
"672",2011-09-19,57102.78,57208.19,57208.19,56059.71,"2330000"
"673",2011-09-20,56378.63,57104.54,57619.74,56378.63,"2680000"
"674",2011-09-21,55981.9,56381.14,57599.95,55914.82,"2780000"
"675",2011-09-22,53280.28,55980.65,55980.65,52706.24,"3600000"
"676",2011-09-23,53230.36,53272.66,53855.03,52754.06,"2690000"
"677",2011-09-26,53747.52,53242.67,53872.53,52398.89,"2140000"
"678",2011-09-27,53920.36,53751.49,54992.05,53751.49,"2450000"
"679",2011-09-28,53270.36,53921.25,54796.1,53257.76,"2340000"
"680",2011-09-29,53384.67,53276.05,54207.35,52848.74,"2300000"
"681",2011-09-30,52324.42,53384.84,53384.84,51897.35,"3070000"
"682",2011-10-03,50791.53,52319,52319,50791.53,"3110000"
"683",2011-10-04,50686.34,50789.99,50789.99,49432.89,"4040000"
"684",2011-10-05,51013.85,50682.55,51198.72,50209.42,"2830000"
"685",2011-10-06,52290.37,51015.88,52728.7,51015.88,"3150000"
"686",2011-10-07,51243.62,52290.37,52891.24,50901.83,"2630000"
"687",2011-10-10,53273.11,51243.62,53293.55,51243.62,"2180000"
"688",2011-10-11,53838.47,53270.73,54113.19,52819.81,"2850000"
"689",2011-10-13,54601.07,53836.31,54751.06,53308.44,"3570000"
"690",2011-10-14,55030.45,54602.89,55179.01,54447.23,"2320000"
"691",2011-10-17,53911.33,55021.16,55021.16,53535.69,"2370000"
"692",2011-10-18,55031.93,53915.13,55224.72,53188.37,"2540000"
"693",2011-10-19,54966.13,55037.1,55244.27,54483.16,"2430000"
"694",2011-10-20,54009.98,54953.11,54953.11,53609.97,"2280000"
"695",2011-10-21,55255.23,54013.69,55504.42,54013.69,"2150000"
"696",2011-10-24,56891.97,55259.4,57225.54,55259.4,"2660000"
"697",2011-10-25,56285.99,56884.83,56884.83,55769.7,"2260000"
"698",2011-10-26,57143.79,56305.69,57333.59,56248.61,"2170000"
"699",2011-10-27,59270.13,57145.56,59901.47,57145.56,"3670000"
"700",2011-10-28,59513.13,59270.13,59668.18,58759.83,"2390000"
"701",2011-10-31,58338.39,59512.5,59512.5,58093.72,"2260000"
"702",2011-11-01,57322.75,58300.3,58300.3,56099.28,"2830000"
"703",2011-11-03,58196.3,57326.69,58481.04,57326.69,"2450000"
"704",2011-11-04,58669.92,58185.82,58804.07,57546.52,"1950000"
"705",2011-11-07,59198.77,58669.92,59440.49,58645.37,"1870000"
"706",2011-11-08,59026.13,59205.1,59616.35,58505.05,"1930000"
"707",2011-11-09,57549.74,59010.77,59010.77,57201.19,"2620000"
"708",2011-11-10,57321.81,57560.97,58313.68,57294.17,"1960000"
"709",2011-11-11,58546.97,57324.84,58747,57324.84,"2140000"
"710",2011-11-14,58258.23,58538.76,58716.73,58013.24,"1790000"
"711",2011-11-16,58559.99,58255.72,58877.13,57784.04,"2700000"
"712",2011-11-17,56988.9,58549.51,58555.43,56663.29,"3050000"
"713",2011-11-18,56731.34,56988.55,57477.15,56417.99,"2300000"
"714",2011-11-21,56284.59,56721.91,56721.91,55504.98,"2890000"
"715",2011-11-22,55878.44,56289.66,56570.18,55608.61,"2680000"
"716",2011-11-23,54972.08,55878.64,55878.64,54812.93,"2430000"
"717",2011-11-24,55279.88,54978.33,55519.29,54537.4,"1410000"
"718",2011-11-25,54894.49,55270.66,55609.85,54741.62,"1810000"
"719",2011-11-28,56017.35,54899.23,56443.93,54899.23,"2270000"
"720",2011-11-29,55299.76,56027.74,56363.52,55299.76,"2820000"
"721",2011-11-30,56874.98,55307.29,57591.9,55307.29,"4890000"
"722",2011-12-01,58143.42,56876.07,58302.07,56876.07,"3300000"
"723",2011-12-02,57885.85,58146.93,58979.52,57618.32,"2990000"
"724",2011-12-05,58910.48,57893.71,59244.99,57893.71,"2540000"
"725",2011-12-06,59536.16,58909.62,59575.99,58496.76,"2180000"
"726",2011-12-07,58662.83,59533.69,59534.72,58580.92,"2170000"
"727",2011-12-08,57455.02,58664.31,59216.53,57259.55,"2720000"
"728",2011-12-09,58236.46,57455.42,58540.13,57455.42,"1950000"
"729",2011-12-12,57346.86,58234.59,58234.87,56838.62,"2500000"
"730",2011-12-13,57494.85,57355.43,58153.33,57333.08,"2900000"
"731",2011-12-14,56646.87,57495.06,57495.06,56646.87,"4140000"
"732",2011-12-15,56331.15,56646.87,57332.08,56232.01,"2610000"
"733",2011-12-16,56096.93,56334.17,56823.04,56086.53,"2440000"
"734",2011-12-19,55298.33,56100.14,56375.66,55298.33,"2830000"
"735",2011-12-20,56864.85,55301.27,56864.85,55301.27,"3230000"
"736",2011-12-21,56653.37,56864.83,56864.83,56046.18,"2260000"
"737",2011-12-22,57347.87,56655.99,57459.24,56557.49,"2290000"
"738",2011-12-23,57701.07,57347.87,57791.59,57347.87,"1770000"
"739",2011-12-26,57669.48,57701.67,57856.1,57669.48,"592750"
"740",2011-12-27,58005.2,57665.91,58110.85,57610.75,"1620000"
"741",2011-12-28,56533.76,58006.4,58010.14,56447.13,"1610000"
"742",2011-12-29,56754.08,56533.76,56945.39,56312.62,"2780000"
"743",2012-01-02,57829.27,56755.13,57993.4,56649.27,"2610000"
"744",2012-01-03,59264.87,57835.75,59288.17,57835.75,"3080000"
"745",2012-01-04,59364.95,59263.03,59518.98,58557.77,"2250000"
"746",2012-01-05,58546.08,59353.52,59353.52,57962.51,"2350000"
"747",2012-01-06,58600.37,58564.78,59260.95,58355.19,"1660000"
"748",2012-01-09,59082.88,58601.23,59220.07,58598.7,"2240000"
"749",2012-01-10,59805.96,59089.85,60111.75,59089.85,"2690000"
"750",2012-01-11,59962.4,59798.62,60093.91,59422.64,"2250000"
"751",2012-01-12,59920.78,59965.8,60503.93,59586.37,"2150000"
"752",2012-01-13,59146.58,59917.89,59917.89,58874.06,"5620000"
"753",2012-01-16,59956.46,59146.32,59981.82,59146.32,"1700000"
"754",2012-01-17,60645.9,59961.04,60890.75,59961.04,"2520000"
"755",2012-01-18,61722.86,60643.27,61722.86,60610.36,"2760000"
"756",2012-01-19,61926.69,61726.31,62181.26,61565.51,"2840000"
"757",2012-01-20,62312.13,61932.4,62312.13,61592.7,"2250000"
"758",2012-01-23,62386.24,62311.63,62693.26,61908.47,"2380000"
"759",2012-01-24,62486.22,62386.24,62535.83,61666.8,"2730000"
"760",2012-01-26,62953.06,62486.22,63804.73,62485.21,"3170000"
"761",2012-01-27,62904.2,62954.57,63263.32,62769.35,"2220000"
"762",2012-01-30,62770.01,62901.79,62901.79,61989.1,"2200000"
"763",2012-01-31,63072.31,62772.4,63393.65,62663.96,"3440000"
"764",2012-02-01,64567.18,63085.06,64567.18,63085.06,"3900000"
"765",2012-02-02,64593.1,64568.51,64854.7,64224.18,"3110000"
"766",2012-02-03,65217.37,64588.66,65619.18,64136.58,"3060000"
"767",2012-02-06,65223.72,65216.83,65229.12,64743,"1920000"
"768",2012-02-07,65917.02,65213.1,65944.38,64800.64,"2720000"
"769",2012-02-08,65831.16,65917.69,66383.21,65647.07,"2890000"
"770",2012-02-09,65530.49,65831.23,66323.77,65188.89,"2690000"
"771",2012-02-10,63997.86,65525.47,65525.47,63879.92,"3500000"
"772",2012-02-13,65691.53,63998.62,65713.45,63998.62,"2620000"
"773",2012-02-14,65038.53,65699.38,65855.22,64825.86,"2740000"
"774",2012-02-15,65368.49,65041.18,66003.69,65041.18,"3830000"
"775",2012-02-16,66141.7,65364.12,66161.34,64798.3,"3070000"
"776",2012-02-17,66203.5,66158.46,66561.97,65823.37,"2350000"
"777",2012-02-22,66092.77,66204.96,66290.89,65850.86,"1790000"
"778",2012-02-23,65819.62,66084.23,66328.56,65589.51,"2320000"
"779",2012-02-24,65942.73,65819.62,66335.22,65819.62,"2120000"
"780",2012-02-27,65241.49,65938.01,65953.72,65067.72,"2230000"
"781",2012-02-28,65958.78,65244.89,66152.37,65240.13,"2720000"
"782",2012-02-29,65811.73,65970.33,66661.66,65532.78,"3350000"
"783",2012-03-01,66809.8,65811.96,66930.56,65811.96,"2330000"
"784",2012-03-02,67781.6,66810.11,67790.71,66810.11,"2560000"
"785",2012-03-05,66964.03,67782,67782,66755.76,"2320000"
"786",2012-03-06,65114.15,66962.06,66962.06,64892.29,"2740000"
"787",2012-03-07,66016.76,65123.38,66052.86,65123.38,"2680000"
"788",2012-03-08,66908.39,66032.15,67271.64,66032.15,"2890000"
"789",2012-03-09,66703.96,66908.01,67419.34,66679.16,"2250000"
"790",2012-03-12,66384.76,66686.53,66686.53,65965.01,"2150000"
"791",2012-03-13,68394.33,66385.8,68419.61,66385.8,"3170000"
"792",2012-03-14,68257.22,68386.26,68969.99,67797.25,"2730000"
"793",2012-03-15,67749.49,68259.35,68259.35,67458.08,"2300000"
"794",2012-03-16,67684.13,67749.49,68152.89,67504.68,"2410000"
"795",2012-03-19,67730.31,67684.53,68159.36,67546.64,"2140000"
"796",2012-03-20,67295.56,67724.88,67724.88,66704.16,"2070000"
"797",2012-03-21,66860.05,67297.24,67436.27,66762.19,"1980000"
"798",2012-03-22,65828.19,66860.05,66860.05,65534.25,"2680000"
"799",2012-03-23,65812.95,65831.3,66252.81,65576.28,"2520000"
"800",2012-03-26,66684.59,65817.72,66775.65,65817.72,"2010000"
"801",2012-03-27,66037.35,66682.62,66967.92,65924.64,"2720000"
"802",2012-03-28,65079.34,66031.9,66031.9,64819.41,"2880000"
"803",2012-03-29,64871.99,65074.24,65074.24,64095.7,"2900000"
"804",2012-03-30,64510.97,64875.21,65363.3,64245.36,"3160000"
"805",2012-04-02,65216.25,64514.56,65593.15,64198.56,"2970000"
"806",2012-04-03,64284.26,65217.73,65530.22,64015.27,"2770000"
"807",2012-04-04,63528.65,64301.29,64301.29,63450.34,"2740000"
"808",2012-04-05,63691.18,63518.32,64298.85,63383.54,"2290000"
"809",2012-04-09,62923.21,63690.35,63690.35,62461.79,"1790000"
"810",2012-04-10,61738.28,62922.45,62922.45,61343.91,"3090000"
"811",2012-04-11,61293.14,61741.42,62356.08,61291.33,"2950000"
"812",2012-04-12,63058,61300.03,63061.13,61300.03,"3120000"
"813",2012-04-13,62105.6,63039.45,63039.45,61777.78,"2960000"
"814",2012-04-16,61954.55,62119.82,62688.46,61465.28,"2320000"
"815",2012-04-17,62698.87,61959.26,62961.35,61959.26,"2700000"
"816",2012-04-18,63010.48,62695.82,63243.43,62429.43,"4050000"
"817",2012-04-19,62618.41,63007.43,63274.3,62478.12,"2360000"
"818",2012-04-20,62494.08,62620.49,63369.47,62430.75,"2290000"
"819",2012-04-23,61539.38,62494.08,62494.08,60897.25,"2530000"
"820",2012-04-24,61971.14,61536.7,62000.67,61380.23,"2380000"
"821",2012-04-25,61750.38,61988.57,62440.57,61327.64,"3310000"
"822",2012-04-26,62198.06,61750.38,62282,61032.82,"3130000"
"823",2012-04-27,61691.21,62202.85,62486.15,61666.99,"2550000"
"824",2012-04-30,61820.26,61691.11,61900.06,61230.61,"1960000"
"825",2012-05-02,62423.56,61820.26,62502.33,61593.93,"2960000"
"826",2012-05-03,62104.15,62426.66,62782.95,61731.09,"3040000"
"827",2012-05-04,60820.93,62103.61,62166.92,60438.18,"4960000"
"828",2012-05-07,61220.43,60801.88,61299.15,60391,"3370000"
"829",2012-05-08,60365.48,61217.94,61217.94,59871.03,"3090000"
"830",2012-05-09,59786.12,60345.76,60345.76,59198.99,"3260000"
"831",2012-05-10,59702.05,59795.55,60751.68,59636.96,"2700000"
"832",2012-05-11,59445.21,59702.62,60340,59138.44,"2530000"
"833",2012-05-14,57539.61,59443.21,59443.21,57538.83,"3050000"
"834",2012-05-15,56237.97,57539.61,58024.07,56144.55,"4190000"
"835",2012-05-16,55887.57,56245.47,57693.21,55415.13,"4330000"
"836",2012-05-17,54038.2,55886.3,56295.93,54038.2,"3710000"
"837",2012-05-18,54513.16,54032.23,54913.65,53856.02,"4310000"
"838",2012-05-21,56590.24,54515.71,56678.26,54515.71,"3570000"
"839",2012-05-22,55038.75,56586.03,56586.03,54886.46,"3670000"
"840",2012-05-23,54619.48,55038.75,55051.7,53028.11,"4330000"
"841",2012-05-24,54063,54619.98,54819.95,53176.42,"4010000"
"842",2012-05-25,54463.16,54061.68,54970.03,53846.85,"2990000"
"843",2012-05-28,55212.69,54466.91,55608.56,54466.91,"1860000"
"844",2012-05-29,54633.06,55213.6,55763.24,54554.22,"3050000"
"845",2012-05-30,53797.91,54632.11,54632.11,53382.14,"3300000"
"846",2012-05-31,54490.41,53804.77,54508.8,53089.51,"4830000"
"847",2012-06-01,53402.9,54488.05,54488.05,53086.8,"2990000"
"848",2012-06-04,53416.75,53407.54,53959.82,53367.46,"2360000"
"849",2012-06-05,52481.44,53413.16,53917.35,52481.44,"2530000"
"850",2012-06-06,54156.04,52486.29,54194.55,52486.29,"3540000"
"851",2012-06-08,54429.85,54149.69,54432,53684.93,"2630000"
"852",2012-06-11,54001.45,54434.12,55400.91,53904.5,"2740000"
"853",2012-06-12,55049.03,54001.45,55049.03,53906.1,"3890000"
"854",2012-06-13,55650.51,55041.48,55988.8,54523.49,"4190000"
"855",2012-06-14,55351.67,55641.01,55768.92,54952.35,"3300000"
"856",2012-06-15,56104.69,55349.45,56104.69,55202.78,"3900000"
"857",2012-06-18,56195.21,56066.04,56578.65,55486.34,"2960000"
"858",2012-06-19,57195.49,56210.07,57567.4,56210.07,"3660000"
"859",2012-06-20,57166.55,57196.13,57611.46,56528.73,"3200000"
"860",2012-06-21,55505.17,57162.02,57218.09,55505.17,"2600000"
"861",2012-06-22,55439.5,55518.04,56019.35,55083.33,"2480000"
"862",2012-06-25,53805.38,55405.71,55405.71,53694.12,"2160000"
"863",2012-06-26,53836.57,53805.59,54193.25,53397.6,"2710000"
"864",2012-06-27,53108.93,53837.07,54005.92,53083.76,"3830000"
"865",2012-06-28,52652.25,53106.58,53305.99,52271.27,"3530000"
"866",2012-06-29,54354.63,52656.26,54354.63,52656.26,"3740000"
"867",2012-07-02,54692.79,54355.43,54753.84,53960.78,"2870000"
"868",2012-07-03,55780.32,54703.51,56228.3,54703.51,"4060000"
"869",2012-07-04,56076.82,55780.32,56322.19,55485.39,"1720000"
"870",2012-07-05,56379.06,56083.48,56943.09,55828.18,"3130000"
"871",2012-07-06,55394.05,56376.09,56376.09,54967.22,"2700000"
"872",2012-07-10,53705.82,55392.42,55588.2,53667.73,"3470000"
"873",2012-07-11,53569.14,53708.42,54135.48,53232.74,"2970000"
"874",2012-07-12,53420.87,53563.56,53615.77,52489.08,"3050000"
"875",2012-07-13,54330.51,53421.95,54427.51,53420.33,"2780000"
"876",2012-07-16,53401.8,54315.89,54418.25,53215.81,"2820000"
"877",2012-07-17,53909.47,53402.58,54037.28,53118.5,"2520000"
"878",2012-07-18,54583.13,53908.82,54587.5,53551.46,"2300000"
"879",2012-07-19,55346.65,54587.83,55490.84,54587.83,"2880000"
"880",2012-07-20,54194.79,55337.37,55337.37,54137.6,"2860000"
"881",2012-07-23,53033.96,54183.29,54183.29,52212.92,"2810000"
"882",2012-07-24,52638.63,53037.82,53416.1,52399.02,"2760000"
"883",2012-07-25,52607.54,52658.46,53232.62,52345.81,"2220000"
"884",2012-07-26,54002.72,52638.42,54126.31,52638.42,"3020000"
"885",2012-07-27,56553.12,54024.19,57046.3,54024.19,"4670000"
"886",2012-07-30,57240.92,56550.61,57240.92,56089.96,"2970000"
"887",2012-07-31,56097.05,57242.83,57465.94,56097.05,"692080"
"888",2012-08-01,56291.93,56091,56735,55425,"1320000"
"889",2012-08-02,55520.4,56288.58,56288.58,55239.02,"2840000"
"890",2012-08-03,57255.22,55523.58,57399.37,55523.58,"3580000"
"891",2012-08-06,58344.61,57255.02,58995.91,56893.19,"3610000"
"892",2012-08-07,57725.66,58342.84,59316.14,57678.65,"3450000"
"893",2012-08-08,58950.98,57723.08,58963.63,57603.14,"3230000"
"894",2012-08-09,58797.13,58949.78,59201.79,58115.01,"2860000"
"895",2012-08-10,59280.93,58774.27,59365.43,58127.92,"3080000"
"896",2012-08-13,59122.74,59280.83,59543.16,58600.68,"2540000"
"897",2012-08-14,58082.92,59122.74,59605.11,57903.99,"3530000"
"898",2012-08-15,58189.28,58082.92,58374.74,57630.11,"4580000"
"899",2012-08-16,59445.79,58190.19,59543.61,58190.19,"3480000"
"900",2012-08-17,59082.37,59443.15,59822.4,58943.89,"2950000"
"901",2012-08-20,59283.09,59082.88,59462.33,58629.18,"3e+06"
"902",2012-08-21,58917.73,59297.6,60208.85,58684.16,"3930000"
"903",2012-08-22,59380.76,58917.73,59584.6,58442.54,"3710000"
"904",2012-08-23,58511.55,59381.56,59381.56,58145.43,"3340000"
"905",2012-08-24,58425.76,58510.69,58750.42,57833.06,"3210000"
"906",2012-08-27,58111.46,58424.36,58461.74,57852.74,"2340000"
"907",2012-08-28,58406.4,58108.86,58745.24,57976.17,"2730000"
"908",2012-08-29,57369.19,58413.68,58552.67,57060.95,"4110000"
"909",2012-08-30,57256.43,57365.86,57507.82,56900.85,"3130000"
"910",2012-08-31,57061.45,57257.43,57834.73,56719.36,"5750000"
"911",2012-09-03,57281.45,57065.06,57456.87,56954.47,"2320000"
"912",2012-09-04,56233.9,57272.08,57272.08,56202.5,"3240000"
"913",2012-09-05,56863.91,56236.32,56904.02,56236.32,"3310000"
"914",2012-09-06,58321.24,56868.2,58328.33,56868.2,"3620000"
"915",2012-09-10,58404.1,58324.63,59420.96,58324.63,"3510000"
"916",2012-09-11,59422.55,58404.68,59514.81,58404.08,"3850000"
"917",2012-09-12,59921.8,59428.91,60135.78,59205.35,"4850000"
"918",2012-09-13,61958.12,59920.71,62116.61,59629.04,"5970000"
"919",2012-09-14,62105.47,61954.87,63428.28,61823.43,"5820000"
"920",2012-09-17,61805.98,62105.75,62691.86,61551.85,"3900000"
"921",2012-09-18,61804.33,61805.75,62131.76,61446.85,"3200000"
"922",2012-09-19,61651.83,61806.12,62514.28,61518.9,"3390000"
"923",2012-09-20,61687.97,61651.83,61908.39,60960.61,"2920000"
"924",2012-09-21,61320.07,61694.81,62223.38,61300.05,"2990000"
"925",2012-09-24,61909.99,61319.09,61931.64,61075.11,"3330000"
"926",2012-09-25,60501.1,61913.2,61947.23,60357.18,"3870000"
"927",2012-09-26,60478.05,60506.24,60506.24,59724.75,"3140000"
"928",2012-09-27,60239.79,60482.86,60888.83,59876.33,"3810000"
"929",2012-09-28,59175.86,60239.79,60239.79,58864.37,"3690000"
"930",2012-10-01,59570.8,59171.24,60215.51,59171.24,"2760000"
"931",2012-10-02,59222.08,59574.68,60090.61,59027.58,"3200000"
"932",2012-10-03,58627.33,59222.08,59483.26,58541.87,"3200000"
"933",2012-10-04,58458,58627.49,59002.07,58104.97,"3370000"
"934",2012-10-05,58571.59,58460.25,59440.58,58414.42,"3240000"
"935",2012-10-08,59317.15,58571.59,59317.85,58169.6,"2600000"
"936",2012-10-09,58939.46,59318.84,59696.58,58615.57,"3150000"
"937",2012-10-10,58456.28,58944.13,59319.88,58340.53,"2780000"
"938",2012-10-11,59161.72,58460.02,59359.63,58460.02,"2820000"
"939",2012-10-15,59601.71,59164.26,59757.71,58789.83,"3120000"
"940",2012-10-16,59743.87,59602.21,60411.52,59484.16,"3250000"
"941",2012-10-17,60087.29,59742.4,60397.85,59682.88,"4210000"
"942",2012-10-18,59733.9,60087.38,60087.38,59321.52,"3320000"
"943",2012-10-19,58922.04,59701.02,59846.13,58782.08,"3e+06"
"944",2012-10-22,58700.3,58924.81,59204.62,58540.97,"2800000"
"945",2012-10-23,57690.24,58678.92,58678.92,57387.79,"3400000"
"946",2012-10-24,57160.74,57685.63,57985.95,57158.65,"2930000"
"947",2012-10-25,57836.78,57160.74,58273.55,57160.74,"3150000"
"948",2012-10-26,57276.81,57833.44,57833.44,57060.99,"3e+06"
"949",2012-10-29,57176.58,57266.83,57266.83,56580.85,"1710000"
"950",2012-10-30,57683.76,57178.08,57763.82,57178.08,"1610000"
"951",2012-10-31,57068.18,57682.24,57935.41,56929.03,"2790000"
"952",2012-11-01,58382.68,57065.39,58382.68,56959.94,"2980000"
"953",2012-11-05,58209.76,58374.29,58374.29,57550.95,"2620000"
"954",2012-11-06,59458.59,58220.49,59560.83,58173.63,"3470000"
"955",2012-11-07,58517.35,59460.27,59460.27,58274.14,"3080000"
"956",2012-11-08,57524.45,58522.69,59007.92,57420.19,"3200000"
"957",2012-11-09,57357.71,57516.89,58108.93,56861.95,"4250000"
"958",2012-11-12,57064.31,57357.9,57712.2,56987.62,"2070000"
"959",2012-11-13,57486.07,57048.98,57529.42,56593.18,"3360000"
"960",2012-11-14,56279.36,57472.27,57472.27,56038.37,"3610000"
"961",2012-11-16,55402.33,56276.66,56276.66,55125.56,"3470000"
"962",2012-11-19,56450.86,55387.4,56666.23,55387.4,"2780000"
"963",2012-11-21,56242.12,56453.44,56789.16,55946.1,"3590000"
"964",2012-11-22,56436.97,56245.41,56642.79,56242.49,"2150000"
"965",2012-11-23,57574.03,56438.59,57574.03,56247.86,"3180000"
"966",2012-11-26,56737.1,57571.44,57572.19,56501.67,"2750000"
"967",2012-11-27,56248.09,56737.1,57419.83,56248.09,"3550000"
"968",2012-11-28,56539.4,56205.84,56590.93,55685.72,"3470000"
"969",2012-11-29,57852.53,56562.17,57852.53,56562.17,"3400000"
"970",2012-11-30,57474.57,57845.08,58030.54,56704.1,"5050000"
"971",2012-12-03,58202.35,57479.38,58332.48,57479.38,"3490000"
"972",2012-12-04,57563.23,58211.51,58519.56,57546.53,"3940000"
"973",2012-12-05,57678.62,57596.93,58126.86,57231.43,"3580000"
"974",2012-12-06,57656.42,57684.76,57860.15,57128.67,"3200000"
"975",2012-12-07,58487.32,57656.42,58594.03,57635.6,"3040000"
"976",2012-12-10,59248.23,58467.91,59248.23,58090.95,"3060000"
"977",2012-12-11,59623.34,59257.43,59746.87,58950.76,"3990000"
"978",2012-12-12,59474.18,59625.54,59858.53,59290.68,"4750000"
"979",2012-12-13,59316.75,59458.6,59968.66,59153.76,"3570000"
"980",2012-12-14,59604.92,59319.83,59824.35,59272.85,"3410000"
"981",2012-12-17,59566.52,59604.41,59914.09,59322.71,"3110000"
"982",2012-12-18,60460.73,59568.29,60538.73,59565.27,"4360000"
"983",2012-12-19,60998.34,60460.73,61212.33,60395.57,"4430000"
"984",2012-12-20,61276.12,60991.87,61276.12,60621.68,"3080000"
"985",2012-12-21,61007.03,61270.79,61270.79,60221.04,"3160000"
"986",2012-12-26,60959.79,61002.73,61322.17,60860.95,"2600000"
"987",2012-12-27,60415.95,60963.66,61191.26,60232.51,"2850000"
"988",2012-12-28,60952.08,60415.95,61066.34,60415.95,"2630000"
"989",2013-01-02,62550.1,60990.34,62886.96,60990.34,"3740000"
"990",2013-01-03,63312.46,62555.04,63472.55,62341.48,"3360000"
"991",2013-01-04,62523.06,63314.22,63314.22,62414.98,"6230000"
"992",2013-01-07,61932.54,62523.06,62698.87,61639.34,"3990000"
"993",2013-01-08,61127.84,61932.87,62264.99,61080.92,"3840000"
"994",2013-01-09,61578.58,61128.79,61811.77,61102.69,"3240000"
"995",2013-01-10,61678.31,61578.02,61947.2,61156.05,"4100000"
"996",2013-01-11,61497.43,61661.87,61682.83,61198,"3160000"
"997",2013-01-14,62080.79,61511.35,62284.76,61511.35,"3480000"
"998",2013-01-15,61727.61,62078.96,62151.36,61694.62,"3820000"
"999",2013-01-16,61787.35,61725.63,61787.35,61241.06,"2790000"
"1000",2013-01-17,62194.06,61806.18,62309.42,61683.11,"3380000"
"1001",2013-01-18,61956.14,62196.86,62395.2,61822.46,"3500000"
"1002",2013-01-21,61899.71,61962.34,62051.78,61804.24,"2140000"
"1003",2013-01-22,61692.29,61904.35,61995.23,61534.06,"3470000"
"1004",2013-01-23,61966.26,61692.29,61969.36,61542.52,"3210000"
"1005",2013-01-24,61169.83,61965.59,62249.42,60838.29,"3610000"
"1006",2013-01-28,60027.07,61177.74,61312.86,59921.35,"3430000"
