"","Dow Jones Industrial Average (DJI)_history.csv Date","Dow Jones Industrial Average (DJI)_history.csv Price","Dow Jones Industrial Average (DJI)_history.csv Open","Dow Jones Industrial Average (DJI)_history.csv High","Dow Jones Industrial Average (DJI)_history.csv Low","Dow Jones Industrial Average (DJI)_history.csv Volume"
"1256",2013-12-30,16504.29,16484.51,16504.35,16476.87,"54220000"
"1257",2013-12-31,16576.66,16512.38,16588.25,16511.48,"78760000"
"1258",2014-01-02,16441.35,16572.17,16573.07,16416.49,"80960000"
"1259",2014-01-03,16469.99,16456.89,16518.74,16439.3,"72770000"
"1260",2014-01-06,16425.1,16474.04,16532.99,16405.52,"89380000"
"1261",2014-01-07,16530.94,16429.02,16562.32,16429.02,"81270000"
"1262",2014-01-08,16462.74,16527.66,16528.88,16416.69,"103260000"
"1263",2014-01-09,16444.76,16471.41,16525.35,16378.61,"83990000"
"1264",2014-01-10,16437.05,16453.62,16487.65,16379.02,"85190000"
"1265",2014-01-13,16257.94,16434.03,16453.13,16240.6,"111680000"
"1266",2014-01-14,16373.86,16261.99,16373.92,16260.83,"98610000"
"1267",2014-01-15,16481.94,16378.03,16505.28,16376.78,"101130000"
"1268",2014-01-16,16417.01,16477.7,16477.7,16375.56,"87370000"
"1269",2014-01-17,16458.56,16408.02,16495.26,16378.8,"184970000"
"1270",2014-01-21,16414.44,16459.27,16520.6,16316.25,"111570000"
"1271",2014-01-22,16373.34,16420.48,16453.49,16332.98,"87570000"
"1272",2014-01-23,16197.35,16371.99,16372.96,16140.58,"100540000"
"1273",2014-01-24,15879.11,16203.29,16203.29,15879.11,"141450000"
"1274",2014-01-27,15837.88,15879.05,15942.77,15783.55,"127540000"
"1275",2014-01-28,15928.56,15840.84,15945.89,15840.84,"89110000"
"1276",2014-01-29,15738.79,15927.08,15927.08,15708.98,"109590000"
"1277",2014-01-30,15848.61,15743.03,15907.53,15733.27,"92100000"
"1278",2014-01-31,15698.85,15847.19,15847.19,15617.55,"137090000"
"1279",2014-02-03,15372.8,15697.69,15708.54,15356.17,"151050000"
"1280",2014-02-04,15445.24,15372.93,15481.85,15356.62,"124110000"
"1281",2014-02-05,15440.23,15443,15478.21,15340.69,"105130000"
"1282",2014-02-06,15628.53,15443.83,15632.09,15443,"106980000"
"1283",2014-02-07,15794.08,15630.64,15798.51,15625.53,"105780000"
"1284",2014-02-10,15801.79,15793.63,15801.79,15733.69,"84110000"
"1285",2014-02-11,15994.77,15804.17,16027.19,15803.4,"95930000"
"1286",2014-02-12,15963.94,15993.04,16036.56,15928.75,"77310000"
"1287",2014-02-13,16027.59,15946.99,16039.37,15863.25,"99470000"
"1288",2014-02-14,16154.39,16018.08,16175.55,15985.39,"84060000"
"1289",2014-02-18,16130.4,16153.97,16167.33,16107.04,"91250000"
"1290",2014-02-19,16040.56,16126.23,16225.72,16031.66,"80560000"
"1291",2014-02-20,16133.23,16044.15,16161.64,16006.59,"77720000"
"1292",2014-02-21,16103.3,16135.92,16191.92,16093.8,"126580000"
"1293",2014-02-24,16207.14,16102.27,16300.04,16102.27,"244580000"
"1294",2014-02-25,16179.66,16207.34,16254.26,16147.25,"99470000"
"1295",2014-02-26,16198.41,16180.36,16252.35,16155.86,"93980000"
"1296",2014-02-27,16272.65,16197.7,16276.28,16159.81,"97640000"
"1297",2014-02-28,16321.71,16273.23,16398.95,16226.09,"122110000"
"1298",2014-03-03,16168.03,16321.71,16321.71,16071.25,"92760000"
"1299",2014-03-04,16395.88,16169.32,16419.49,16169.32,"96120000"
"1300",2014-03-05,16360.18,16395.88,16406.55,16343.96,"73980000"
"1301",2014-03-06,16421.89,16360.56,16450.17,16360.56,"75900000"
"1302",2014-03-07,16452.72,16424.53,16505.7,16398.86,"80690000"
"1303",2014-03-10,16418.68,16453.1,16453.1,16334.2,"68210000"
"1304",2014-03-11,16351.25,16419.39,16460.33,16325.17,"78150000"
"1305",2014-03-12,16340.08,16350.67,16364.74,16260.03,"77900000"
"1306",2014-03-13,16108.89,16341.55,16405.07,16084.1,"86170000"
"1307",2014-03-14,16065.67,16106.32,16165.05,16046.99,"85660000"
"1308",2014-03-17,16247.22,16066.37,16270.34,16066.37,"88930000"
"1309",2014-03-18,16336.19,16245.93,16369.94,16245.93,"79150000"
"1310",2014-03-19,16222.17,16335.71,16363.32,16126.29,"90110000"
"1311",2014-03-20,16331.05,16221.98,16353.98,16160.33,"91530000"
"1312",2014-03-21,16302.77,16332.69,16456.45,16290.79,"353670000"
"1313",2014-03-24,16276.69,16303.28,16380.51,16215.56,"110620000"
"1314",2014-03-25,16367.88,16279.2,16407.18,16279.2,"89110000"
"1315",2014-03-26,16268.99,16370.71,16466.04,16268.99,"92770000"
"1316",2014-03-27,16264.23,16268.67,16300.94,16191.79,"93650000"
"1317",2014-03-28,16323.06,16267.77,16414.86,16267.77,"86370000"
"1318",2014-03-31,16457.66,16324.22,16480.85,16324.22,"104510000"
"1319",2014-04-01,16532.61,16458.05,16565.73,16457.6,"88010000"
"1320",2014-04-02,16573,16532.8,16588.19,16506.6,"78120000"
"1321",2014-04-03,16572.55,16572.36,16604.15,16527.6,"77220000"
"1322",2014-04-04,16412.71,16576.02,16631.63,16392.77,"104350000"
"1323",2014-04-07,16245.87,16414.15,16421.38,16244.01,"116540000"
"1324",2014-04-08,16256.14,16245.16,16296.86,16180.28,"98510000"
"1325",2014-04-09,16437.18,16256.37,16438.82,16256.37,"91550000"
"1326",2014-04-10,16170.22,16437.24,16456.12,16153.34,"112550000"
"1327",2014-04-11,16026.75,16168.87,16168.87,16015.32,"119550000"
"1328",2014-04-14,16173.24,16028.29,16184.76,16028.29,"90020000"
"1329",2014-04-15,16262.56,16173.49,16272.95,16063.2,"97850000"
"1330",2014-04-16,16424.85,16266.23,16424.85,16266.23,"94650000"
"1331",2014-04-17,16408.54,16424.14,16460.49,16368.14,"136200000"
"1332",2014-04-21,16449.25,16408.92,16459.78,16402.08,"79510000"
"1333",2014-04-22,16514.37,16449.38,16565.71,16449.38,"84830000"
"1334",2014-04-23,16501.65,16513.73,16525.99,16477.28,"76830000"
"1335",2014-04-24,16501.65,16503.39,16541.26,16452.3,"80340000"
"1336",2014-04-25,16361.46,16503.26,16503.26,16333.78,"90630000"
"1337",2014-04-28,16448.74,16363.2,16500.37,16312.66,"105510000"
"1338",2014-04-29,16535.37,16451.18,16559.39,16451.18,"71240000"
"1339",2014-04-30,16580.84,16534.86,16592.28,16510.87,"92970000"
"1340",2014-05-01,16558.87,16580.26,16604.79,16525.25,"75630000"
"1341",2014-05-02,16512.89,16562.34,16620.06,16488.31,"78910000"
"1342",2014-05-05,16530.55,16509.75,16547.92,16377.09,"70330000"
"1343",2014-05-06,16401.02,16529.85,16529.85,16399.99,"74340000"
"1344",2014-05-07,16518.54,16401.66,16522.94,16357.35,"93870000"
"1345",2014-05-08,16550.97,16518.16,16622.95,16502.01,"75620000"
"1346",2014-05-09,16583.34,16551.23,16588.77,16498.71,"75020000"
"1347",2014-05-12,16695.47,16584.82,16704.84,16584.82,"71550000"
"1348",2014-05-13,16715.44,16695.92,16735.51,16695.92,"71340000"
"1349",2014-05-14,16613.97,16716.08,16717.56,16595,"71970000"
"1350",2014-05-15,16446.81,16613.52,16622.9,16397.46,"106620000"
"1351",2014-05-16,16491.31,16447.32,16498.99,16414.32,"119330000"
"1352",2014-05-19,16511.86,16490.35,16526.26,16442.12,"82180000"
"1353",2014-05-20,16374.31,16511.22,16511.22,16341.3,"75150000"
"1354",2014-05-21,16533.06,16376.17,16544.6,16376.17,"76730000"
"1355",2014-05-22,16543.08,16532.74,16565.39,16489.61,"59250000"
"1356",2014-05-23,16606.27,16544.49,16613.07,16544.49,"61340000"
"1357",2014-05-27,16675.5,16607.42,16688.69,16607.42,"80870000"
"1358",2014-05-28,16633.18,16674.98,16674.98,16620.22,"62480000"
"1359",2014-05-29,16698.74,16637.74,16698.74,16620.43,"55500000"
"1360",2014-05-30,16717.17,16697.33,16721.22,16648.85,"105190000"
"1361",2014-06-02,16743.63,16716.85,16756.64,16682.07,"57560000"
"1362",2014-06-03,16722.34,16736.7,16736.7,16690.01,"67830000"
"1363",2014-06-04,16737.53,16720,16742.91,16673.65,"65570000"
"1364",2014-06-05,16836.11,16739.14,16845.81,16709.95,"70460000"
"1365",2014-06-06,16924.28,16839.64,16924.28,16839.64,"80530000"
"1366",2014-06-09,16943.1,16926.08,16970.17,16912.92,"67130000"
"1367",2014-06-10,16945.92,16940.4,16946.34,16897.44,"64560000"
"1368",2014-06-11,16843.88,16943.16,16943.16,16821.85,"61860000"
"1369",2014-06-12,16734.19,16840.48,16841.57,16703.73,"72560000"
"1370",2014-06-13,16775.74,16734.64,16787.89,16718.6,"95220000"
"1371",2014-06-16,16781.01,16765.56,16802.14,16722.86,"77900000"
"1372",2014-06-17,16808.49,16779.21,16823.55,16732.91,"63530000"
"1373",2014-06-18,16906.62,16806.12,16911.41,16755.29,"73720000"
"1374",2014-06-19,16921.46,16909.9,16923.43,16858.88,"80220000"
"1375",2014-06-20,16947.08,16920.62,16978.02,16920.62,"247350000"
"1376",2014-06-23,16937.26,16946.5,16954.27,16896.09,"63640000"
"1377",2014-06-24,16818.13,16934.62,16969.7,16805.23,"80220000"
"1378",2014-06-25,16867.51,16817.68,16883.54,16799.41,"73920000"
"1379",2014-06-26,16846.13,16866.81,16872.52,16746.09,"63650000"
"1380",2014-06-27,16851.84,16846.9,16862.73,16773.84,"137690000"
"1381",2014-06-30,16826.6,16852.49,16871.27,16801.94,"90360000"
"1382",2014-07-01,16956.07,16828.53,16998.7,16828.53,"74050000"
"1383",2014-07-02,16976.24,16949.71,16986.63,16949.71,"57840000"
"1384",2014-07-03,17068.26,16979,17074.65,16979,"66800000"
"1385",2014-07-07,17024.21,17063.83,17063.83,16992.45,"61480000"
"1386",2014-07-08,16906.62,17022.09,17022.09,16874.79,"75250000"
"1387",2014-07-09,16985.61,16916.83,16998.95,16913.81,"67120000"
"1388",2014-07-10,16915.07,16980.35,16980.35,16805.38,"67510000"
"1389",2014-07-11,16943.81,16918.31,16949.46,16860.3,"60600000"
"1390",2014-07-14,17055.42,16950.93,17088.43,16950.93,"60570000"
"1391",2014-07-15,17060.68,17055.03,17120.34,17006.39,"101730000"
"1392",2014-07-16,17138.2,17061.91,17139.35,17061.91,"111500000"
"1393",2014-07-17,16976.81,17133.45,17151.56,16966.19,"99240000"
"1394",2014-07-18,17100.18,16978.16,17113.51,16977.52,"112530000"
"1395",2014-07-21,17051.73,17095.11,17095.11,16974.34,"67590000"
"1396",2014-07-22,17113.54,17054.97,17133.43,17040.13,"77960000"
"1397",2014-07-23,17086.63,17117.01,17121.05,17058.05,"73440000"
"1398",2014-07-24,17083.8,17092.02,17119.83,17061.07,"66390000"
"1399",2014-07-25,16960.57,17079.5,17082.33,16915.65,"67290000"
"1400",2014-07-28,16982.59,16956.91,17001.38,16877.72,"66190000"
"1401",2014-07-29,16912.11,16984.33,17056.46,16912.11,"75980000"
"1402",2014-07-30,16880.36,16920.11,16983.94,16817.16,"77750000"
"1403",2014-07-31,16563.3,16869.63,16869.63,16563.3,"101670000"
"1404",2014-08-01,16493.37,16561.7,16584.75,16437.07,"84860000"
"1405",2014-08-04,16569.28,16493.72,16596.22,16447.2,"76260000"
"1406",2014-08-05,16429.47,16559.97,16559.97,16369.55,"76630000"
"1407",2014-08-06,16443.34,16425.1,16490.7,16372.32,"78600000"
"1408",2014-08-07,16368.27,16448.29,16504.35,16333.78,"80430000"
"1409",2014-08-08,16553.93,16369.68,16556.59,16364.22,"82420000"
"1410",2014-08-11,16569.98,16557.27,16627.99,16557.27,"65560000"
"1411",2014-08-12,16560.54,16565.55,16589.31,16518.06,"62770000"
"1412",2014-08-13,16651.8,16567.54,16670.29,16567.54,"66020000"
"1413",2014-08-14,16713.58,16657.32,16714.22,16651.67,"62370000"
"1414",2014-08-15,16662.91,16717.01,16775.27,16575.42,"109180000"
"1415",2014-08-18,16838.74,16664.45,16840.28,16664.45,"75670000"
"1416",2014-08-19,16919.59,16839.06,16929.13,16839.06,"67220000"
"1417",2014-08-20,16979.13,16910.03,16994.89,16896.55,"61960000"
"1418",2014-08-21,17039.49,16983.88,17074.59,16983.88,"65160000"
"1419",2014-08-22,17001.22,17038.27,17064.28,16984.52,"64330000"
"1420",2014-08-25,17076.87,17011.81,17124.74,17011.81,"57400000"
"1421",2014-08-26,17106.7,17079.57,17153.8,17079.57,"50710000"
"1422",2014-08-27,17122.01,17111.03,17134.6,17090.61,"61690000"
"1423",2014-08-28,17079.57,17119.06,17119.06,17018.33,"51860000"
"1424",2014-08-29,17098.45,17083.42,17110.42,17035.38,"81500000"
"1425",2014-09-02,17067.56,17097.42,17113.51,17009.07,"64820000"
"1426",2014-09-03,17078.28,17067.24,17151.89,17060.21,"62770000"
"1427",2014-09-04,17069.58,17083.61,17161.55,17030.12,"68120000"
"1428",2014-09-05,17137.36,17065.89,17137.36,17009.62,"76630000"
"1429",2014-09-08,17111.42,17131.71,17137.88,17079.17,"65640000"
"1430",2014-09-09,17013.87,17110.39,17111.55,16993.29,"69030000"
"1431",2014-09-10,17068.71,17016.05,17080.27,16974.57,"76780000"
"1432",2014-09-11,17049,17057.41,17057.41,16983.88,"63650000"
"1433",2014-09-12,16987.51,17044.05,17044.05,16937.67,"82830000"
"1434",2014-09-15,17031.14,16988.76,17051.85,16951.38,"71740000"
"1435",2014-09-16,17131.97,17027.16,17167.05,16985.55,"73200000"
"1436",2014-09-17,17156.85,17131.01,17221.11,17089.01,"87810000"
"1437",2014-09-18,17265.99,17163.73,17275.37,17163.73,"85300000"
"1438",2014-09-19,17279.74,17267.21,17350.64,17257.46,"349620000"
"1439",2014-09-22,17172.68,17271.71,17277.88,17159.36,"74300000"
"1440",2014-09-23,17055.87,17165.91,17171.88,17055.87,"77090000"
"1441",2014-09-24,17210.06,17056.64,17226.6,17033.93,"80530000"
"1442",2014-09-25,16945.8,17204.86,17204.86,16945.8,"93520000"
"1443",2014-09-26,17113.15,16948.62,17148.15,16948.11,"74670000"
"1444",2014-09-29,17071.22,17107.69,17107.69,16934.43,"70220000"
"1445",2014-09-30,17042.9,17070.45,17145.1,17017.11,"102290000"
"1446",2014-10-01,16804.71,17040.46,17041.16,16776.13,"104240000"
"1447",2014-10-02,16801.05,16808.27,16857.25,16674.04,"75490000"
"1448",2014-10-03,17009.69,16802.2,17027.84,16802.2,"87940000"
"1449",2014-10-06,16991.91,17010.34,17099.39,16930.38,"65540000"
"1450",2014-10-07,16719.39,16988.25,16988.25,16715.79,"79420000"
"1451",2014-10-08,16994.22,16718.65,17006.91,16663.26,"106930000"
"1452",2014-10-09,16659.25,16989.37,16989.37,16649.04,"93210000"
"1453",2014-10-10,16544.1,16654.88,16757.6,16543.91,"136370000"
"1454",2014-10-13,16321.07,16535.43,16602.41,16310.47,"107830000"
"1455",2014-10-14,16315.19,16321.9,16463.67,16273.64,"110410000"
"1456",2014-10-15,16141.74,16313.3,16313.3,15855.12,"160380000"
"1457",2014-10-16,16117.24,16137.14,16211.12,15935.22,"131670000"
"1458",2014-10-17,16380.41,16118.39,16427.38,16118.39,"137910000"
"1459",2014-10-20,16399.67,16373.15,16401.63,16260.54,"94320000"
"1460",2014-10-21,16614.81,16406.03,16620.78,16405.77,"105110000"
"1461",2014-10-22,16461.32,16615.26,16653.89,16459.85,"92050000"
"1462",2014-10-23,16677.9,16468.07,16767.52,16468.07,"99420000"
"1463",2014-10-24,16805.41,16677.04,16811.71,16649.72,"90400000"
"1464",2014-10-27,16817.94,16796.1,16836.98,16729.83,"72580000"
"1465",2014-10-28,17005.75,16825.19,17006.45,16825.19,"83870000"
"1466",2014-10-29,16974.31,17005.07,17065.5,16895.38,"76450000"
"1467",2014-10-30,17195.42,16968.14,17223.96,16920.76,"80180000"
"1468",2014-10-31,17390.52,17208.78,17395.54,17208.78,"121610000"
"1469",2014-11-03,17366.24,17390.9,17410.65,17339.85,"80030000"
"1470",2014-11-04,17383.84,17368.81,17397.23,17278.36,"81390000"
"1471",2014-11-05,17484.53,17385.76,17486.59,17385.76,"76040000"
"1472",2014-11-06,17554.47,17491.66,17560.31,17440.35,"70670000"
"1473",2014-11-07,17573.93,17558.58,17575.33,17493.37,"82860000"
"1474",2014-11-10,17613.74,17568.98,17621.87,17547.51,"71430000"
"1475",2014-11-11,17614.9,17615.64,17638.21,17584.94,"52880000"
"1476",2014-11-12,17612.2,17604.75,17626.71,17536.17,"75980000"
"1477",2014-11-13,17652.79,17618.69,17705.48,17583.88,"80540000"
"1478",2014-11-14,17634.74,17653.11,17664.15,17613.2,"72850000"
"1479",2014-11-17,17647.75,17631.85,17675.07,17606.81,"70330000"
"1480",2014-11-18,17687.82,17643.09,17735.71,17642.03,"87420000"
"1481",2014-11-19,17685.73,17685.51,17712.26,17624.5,"73780000"
"1482",2014-11-20,17719,17677.32,17720.44,17603.89,"77740000"
"1483",2014-11-21,17810.06,17721.02,17894.83,17721.02,"140940000"
"1484",2014-11-24,17817.9,17812.63,17855.27,17793.19,"85510000"
"1485",2014-11-25,17814.94,17819.05,17854.73,17790.89,"88190000"
"1486",2014-11-26,17827.75,17812.25,17833.76,17791.16,"67450000"
"1487",2014-11-28,17828.24,17830.55,17893.42,17807.78,"80470000"
"1488",2014-12-01,17776.8,17827.27,17827.27,17726.55,"86390000"
"1489",2014-12-02,17879.55,17778.85,17897.05,17778.85,"81970000"
"1490",2014-12-03,17912.62,17880.9,17924.15,17855.59,"99400000"
"1491",2014-12-04,17900.1,17910.02,17937.96,17814.81,"76270000"
"1492",2014-12-05,17958.79,17903.05,17991.19,17903.05,"79110000"
"1493",2014-12-08,17852.48,17954.94,17960.56,17804.28,"88680000"
"1494",2014-12-09,17801.2,17847.37,17847.37,17629.57,"100400000"
"1495",2014-12-10,17533.15,17797.99,17797.99,17508.1,"115100000"
"1496",2014-12-11,17596.34,17534.3,17758.51,17534.3,"90100000"
"1497",2014-12-12,17280.83,17590.05,17590.05,17280.83,"121950000"
"1498",2014-12-15,17180.84,17285.74,17403.54,17115.28,"114050000"
"1499",2014-12-16,17068.87,17173.07,17427.44,17067.59,"116650000"
"1500",2014-12-17,17356.87,17069.16,17389.3,17069.16,"118220000"
"1501",2014-12-18,17778.15,17367.85,17778.4,17367.85,"123980000"
"1502",2014-12-19,17804.8,17778.02,17874.03,17746.55,"343690000"
"1503",2014-12-22,17959.44,17812.25,17962.78,17812.25,"98470000"
"1504",2014-12-23,18024.17,17971.51,18069.22,17970.16,"82890000"
"1505",2014-12-24,18030.21,18035.73,18086.24,18027.78,"42870000"
"1506",2014-12-26,18053.71,18038.3,18103.45,18038.3,"52570000"
"1507",2014-12-29,18038.23,18046.58,18073.04,18021.57,"53870000"
"1508",2014-12-30,17983.07,18035.02,18035.02,17959.7,"47490000"
"1509",2014-12-31,17823.07,17987.66,18043.22,17820.88,"82840000"
"1510",2015-01-02,17832.99,17823.07,17951.78,17731.3,"76270000"
"1511",2015-01-05,17501.65,17821.3,17821.3,17475.93,"116160000"
"1512",2015-01-06,17371.64,17504.18,17581.05,17262.37,"101870000"
"1513",2015-01-07,17584.52,17374.78,17597.08,17374.78,"91030000"
"1514",2015-01-08,17907.87,17591.97,17916.04,17591.97,"114890000"
"1515",2015-01-09,17737.37,17911.02,17915.32,17686.09,"93390000"
"1516",2015-01-12,17640.84,17742.05,17793.88,17571.58,"92500000"
"1517",2015-01-13,17613.68,17645.02,17923.01,17498.23,"99360000"
"1518",2015-01-14,17427.09,17609.06,17609.06,17264.9,"109180000"
"1519",2015-01-15,17320.71,17436.3,17517.41,17298.04,"94520000"
"1520",2015-01-16,17511.57,17320,17528.37,17243.55,"140480000"
"1521",2015-01-20,17515.23,17516.96,17588.7,17346.73,"119600000"
"1522",2015-01-21,17554.28,17509.96,17599.58,17396.04,"95530000"
"1523",2015-01-22,17813.98,17557.29,17840.89,17482.54,"111980000"
"1524",2015-01-23,17672.6,17812.5,17812.5,17667.53,"97110000"
"1525",2015-01-26,17678.7,17668.11,17696.36,17567.6,"87220000"
"1526",2015-01-27,17387.21,17638.53,17638.53,17288.31,"135940000"
"1527",2015-01-28,17191.37,17402.91,17484.41,17189,"115980000"
"1528",2015-01-29,17416.85,17195.29,17433.13,17136.3,"111690000"
"1529",2015-01-30,17164.95,17416.85,17419.9,17156.82,"168560000"
"1530",2015-02-02,17361.04,17169.99,17367.68,17037.76,"108090000"
"1531",2015-02-03,17666.4,17369.97,17670.76,17369.97,"112860000"
"1532",2015-02-04,17673.02,17664.99,17782.22,17603.21,"102560000"
"1533",2015-02-05,17884.88,17677.26,17889.58,17677.26,"79890000"
"1534",2015-02-06,17824.29,17881.54,17951.09,17764.4,"93610000"
"1535",2015-02-09,17729.21,17821.49,17821.49,17685.32,"81590000"
"1536",2015-02-10,17868.76,17736.15,17890.34,17729.24,"89930000"
"1537",2015-02-11,17862.14,17867.86,17897.21,17759.65,"89890000"
"1538",2015-02-12,17972.38,17862.14,17975.65,17862.14,"117160000"
"1539",2015-02-13,18019.35,17968.65,18037.41,17961.76,"85230000"
"1540",2015-02-17,18047.58,18019.8,18052.01,17951.41,"98760000"
"1541",2015-02-18,18029.85,18045.72,18048.7,17982.2,"75090000"
"1542",2015-02-19,17985.77,18028.67,18028.67,17924.6,"79130000"
"1543",2015-02-20,18140.44,17985.77,18144.29,17878.37,"111390000"
"1544",2015-02-23,18116.84,18140.76,18141.21,18054.84,"83670000"
"1545",2015-02-24,18209.19,18112.57,18231.09,18098.73,"79310000"
"1546",2015-02-25,18224.57,18208.67,18244.38,18182.76,"80480000"
"1547",2015-02-26,18214.42,18224.41,18239.43,18157.07,"81500000"
"1548",2015-02-27,18132.7,18213.26,18213.26,18132.38,"101110000"
"1549",2015-03-02,18288.63,18134.05,18288.63,18122.59,"89790000"
"1550",2015-03-03,18203.37,18281.95,18281.95,18136.88,"83830000"
"1551",2015-03-04,18096.9,18203.37,18203.37,18029.5,"80900000"
"1552",2015-03-05,18135.72,18096.9,18160.35,18087.65,"75840000"
"1553",2015-03-06,17856.78,18135.72,18135.72,17825.15,"113350000"
"1554",2015-03-09,17995.72,17856.56,18031.04,17856.56,"85820000"
"1555",2015-03-10,17662.94,17989.56,17989.56,17662.94,"120450000"
"1556",2015-03-11,17635.39,17662.94,17731.78,17627,"102120000"
"1557",2015-03-12,17895.22,17626.84,17900.1,17620.49,"111550000"
"1558",2015-03-13,17749.31,17889.05,17889.05,17629.89,"113630000"
"1559",2015-03-16,17977.42,17751.24,17988.5,17751.24,"101760000"
"1560",2015-03-17,17849.08,17972.22,17972.22,17785.79,"82560000"
"1561",2015-03-18,18076.19,17846.8,18097.12,17697.52,"130950000"
"1562",2015-03-19,17959.03,18072.58,18072.99,17934.24,"107820000"
"1563",2015-03-20,18127.65,17961.13,18197.29,17961.13,"334250000"
"1564",2015-03-23,18116.04,18136.73,18205.93,18116.04,"98030000"
"1565",2015-03-24,18011.14,18110.87,18149.24,18010.44,"87190000"
"1566",2015-03-25,17718.54,18012.61,18041.97,17718.54,"106590000"
"1567",2015-03-26,17678.23,17716.27,17759.51,17579.27,"117740000"
"1568",2015-03-27,17712.66,17673.63,17729.14,17630.49,"103220000"
"1569",2015-03-30,17976.31,17727.48,18008.64,17727.48,"104040000"
"1570",2015-03-31,17776.12,17965.37,17965.37,17773.02,"119470000"
"1571",2015-04-01,17698.18,17778.52,17778.52,17585.01,"103360000"
"1572",2015-04-02,17763.24,17699.52,17815.03,17673.49,"87370000"
"1573",2015-04-06,17880.85,17755.5,17941.79,17646.8,"100850000"
"1574",2015-04-07,17875.42,17884.32,17983.12,17871.21,"72150000"
"1575",2015-04-08,17902.51,17877.62,17976.2,17822.23,"76820000"
"1576",2015-04-09,17958.73,17897.7,17984.22,17823.1,"86740000"
"1577",2015-04-10,18057.65,17956.73,18066.76,17945.55,"116410000"
"1578",2015-04-13,17977.04,18052.32,18107.57,17974.81,"120090000"
"1579",2015-04-14,18036.7,17979.11,18075.6,17905.48,"82830000"
"1580",2015-04-15,18112.61,18045.71,18160.52,18045.71,"113610000"
"1581",2015-04-16,18105.77,18106.27,18169.26,18063.86,"89520000"
"1582",2015-04-17,17826.3,18102.56,18102.56,17748.53,"138860000"
"1583",2015-04-20,18034.93,17841.18,18092.22,17841.18,"103160000"
"1584",2015-04-21,17949.59,18034.23,18109.7,17929.63,"95180000"
"1585",2015-04-22,18038.27,17950.82,18056.02,17887.76,"91260000"
"1586",2015-04-23,18058.69,18031.9,18133.03,17966.77,"100240000"
"1587",2015-04-24,18080.14,18056.42,18108.87,18009.08,"119130000"
"1588",2015-04-27,18037.97,18097.89,18175.56,18024.66,"121110000"
"1589",2015-04-28,18110.14,18035.9,18119.65,17917.36,"124930000"
"1590",2015-04-29,18035.53,18093.69,18096.46,17953.69,"102080000"
"1591",2015-04-30,17840.52,18033.33,18033.33,17774.89,"129210000"
"1592",2015-05-01,18024.06,17859.27,18028.89,17859.27,"91700000"
"1593",2015-05-04,18070.4,18026.02,18133.76,18026.02,"86010000"
"1594",2015-05-05,17928.2,18062.53,18086.01,17905.71,"95340000"
"1595",2015-05-06,17841.98,17934.81,18019.75,17733.12,"100430000"
"1596",2015-05-07,17924.06,17840.25,17973.07,17796.94,"80920000"
"1597",2015-05-08,18191.11,17933.64,18205.23,17933.64,"94960000"
"1598",2015-05-11,18105.17,18187.78,18199.95,18089.11,"86050000"
"1599",2015-05-12,18068.23,18096.16,18119.18,17924.8,"89270000"
"1600",2015-05-13,18060.49,18070.37,18132.79,18039.2,"85180000"
"1601",2015-05-14,18252.24,18062.49,18255.21,18062.49,"91580000"
"1602",2015-05-15,18272.56,18251.97,18272.72,18215.07,"108220000"
"1603",2015-05-18,18298.88,18267.25,18325.54,18244.26,"79080000"
"1604",2015-05-19,18312.39,18300.48,18351.36,18261.35,"87200000"
"1605",2015-05-20,18285.4,18315.06,18350.13,18272.56,"80190000"
"1606",2015-05-21,18285.74,18285.87,18314.89,18249.9,"84270000"
"1607",2015-05-22,18232.02,18286.87,18286.87,18217.14,"78890000"
"1608",2015-05-26,18041.54,18229.75,18229.75,17990.02,"109440000"
"1609",2015-05-27,18162.99,18045.08,18190.35,18045.08,"96400000"
"1610",2015-05-28,18126.12,18154.14,18154.14,18066.4,"67520000"
"1611",2015-05-29,18010.68,18128.12,18128.12,17967.74,"139810000"
"1612",2015-06-01,18040.37,18017.82,18105.83,17982.06,"85640000"
"1613",2015-06-02,18011.94,18033.33,18091.87,17925.33,"77550000"
"1614",2015-06-03,18076.27,18018.42,18168.09,18010.42,"73120000"
"1615",2015-06-04,17905.58,18072.47,18087.15,17876.95,"93470000"
"1616",2015-06-05,17849.46,17905.38,17940.78,17822.9,"89140000"
"1617",2015-06-08,17766.55,17849.46,17852.35,17760.61,"86300000"
"1618",2015-06-09,17764.04,17766.95,17817.83,17714.97,"90550000"
"1619",2015-06-10,18000.4,17765.38,18045.14,17765.38,"96980000"
"1620",2015-06-11,18039.37,18001.27,18109.77,18001.27,"89490000"
"1621",2015-06-12,17898.84,18035.83,18035.83,17857.07,"83760000"
"1622",2015-06-15,17791.17,17890.76,17890.76,17698.42,"91920000"
"1623",2015-06-16,17904.48,17787.43,17919.62,17774.12,"77510000"
"1624",2015-06-17,17935.74,17909.58,17998,17839.65,"92410000"
"1625",2015-06-18,18115.84,17944.61,18174.73,17944.61,"94460000"
"1626",2015-06-19,18015.95,18116.24,18117.71,18010.58,"258300000"
"1627",2015-06-22,18119.78,18027.63,18181.67,18027.63,"77780000"
"1628",2015-06-23,18144.07,18121.78,18188.81,18108.1,"75970000"
"1629",2015-06-24,17966.07,18139.1,18139.1,17966.07,"104980000"
