"","Dow Jones Industrial Average (DJI)_history.csv Date","Dow Jones Industrial Average (DJI)_history.csv Price","Dow Jones Industrial Average (DJI)_history.csv Open","Dow Jones Industrial Average (DJI)_history.csv High","Dow Jones Industrial Average (DJI)_history.csv Low","Dow Jones Industrial Average (DJI)_history.csv Volume"
"495",2010-12-17,11491.91,11499.02,11542.58,11421.45,"358300000"
"496",2010-12-20,11478.13,11491.3,11561.61,11417.32,"125360000"
"497",2010-12-21,11533.16,11478.36,11585.83,11454.97,"119420000"
"498",2010-12-22,11559.49,11532.17,11600.97,11486.23,"122040000"
"499",2010-12-23,11573.49,11559.11,11615.57,11514.54,"100840000"
"500",2010-12-27,11555.03,11572.81,11597.41,11480.52,"76820000"
"501",2010-12-28,11575.54,11554.8,11624.32,11514.88,"114100000"
"502",2010-12-29,11585.38,11572.74,11655.04,11557.53,"77800000"
"503",2010-12-30,11569.71,11585.83,11614.44,11535.5,"76820000"
"504",2010-12-31,11577.51,11569.33,11612.77,11515.79,"93330000"
"505",2011-01-03,11670.75,11577.43,11750.9,11577.43,"203420000"
"506",2011-01-04,11691.18,11670.9,11766.94,11582.99,"178630000"
"507",2011-01-05,11722.89,11688.76,11775.72,11610.29,"169990000"
"508",2011-01-06,11697.31,11716.93,11795.78,11615.31,"193080000"
"509",2011-01-07,11674.76,11696.86,11761.49,11578.64,"188720000"
"510",2011-01-10,11637.45,11672.34,11698.33,11545.87,"150340000"
"511",2011-01-11,11671.88,11638.51,11756.57,11601.57,"157440000"
"512",2011-01-12,11755.44,11673.62,11814.55,11673.62,"144960000"
"513",2011-01-13,11731.9,11753.7,11803.19,11666.32,"161660000"
"514",2011-01-14,11787.38,11732.2,11827.11,11658.41,"200770000"
"515",2011-01-18,11837.93,11783.82,11909.23,11740.83,"203390000"
"516",2011-01-19,11825.29,11834.21,11922.92,11746.36,"166250000"
"517",2011-01-20,11822.8,11823.7,11890.15,11700.68,"180800000"
"518",2011-01-21,11871.84,11824.76,11960.31,11802.97,"249480000"
"519",2011-01-24,11980.52,11873.5,12021.24,11826.58,"1.84e+08"
"520",2011-01-25,11977.19,11979.08,12072.17,11840.05,"191960000"
"521",2011-01-26,11985.44,11978.85,12069.83,11903.28,"168320000"
"522",2011-01-27,11989.83,11985.36,12066.72,11907.71,"167770000"
"523",2011-01-28,11823.7,11990.36,12047.65,11775.64,"214170000"
"524",2011-01-31,11891.93,11824.46,11951.08,11738.3,"206580000"
"525",2011-02-01,12040.16,11892.5,12082.24,11892.5,"180890000"
"526",2011-02-02,12041.97,12038.27,12104.11,11962.73,"143440000"
"527",2011-02-03,12062.26,12040.68,12105.17,11957.97,"143710000"
"528",2011-02-04,12092.15,12061.65,12125.38,12003.34,"121780000"
"529",2011-02-07,12161.63,12092.38,12219.45,12003.34,"132960000"
"530",2011-02-08,12233.15,12152.7,12258.92,12114.78,"126650000"
"531",2011-02-09,12239.89,12229.59,12304.29,12135.86,"162910000"
"532",2011-02-10,12229.29,12239.66,12291.35,12107.4,"274440000"
"533",2011-02-11,12273.26,12227.78,12326.85,12138.4,"184280000"
"534",2011-02-14,12268.19,12266.83,12327,12185.21,"146350000"
"535",2011-02-15,12226.64,12266.75,12293.47,12146.27,"142580000"
"536",2011-02-16,12288.17,12219.79,12338.43,12195.54,"146270000"
"537",2011-02-18,12391.25,12318.6,12417.97,12265.16,"230040000"
"538",2011-02-22,12212.79,12389.74,12394.7,12142.97,"201860000"
"539",2011-02-23,12105.78,12211.81,12289.84,12007.39,"213480000"
"540",2011-02-24,12068.5,12104.64,12202.69,11960.62,"190860000"
"541",2011-02-25,12130.45,12060.93,12202.2,12043.83,"147540000"
"542",2011-02-28,12226.34,12130.22,12293.47,12112.28,"199560000"
"543",2011-03-01,12058.02,12226.57,12304.03,12036,"183240000"
"544",2011-03-02,12066.8,12057.34,12154.97,11970.08,"147270000"
"545",2011-03-03,12258.2,12068.01,12317.84,12068.01,"157840000"
"546",2011-03-04,12169.88,12258.88,12306.26,12056.81,"166700000"
"547",2011-03-07,12090.03,12171.09,12268.87,12025.51,"176200000"
"548",2011-03-08,12214.38,12085.8,12276.37,12039.02,"158610000"
"549",2011-03-09,12213.09,12211.16,12293.74,12106.68,"128360000"
"550",2011-03-10,11984.61,12211.43,12211.43,11924.48,"180660000"
"551",2011-03-11,12044.4,11976.96,12087.01,11936.32,"143670000"
"552",2011-03-14,11993.16,12042.13,12058.44,11873.43,"1.63e+08"
"553",2011-03-15,11855.42,11988.69,11988.69,11648.5,"221930000"
"554",2011-03-16,11613.3,11854.13,11862.08,11548.14,"254070000"
"555",2011-03-17,11774.59,11614.82,11842.55,11614.82,"182260000"
"556",2011-03-18,11858.52,11777.23,11971.14,11777.23,"355050000"
"557",2011-03-21,12036.53,11860.11,12117.88,11860.11,"143400000"
"558",2011-03-22,12018.63,12036.37,12096.01,11965.38,"115660000"
"559",2011-03-23,12086.02,12018.4,12131.89,11936.7,"133940000"
"560",2011-03-24,12170.56,12087.54,12221.08,12064.6,"131620000"
"561",2011-03-25,12220.59,12170.71,12290.29,12143.62,"129790000"
"562",2011-03-28,12197.88,12221.19,12272.92,12197.88,"123070000"
"563",2011-03-29,12279.01,12193.87,12310.35,12141.65,"129030000"
"564",2011-03-30,12350.61,12280.07,12413.43,12271.52,"140340000"
"565",2011-03-31,12319.73,12350.84,12422.96,12277.05,"186140000"
"566",2011-04-01,12376.72,12321.02,12454.52,12301.11,"147600000"
"567",2011-04-04,12400.03,12374.6,12445.75,12331.35,"114660000"
"568",2011-04-05,12393.9,12402.08,12474.5,12320.34,"142340000"
"569",2011-04-06,12426.75,12386.66,12499.03,12347.13,"182350000"
"570",2011-04-07,12409.49,12426.45,12471.7,12307.62,"158590000"
"571",2011-04-08,12380.05,12409.8,12475.03,12310.46,"122820000"
"572",2011-04-11,12381.11,12380.43,12476.93,12319.35,"109950000"
"573",2011-04-12,12263.58,12381.04,12381.04,12185.09,"137260000"
"574",2011-04-13,12270.99,12263.73,12372.94,12203.63,"118950000"
"575",2011-04-14,12285.15,12270.24,12332.71,12137.98,"140670000"
"576",2011-04-15,12341.83,12285.45,12402.61,12238.34,"234710000"
"577",2011-04-18,12201.59,12339.71,12339.79,12093.89,"190220000"
"578",2011-04-19,12266.75,12201.44,12320.53,12163.29,"149870000"
"579",2011-04-20,12453.54,12279.17,12530.96,12279.17,"203900000"
"580",2011-04-21,12505.99,12453.62,12563.89,12377.82,"166640000"
"581",2011-04-25,12479.88,12505.99,12547.5,12401.02,"128660000"
"582",2011-04-26,12595.37,12480.86,12652.17,12448.32,"183980000"
"583",2011-04-27,12690.96,12592.23,12729.41,12518.55,"160560000"
"584",2011-04-28,12763.31,12689.75,12807.36,12617.43,"148760000"
"585",2011-04-29,12810.54,12763.39,12885.92,12711.85,"378620000"
"586",2011-05-02,12807.36,12810.16,12928.45,12754.53,"150960000"
"587",2011-05-03,12807.51,12806.38,12891.44,12700.72,"191510000"
"588",2011-05-04,12723.58,12806.29,12852.81,12632.46,"193720000"
"589",2011-05-05,12584.17,12723.65,12757.26,12504.85,"176950000"
"590",2011-05-06,12638.74,12580.76,12788.78,12580.76,"168320000"
"591",2011-05-09,12684.68,12637.83,12751.35,12591.59,"133940000"
"592",2011-05-10,12760.36,12685.13,12806.6,12665.45,"1.56e+08"
"593",2011-05-11,12630.03,12745.87,12748.21,12577.21,"200680000"
"594",2011-05-12,12695.92,12629.81,12746.09,12497.97,"216500000"
"595",2011-05-13,12595.75,12695.65,12749.08,12522.79,"169940000"
"596",2011-05-16,12548.37,12594.84,12676.66,12482.07,"192310000"
"597",2011-05-17,12479.58,12541.18,12591.51,12342.29,"192830000"
"598",2011-05-18,12560.18,12471.78,12595.6,12402.15,"175120000"
"599",2011-05-19,12605.32,12561.46,12673.78,12506.67,"158470000"
"600",2011-05-20,12512.04,12604.64,12630.11,12453.96,"174980000"
"601",2011-05-23,12381.26,12511.29,12511.29,12292.49,"150720000"
"602",2011-05-24,12356.21,12381.87,12465.8,12315.42,"145920000"
"603",2011-05-25,12394.66,12355.45,12462.28,12271.9,"145740000"
"604",2011-05-26,12402.76,12391.56,12456.08,12285.75,"149070000"
"605",2011-05-27,12441.58,12398.06,12519.35,12382.93,"126030000"
"606",2011-05-31,12569.79,12443.4,12611.68,12443.4,"208290000"
"607",2011-06-01,12290.14,12569.34,12569.34,12273.41,"183020000"
"608",2011-06-02,12248.55,12289.61,12359.31,12171.39,"156370000"
"609",2011-06-03,12151.26,12247.87,12247.87,12061.96,"157740000"
"610",2011-06-06,12089.96,12151.19,12201.44,12045.76,"166600000"
"611",2011-06-07,12070.81,12090.18,12214.46,12055.64,"162610000"
"612",2011-06-08,12048.94,12066.5,12145.21,11981.28,"156870000"
"613",2011-06-09,12124.36,12049.47,12205.49,12038.49,"149700000"
"614",2011-06-10,11951.91,12124.17,12124.17,11912.03,"178310000"
"615",2011-06-13,11952.97,11945.33,12066.46,11883.15,"153370000"
"616",2011-06-14,12076.11,11951.38,12156.52,11951.38,"159620000"
"617",2011-06-15,11897.27,12075.2,12075.2,11841.87,"182500000"
"618",2011-06-16,11961.52,11896.13,12023.39,11821.96,"189500000"
"619",2011-06-17,12004.36,11962.58,12109.11,11952.55,"342010000"
"620",2011-06-20,12080.38,12004.28,12129.54,11942.07,"127250000"
"621",2011-06-21,12190.01,12081.33,12248.97,12059.46,"147570000"
"622",2011-06-22,12109.67,12189.63,12242.31,12082.43,"125330000"
"623",2011-06-23,12050,12108.5,12108.5,11841.19,"206760000"
"624",2011-06-24,11934.58,12049.24,12082.65,11892.95,"279660000"
"625",2011-06-27,12043.56,11934.73,12113.5,11907.71,"177920000"
"626",2011-06-28,12188.69,12042.28,12225.89,12042.28,"135050000"
"627",2011-06-29,12261.42,12187.63,12311.03,12148.88,"158720000"
"628",2011-06-30,12414.34,12262.1,12464.63,12262.1,"179980000"
"629",2011-07-01,12582.77,12412.07,12614.56,12375.55,"141870000"
"630",2011-07-05,12569.87,12583,12642.9,12504.1,"122990000"
"631",2011-07-06,12626.02,12562.47,12668.03,12507.84,"132330000"
"632",2011-07-07,12719.49,12628.37,12753.89,12628.37,"153740000"
"633",2011-07-08,12657.2,12717.9,12717.9,12541.33,"131150000"
"634",2011-07-11,12505.76,12655.77,12655.77,12443.4,"133250000"
"635",2011-07-12,12446.88,12505.46,12603.77,12423.27,"162640000"
"636",2011-07-13,12491.61,12447.33,12635.52,12447.33,"139970000"
"637",2011-07-14,12437.12,12492.67,12602.3,12398.94,"140810000"
"638",2011-07-15,12479.73,12437.8,12539.21,12374.75,"215420000"
"639",2011-07-18,12385.16,12475.11,12475.11,12276.59,"148950000"
"640",2011-07-19,12587.42,12385.96,12636.62,12385.96,"167550000"
"641",2011-07-20,12571.91,12583.75,12654.37,12499.4,"140340000"
"642",2011-07-21,12724.41,12567.14,12794,12567.14,"188410000"
"643",2011-07-22,12681.16,12724.71,12768.31,12605.59,"136760000"
"644",2011-07-25,12592.8,12679.72,12682.97,12509.58,"128760000"
"645",2011-07-26,12501.3,12592.12,12618.11,12457.25,"145140000"
"646",2011-07-27,12302.55,12498.65,12499.48,12275.38,"182770000"
"647",2011-07-28,12240.11,12301.95,12412.48,12200.99,"148710000"
"648",2011-07-29,12143.24,12239.28,12262.74,12044.21,"230920000"
"649",2011-08-01,12132.49,12144.3,12320.94,11978.55,"182820000"
"650",2011-08-02,11866.62,12130.22,12152.96,11857.91,"207060000"
"651",2011-08-03,11896.44,11863.89,11957.63,11678.69,"198220000"
"652",2011-08-04,11383.68,11893.79,11893.79,11365.74,"300760000"
"653",2011-08-05,11444.61,11384.29,11634.04,11126.32,"406310000"
"654",2011-08-08,10809.85,11433.93,11433.93,10779.05,"479980000"
"655",2011-08-09,11239.77,10810.91,11251.08,10588.55,"431420000"
"656",2011-08-10,10719.94,11227.92,11227.92,10662.04,"396300000"
"657",2011-08-11,11143.31,10729.85,11278.9,10729.85,"393190000"
"658",2011-08-12,11269.02,11143.46,11346.67,11142.18,"228040000"
"659",2011-08-15,11482.9,11269.85,11484.6,11269.85,"188120000"
"660",2011-08-16,11405.93,11480.48,11488.01,11292.63,"187800000"
"661",2011-08-17,11410.21,11392.01,11529.67,11322.3,"171280000"
"662",2011-08-18,10990.58,11406.27,11406.5,10881.6,"308520000"
"663",2011-08-19,10817.65,10989.75,11086.4,10801.41,"336370000"
"664",2011-08-22,10854.65,10820.37,11020.55,10820.37,"226720000"
"665",2011-08-23,11176.76,10854.58,11176.84,10854.43,"244130000"
"666",2011-08-24,11320.71,11175.78,11331.57,11113.04,"227380000"
"667",2011-08-25,11149.82,11321.02,11406.39,11106.76,"255050000"
"668",2011-08-26,11284.54,11145.2,11326.43,10929.2,"244400000"
"669",2011-08-29,11539.25,11286.65,11541.78,11286.58,"177540000"
"670",2011-08-30,11559.95,11532.13,11630.07,11429.39,"182090000"
"671",2011-08-31,11613.53,11560.48,11712.6,11528.08,"229740000"
"672",2011-09-01,11493.57,11613.3,11716.84,11488.46,"178110000"
"673",2011-09-02,11240.26,11492.06,11492.14,11211.35,"174660000"
"674",2011-09-06,11139.3,11237.31,11237.46,10932.53,"217420000"
"675",2011-09-07,11414.86,11137.63,11414.86,11137.63,"166320000"
"676",2011-09-08,11295.81,11414.86,11477.3,11283.74,"173040000"
"677",2011-09-09,10992.13,11294.6,11294.83,10935.64,"228160000"
"678",2011-09-12,11061.12,10990.01,11062.03,10824.76,"197160000"
"679",2011-09-13,11105.85,11054.99,11140.85,10987.18,"189980000"
"680",2011-09-14,11246.73,11106.83,11386.78,10993.84,"192600000"
"681",2011-09-15,11433.18,11247.72,11433.4,11247.49,"172080000"
"682",2011-09-16,11509.09,11433.71,11532.47,11407.41,"425900000"
"683",2011-09-19,11401.01,11506.67,11506.82,11255.25,"157580000"
"684",2011-09-20,11408.66,11401.47,11550.22,11373.92,"157060000"
"685",2011-09-21,11124.84,11408.58,11447.86,11117.28,"221860000"
"686",2011-09-22,10733.83,11121.89,11122.12,10597.14,"306170000"
"687",2011-09-23,10771.48,10732.77,10808.49,10638.73,"223140000"
"688",2011-09-26,11043.86,10771.78,11057.49,10771.78,"225620000"
"689",2011-09-27,11190.69,11045.23,11369.3,11045.23,"212700000"
"690",2011-09-28,11010.9,11189.1,11317.08,10996.98,"172410000"
"691",2011-09-29,11153.98,11012.79,11271.14,10965.45,"191340000"
"692",2011-09-30,10913.38,11152.32,11152.39,10909.52,"213200000"
"693",2011-10-03,10655.3,10912.1,10979.19,10653.34,"242870000"
"694",2011-10-04,10808.71,10651.44,10825.44,10404.49,"267440000"
"695",2011-10-05,10939.95,10800.47,10950.89,10738.1,"226440000"
"696",2011-10-06,11123.33,10939.87,11132.6,10858.67,"190040000"
"697",2011-10-07,11103.12,11123.41,11232.05,11051.13,"188080000"
"698",2011-10-10,11433.18,11104.56,11433.33,11104.56,"144270000"
"699",2011-10-11,11416.3,11432.8,11447.86,11365.67,"133360000"
"700",2011-10-12,11518.85,11417.36,11625.3,11417.28,"188130000"
"701",2011-10-13,11478.13,11518.09,11518.09,11377.82,"143990000"
"702",2011-10-14,11644.49,11478.97,11646.83,11478.66,"133570000"
"703",2011-10-17,11397,11643.35,11643.35,11378.35,"140360000"
"704",2011-10-18,11577.05,11396.17,11652.74,11296.12,"201410000"
"705",2011-10-19,11504.62,11577.54,11633.7,11469.17,"169580000"
"706",2011-10-20,11541.78,11502.13,11581.25,11391.14,"166100000"
"707",2011-10-21,11808.79,11543.22,11812.46,11542.84,"2.64e+08"
"708",2011-10-24,11913.62,11807.96,11940.75,11805.77,"161870000"
"709",2011-10-25,11706.62,11912.63,11912.86,11682.52,"161450000"
"710",2011-10-26,11869.04,11707.76,11891.21,11694.36,"183730000"
"711",2011-10-27,12208.55,11872.07,12284.31,11872.07,"251640000"
"712",2011-10-28,12231.11,12207.34,12251.92,12164.24,"163620000"
"713",2011-10-31,11955.01,12229.22,12229.29,11954.41,"185790000"
"714",2011-11-01,11657.96,11951.53,11951.76,11630.03,"218290000"
"715",2011-11-02,11836.04,11658.49,11876.83,11658.49,"154140000"
"716",2011-11-03,12044.47,11835.59,12065.93,11835.43,"158170000"
"717",2011-11-04,11983.24,12043.41,12043.49,11850.31,"126150000"
"718",2011-11-07,12068.39,11983.02,12074.44,11880.69,"122110000"
"719",2011-11-08,12170.18,12055.52,12187.51,12002.17,"144950000"
"720",2011-11-09,11780.94,12166.4,12166.4,11736.93,"180200000"
"721",2011-11-10,11893.79,11780.03,11961.14,11779.88,"168470000"
"722",2011-11-11,12153.68,11896.28,12179.72,11896.28,"134520000"
"723",2011-11-14,12078.98,12153,12170.56,12027.03,"119610000"
"724",2011-11-15,12096.16,12077.92,12165.11,12001.26,"145110000"
"725",2011-11-16,11905.59,12084.74,12109.03,11890.57,"166220000"
"726",2011-11-17,11770.73,11905.67,11948.43,11676.35,"169830000"
"727",2011-11-18,11796.16,11768.98,11854.81,11755.82,"181240000"
"728",2011-11-21,11547.31,11795.55,11795.7,11454.07,"170960000"
"729",2011-11-22,11493.72,11542.39,11571.75,11433.97,"148570000"
"730",2011-11-23,11257.55,11492.74,11492.82,11257.55,"152220000"
"731",2011-11-25,11231.78,11251.88,11361.47,11231.56,"87480000"
"732",2011-11-28,11523.01,11232.47,11562.1,11232.16,"204950000"
"733",2011-11-29,11555.63,11523.01,11624.01,11517.04,"156950000"
"734",2011-11-30,12045.68,11559.27,12045.68,11559.27,"286790000"
"735",2011-12-01,12020.03,12046.21,12062.64,11974.62,"143700000"
"736",2011-12-02,12019.42,12022.37,12146.68,12007.12,"150110000"
"737",2011-12-05,12097.83,12021.54,12186.53,12021.46,"153830000"
"738",2011-12-06,12150.13,12097.75,12215.71,12076.71,"145920000"
"739",2011-12-07,12196.37,12144.41,12257.67,12060.37,"168440000"
"740",2011-12-08,11997.7,12195.91,12195.91,11966.22,"165880000"
"741",2011-12-09,12184.26,11996.03,12212.83,11995.51,"154250000"
"742",2011-12-12,12021.39,12181.08,12181.38,11940.86,"149050000"
"743",2011-12-13,11954.94,12018.66,12147.7,11904.38,"171910000"
"744",2011-12-14,11823.48,11949.72,11950.02,11786.47,"161240000"
"745",2011-12-15,11868.81,11825.29,11967.84,11825.22,"136930000"
"746",2011-12-16,11866.39,11870.25,11968.18,11819.31,"389520000"
"747",2011-12-19,11766.26,11866.54,11925.88,11735.19,"135180000"
"748",2011-12-20,12103.58,11769.21,12117.13,11768.83,"165180000"
"749",2011-12-21,12107.74,12103.28,12119.7,11999.44,"163250000"
"750",2011-12-22,12169.65,12107.59,12182.71,12107.37,"151610000"
"751",2011-12-23,12294,12169.8,12297.44,12169.8,"80420000"
"752",2011-12-27,12291.35,12293.47,12328.47,12269.97,"95980000"
"753",2011-12-28,12151.41,12288.85,12299.11,12140.17,"84010000"
"754",2011-12-29,12287.04,12152.09,12293.96,12152.09,"84610000"
"755",2011-12-30,12217.56,12286.13,12290.06,12213.78,"96670000"
"756",2012-01-03,12397.38,12221.19,12479.65,12221.19,"152560000"
"757",2012-01-04,12418.42,12392.46,12430,12337.25,"145130000"
"758",2012-01-05,12415.7,12418.42,12435.98,12283.9,"158440000"
"759",2012-01-06,12359.92,12407.45,12415.24,12332.41,"131120000"
"760",2012-01-09,12392.69,12359.31,12409.08,12333.85,"122200000"
"761",2012-01-10,12462.47,12394.51,12514.69,12394.51,"141230000"
"762",2012-01-11,12449.45,12459.52,12462.58,12399.01,"130260000"
"763",2012-01-12,12471.02,12449.91,12483.7,12385.08,"128230000"
"764",2012-01-13,12422.06,12469.96,12470.12,12311.79,"161470000"
"765",2012-01-17,12482.07,12423.12,12573.65,12423.12,"148670000"
"766",2012-01-18,12578.95,12474.69,12582.28,12453.2,"154170000"
"767",2012-01-19,12623.98,12578.19,12625.8,12563.58,"148020000"
"768",2012-01-20,12720.48,12623.83,12720.48,12620.76,"255100000"
"769",2012-01-23,12708.82,12720.25,12764.49,12665.83,"149860000"
"770",2012-01-24,12675.75,12708.37,12708.52,12613.54,"125420000"
"771",2012-01-25,12756.96,12673.63,12778.26,12580.12,"137540000"
"772",2012-01-26,12734.63,12757.33,12841.95,12695.16,"130840000"
"773",2012-01-27,12660.46,12733.95,12733.95,12630.72,"164410000"
"774",2012-01-30,12653.72,12659.17,12659.32,12529.41,"130430000"
"775",2012-01-31,12632.91,12654.78,12720.1,12567.33,"168070000"
"776",2012-02-01,12716.46,12632.76,12784.62,12632.76,"143500000"
"777",2012-02-02,12705.41,12716.54,12741.89,12676.05,"114360000"
"778",2012-02-03,12862.23,12705.04,12869.95,12704.96,"142840000"
"779",2012-02-06,12845.13,12860.72,12860.79,12793.43,"108040000"
"780",2012-02-07,12878.2,12844.37,12903.71,12782.57,"116150000"
"781",2012-02-08,12883.95,12865.79,12893.64,12817.69,"138250000"
"782",2012-02-09,12890.46,12884.41,12924.71,12846.41,"157080000"
"783",2012-02-10,12801.23,12889.55,12889.63,12743.56,"123620000"
"784",2012-02-13,12874.04,12799.11,12887.93,12799.11,"112240000"
"785",2012-02-14,12878.28,12871.77,12878.88,12786.93,"120050000"
"786",2012-02-15,12780.95,12864.65,12899.47,12753.62,"127560000"
"787",2012-02-16,12904.08,12779.81,12914,12779.58,"134450000"
"788",2012-02-17,12949.87,12903.33,12967.92,12903.25,"234650000"
"789",2012-02-21,12965.69,12949.34,13005.04,12926.11,"164780000"
"790",2012-02-22,12938.67,12966.22,12977.91,12914.83,"124200000"
"791",2012-02-23,12984.69,12937.08,12996.08,12882.67,"120480000"
"792",2012-02-24,12982.95,12981.2,13013.82,12950.59,"89440000"
"793",2012-02-27,12981.51,12981.13,13027.52,12882.59,"143530000"
"794",2012-02-28,13005.12,12976.74,13021.51,12952.82,"114490000"
"795",2012-02-29,12952.07,13005.42,13055.75,12929.66,"182460000"
"796",2012-03-01,12980.3,12952.29,13032.67,12943.06,"139670000"
"797",2012-03-02,12977.57,12980.75,12997.51,12927.77,"93900000"
"798",2012-03-05,12962.81,12977.34,12977.34,12883.91,"108630000"
"799",2012-03-06,12759.15,12958.65,12958.73,12734.86,"142330000"
"800",2012-03-07,12837.33,12756.12,12857.73,12751.51,"175110000"
"801",2012-03-08,12907.94,12835.53,12937.19,12835.53,"103530000"
"802",2012-03-09,12922.02,12908.62,12968.79,12906.43,"103240000"
"803",2012-03-12,12959.71,12920.58,12976.36,12919.98,"1e+08"
"804",2012-03-13,13177.68,12953.2,13180.4,12953.13,"163130000"
"805",2012-03-14,13194.1,13177.15,13221.27,13166.25,"163610000"
"806",2012-03-15,13252.76,13192.97,13253.51,13170.19,"161650000"
"807",2012-03-16,13232.62,13253.51,13289.08,13231.45,"392620000"
"808",2012-03-19,13239.13,13231.94,13269.71,13208.63,"147120000"
"809",2012-03-20,13170.19,13238.45,13238.45,13123.38,"131660000"
"810",2012-03-21,13124.62,13170.79,13190.02,13112.93,"124860000"
"811",2012-03-22,13046.14,13124.4,13124.47,13017.42,"122060000"
"812",2012-03-23,13080.73,13045.99,13099.91,13002.77,"129930000"
"813",2012-03-26,13241.63,13082.62,13243.86,13082.39,"122080000"
"814",2012-03-27,13197.73,13242.09,13264.98,13194.33,"129280000"
"815",2012-03-28,13126.21,13195.39,13212.64,13069.26,"141540000"
"816",2012-03-29,13145.82,13125.99,13151.57,13032.67,"136250000"
"817",2012-03-30,13212.04,13147.94,13224.49,13147.78,"171190000"
"818",2012-04-02,13264.49,13211.36,13297.11,13153.69,"108790000"
"819",2012-04-03,13199.55,13258.96,13265.36,13131.21,"123980000"
"820",2012-04-04,13074.75,13198.19,13198.19,13020.86,"1.25e+08"
"821",2012-04-05,13060.14,13067.18,13088.11,13012.46,"109530000"
"822",2012-04-09,12929.59,13057.57,13057.72,12903.78,"105580000"
"823",2012-04-10,12715.93,12929.44,12929.59,12710.56,"159290000"
"824",2012-04-11,12805.39,12716.92,12844.82,12716.92,"125210000"
"825",2012-04-12,12986.58,12806.45,12986.96,12806.3,"119780000"
"826",2012-04-13,12849.59,12986.2,12986.35,12845.28,"140990000"
"827",2012-04-16,12921.41,12850.88,12986.77,12850.8,"120990000"
"828",2012-04-17,13115.54,12921.79,13131.36,12921.79,"115320000"
"829",2012-04-18,13032.75,13114.56,13114.56,13027.49,"113520000"
"830",2012-04-19,12964.1,13028.73,13080.2,12896.82,"139810000"
"831",2012-04-20,13029.26,12964.48,13082.54,12964.25,"212080000"
"832",2012-04-23,12927.17,13028.2,13028.2,12845.58,"139370000"
"833",2012-04-24,13001.56,12927.77,13050.3,12926.49,"134110000"
"834",2012-04-25,13090.72,12997.69,13105.7,12993.6,"135260000"
"835",2012-04-26,13204.62,13090.11,13227.82,13075.96,"107570000"
"836",2012-04-27,13228.31,13204.7,13266.68,13192.21,"110850000"
"837",2012-04-30,13213.63,13228.31,13228.76,13176.01,"127870000"
"838",2012-05-01,13279.32,13214.16,13338.66,13174.65,"123400000"
"839",2012-05-02,13268.57,13278.11,13278.11,13192.21,"100770000"
"840",2012-05-03,13206.59,13267.59,13284.09,13175.64,"102090000"
"841",2012-05-04,13038.27,13204.62,13205,13022.34,"113790000"
"842",2012-05-07,13008.53,13035.85,13049.09,12970,"110080000"
"843",2012-05-08,12932.09,13000.73,13000.73,12810.39,"138620000"
"844",2012-05-09,12835.06,12921.81,12921.81,12748.48,"147460000"
"845",2012-05-10,12855.04,12831.58,12931.71,12820.3,"151650000"
"846",2012-05-11,12820.6,12851.79,12918.01,12779.28,"148370000"
"847",2012-05-14,12695.35,12818.49,12818.86,12661.48,"143190000"
"848",2012-05-15,12632,12695.05,12758.43,12608.16,"156060000"
"849",2012-05-16,12598.55,12617.32,12722.63,12597.34,"143130000"
"850",2012-05-17,12442.49,12598.32,12611.42,12440.52,"147430000"
"851",2012-05-18,12369.38,12443.02,12492.97,12336.76,"240720000"
"852",2012-05-21,12504.48,12369.15,12508.11,12367.72,"142110000"
"853",2012-05-22,12502.81,12505.38,12575.96,12447.33,"133650000"
"854",2012-05-23,12496.15,12501.52,12508.3,12311.56,"152190000"
"855",2012-05-24,12529.75,12491.91,12539.59,12419.63,"126810000"
"856",2012-05-25,12454.83,12530.74,12533.12,12421.53,"9.3e+07"
"857",2012-05-29,12580.69,12454.83,12611.61,12454.6,"107510000"
"858",2012-05-30,12419.86,12579.02,12579.1,12396.4,"122830000"
"859",2012-05-31,12393.45,12414.41,12489.87,12316.48,"205140000"
"860",2012-06-01,12118.57,12391.56,12391.63,12107.48,"162940000"
"861",2012-06-04,12101.46,12119.85,12143.69,12035.09,"126440000"
"862",2012-06-05,12127.95,12101.08,12147.55,12072.17,"108970000"
"863",2012-06-06,12414.79,12125,12414.79,12125,"140110000"
"864",2012-06-07,12460.96,12416.53,12555.26,12416.53,"131150000"
"865",2012-06-08,12554.2,12460.81,12554.2,12398.44,"111810000"
"866",2012-06-11,12411.23,12553.81,12650.47,12398.48,"121060000"
"867",2012-06-12,12573.8,12412.07,12577.02,12411.91,"111360000"
"868",2012-06-13,12496.38,12566.38,12598.25,12453.69,"125780000"
"869",2012-06-14,12651.91,12497.89,12698.68,12497.66,"128640000"
"870",2012-06-15,12767.17,12652.21,12774.7,12651.38,"284290000"
"871",2012-06-18,12741.82,12767.02,12781.93,12696.18,"111280000"
"872",2012-06-19,12837.33,12744.62,12898.94,12744.47,"125180000"
"873",2012-06-20,12824.39,12837.1,12877.18,12744.92,"119110000"
"874",2012-06-21,12573.57,12823.1,12857.39,12561.46,"146750000"
"875",2012-06-22,12640.78,12574.82,12674.08,12574.67,"209990000"
"876",2012-06-25,12502.66,12639.8,12639.87,12458.01,"134090000"
"877",2012-06-26,12534.67,12503.57,12576.41,12452.03,"109280000"
"878",2012-06-27,12627.01,12532.93,12646.87,12532.71,"97950000"
