"","RTSI (IRTS)_history.csv Date","RTSI (IRTS)_history.csv Price","RTSI (IRTS)_history.csv Open","RTSI (IRTS)_history.csv High","RTSI (IRTS)_history.csv Low","RTSI (IRTS)_history.csv Volume"
"491",2010-12-22,1764.04,1755.79,1768.26,1755.22,
"492",2010-12-23,1765.51,1763.57,1767.62,1760.03,
"493",2010-12-24,1769.57,1765.39,1771.91,1765.02,
"494",2010-12-27,1764.39,1769.11,1770.88,1760.27,
"495",2010-12-28,1769.41,1763.75,1776.17,1763.37,
"496",2010-12-29,1767.82,1769.41,1774.26,1761.6,
"497",2010-12-30,1770.28,1767.82,1770.28,1761.16,
"498",2010-12-31,1772.53,1770.28,1772.53,1770.28,
"499",2011-01-11,1802.23,1770.27,1802.23,1767.8,
"500",2011-01-12,1868.94,1802.23,1868.94,1800.24,
"501",2011-01-13,1878.14,1868.94,1887.59,1865.91,
"502",2011-01-14,1870.09,1879.3,1884.84,1860.28,
"503",2011-01-17,1901.61,1870.09,1906.83,1870.09,
"504",2011-01-18,1900.94,1901.61,1922.15,1890.16,
"505",2011-01-19,1902.75,1900.76,1918.15,1898.59,
"506",2011-01-20,1868.46,1902.75,1905.48,1866.44,
"507",2011-01-21,1884.76,1868.46,1890.07,1857.49,
"508",2011-01-24,1861.66,1884.5,1889.97,1848.87,
"509",2011-01-25,1863.33,1861.46,1877.17,1851.69,
"510",2011-01-26,1894.92,1863.33,1895.54,1857.01,
"511",2011-01-27,1911.48,1894.92,1911.82,1886.76,
"512",2011-01-28,1885.53,1911.48,1912.33,1883.81,
"513",2011-01-31,1870.31,1884.09,1884.09,1853.62,
"514",2011-02-01,1910.01,1870.31,1911.68,1869.86,
"515",2011-02-02,1931.38,1910.01,1943.49,1910.01,
"516",2011-02-03,1917.07,1931.38,1945.71,1914.47,
"517",2011-02-04,1928.58,1917.07,1938.9,1916.78,
"518",2011-02-07,1935.15,1928.58,1940.39,1913.83,
"519",2011-02-08,1910.5,1935.15,1947.08,1908.77,
"520",2011-02-09,1900.28,1910.5,1919.67,1888.46,
"521",2011-02-10,1846.92,1900.28,1901.37,1846.92,
"522",2011-02-11,1881.9,1846.92,1885.47,1845.49,
"523",2011-02-14,1879.56,1881.9,1905.66,1874.62,
"524",2011-02-15,1865.99,1879.56,1891.7,1863.95,
"525",2011-02-16,1877.44,1865.99,1880.33,1860.42,
"526",2011-02-17,1871.59,1877.44,1893.33,1871.49,
"527",2011-02-18,1868.4,1869.06,1878.2,1857.53,
"528",2011-02-21,1889.33,1868.4,1894.43,1862.38,
"529",2011-02-22,1874.76,1889.33,1898.67,1856.98,
"530",2011-02-24,1901.14,1874.76,1908.38,1863.13,
"531",2011-02-25,1932.82,1901.14,1932.82,1898.78,
"532",2011-02-28,1969.91,1932.82,1972.5,1929.49,
"533",2011-03-01,1962.66,1971.46,1990,1957.64,
"534",2011-03-02,1991.29,1968.03,1992.25,1953.26,
"535",2011-03-03,2017.82,1991.29,2029.27,1989.59,
"536",2011-03-04,2012.68,2017.82,2025.91,2004.8,
"537",2011-03-05,2025.17,2012.68,2026.25,2009.23,
"538",2011-03-09,2012.22,2028.02,2032.58,2002.14,
"539",2011-03-10,1949.35,2012.22,2012.62,1947.36,
"540",2011-03-11,1929.59,1949.35,1951.34,1921.13,
"541",2011-03-14,1944.91,1929.59,1962.86,1918.61,
"542",2011-03-15,1906.83,1944.91,1958.77,1890.06,
"543",2011-03-16,1915.95,1906.83,1944.72,1904.19,
"544",2011-03-17,1945.74,1915.95,1950,1895.12,
"545",2011-03-18,1962.92,1945.74,1973.03,1942.85,
"546",2011-03-21,1981.98,1962.92,1986.63,1960.72,
"547",2011-03-22,1976.38,1981.98,1991.01,1965.73,
"548",2011-03-23,1997,1976.38,1998.56,1966.53,
"549",2011-03-24,2027.89,1997,2027.89,1992.94,
"550",2011-03-25,2041.49,2030.42,2042.24,2022.42,
"551",2011-03-28,2045.06,2043.3,2047.13,2025.96,
"552",2011-03-29,2018.74,2045.06,2046.64,2009.28,
"553",2011-03-30,2035.92,2018.74,2040.19,2017.26,
"554",2011-03-31,2044.2,2035.92,2047.8,2035.92,
"555",2011-04-01,2076.78,2044.2,2076.81,2036.1,
"556",2011-04-04,2092.32,2080.91,2101.26,2054.4,
"557",2011-04-05,2088.64,2092.32,2104.01,2073.46,
"558",2011-04-06,2110.9,2088.64,2116.11,2088.64,
"559",2011-04-07,2089.52,2110.9,2110.9,2084.62,
"560",2011-04-08,2123.56,2089.52,2124.02,2087.47,
"561",2011-04-11,2113.55,2123.56,2134.23,2104.07,
"562",2011-04-12,2062.52,2113.55,2114.48,2054.14,
"563",2011-04-13,2062.47,2062.52,2066.94,2046.76,
"564",2011-04-14,2028.67,2062.47,2065.1,2010.2,
"565",2011-04-15,2030.32,2028.67,2042.13,2020.77,
"566",2011-04-18,1950.15,2030.32,2039.5,1944.44,
"567",2011-04-19,1988.12,1950.07,1988.12,1940.67,
"568",2011-04-20,2030.97,1988.12,2036.46,1981.94,
"569",2011-04-21,2040.6,2030.97,2059.16,2028.39,
"570",2011-04-22,2049.03,2039.9,2053.86,2039.16,
"571",2011-04-25,2030.93,2049.03,2074.71,2029.62,
"572",2011-04-26,2033.32,2030.93,2042.7,2013.79,
"573",2011-04-27,2017.64,2033.32,2048.19,2012.6,
"574",2011-04-28,2028.94,2015.6,2053.87,2012.57,
"575",2011-04-29,2026.94,2028.94,2034.8,2011.34,
"576",2011-05-03,1976.74,2026.94,2036.19,1976.16,
"577",2011-05-04,1949.94,1976.91,1990.63,1943.95,
"578",2011-05-05,1916.33,1950.05,1965.33,1904.74,
"579",2011-05-06,1936.29,1916.33,1938.37,1875.98,
"580",2011-05-10,1927.82,1936.29,1940.13,1905.88,
"581",2011-05-11,1908.46,1927.64,1950.96,1904.75,
"582",2011-05-12,1864.95,1908.46,1911.24,1846.4,
"583",2011-05-13,1866.3,1864.95,1890.02,1861.46,
"584",2011-05-16,1846.32,1866.3,1867.09,1824.98,
"585",2011-05-17,1828.89,1846.32,1855.54,1821.11,
"586",2011-05-18,1849.6,1827.8,1860.29,1822.34,
"587",2011-05-19,1859.14,1849.6,1875.22,1845.68,
"588",2011-05-20,1825.34,1858.66,1872.68,1824.71,
"589",2011-05-23,1765.04,1825.34,1831.61,1762.5,
"590",2011-05-24,1800.04,1764.39,1806.06,1760.36,
"591",2011-05-25,1808.13,1801.01,1809.29,1769.69,
"592",2011-05-26,1818.36,1808.13,1831.77,1806.22,
"593",2011-05-27,1858.39,1815.81,1864.19,1812.22,
"594",2011-05-30,1865.74,1858.39,1869.54,1856.13,
"595",2011-05-31,1888.6,1865.74,1896.52,1862.64,
"596",2011-06-01,1876.81,1888.6,1899.93,1875.97,
"597",2011-06-02,1883.09,1876.82,1883.98,1845.88,
"598",2011-06-03,1858.08,1883.09,1897.32,1850.7,
"599",2011-06-06,1865.64,1858.08,1873.71,1845.02,
"600",2011-06-07,1904.22,1865.64,1904.67,1855.78,
"601",2011-06-08,1911.41,1904.22,1917.03,1882.37,
"602",2011-06-09,1940.98,1913.44,1943.9,1906.5,
"603",2011-06-10,1926.02,1940.98,1946.02,1919.77,
"604",2011-06-14,1925.56,1920.63,1936.25,1917.39,
"605",2011-06-15,1919.05,1925.56,1950.47,1916.49,
"606",2011-06-16,1896.72,1919.05,1919.8,1875.74,
"607",2011-06-17,1878.55,1896.72,1897.16,1863.65,
"608",2011-06-20,1858.34,1878.55,1879.47,1847.18,
"609",2011-06-21,1872.45,1858.34,1879.77,1855.24,
"610",2011-06-22,1878.38,1872.56,1881.75,1860.74,
"611",2011-06-23,1829.97,1878.38,1882.16,1822.38,
"612",2011-06-24,1857.04,1829.97,1869.9,1826.32,
"613",2011-06-27,1842.2,1856.77,1858.17,1831.45,
"614",2011-06-28,1874.34,1842.2,1874.34,1839.4,
"615",2011-06-29,1894.58,1874.34,1901.4,1873.2,
"616",2011-06-30,1906.71,1894.58,1910.58,1893.76,
"617",2011-07-01,1937.57,1906.71,1941.54,1900.28,
"618",2011-07-04,1948.48,1936.96,1951.41,1934.46,
"619",2011-07-05,1953.07,1948.48,1959.67,1938.25,
"620",2011-07-06,1939.01,1952.92,1959.3,1936.61,
"621",2011-07-07,1976.9,1939.01,1980.51,1938.52,
"622",2011-07-08,1958.4,1978.52,1985.47,1953.67,
"623",2011-07-11,1919.08,1957.93,1959.8,1917.53,
"624",2011-07-12,1916.81,1919.11,1922.11,1887.02,
"625",2011-07-13,1936.42,1917.09,1936.42,1907.02,
"626",2011-07-14,1939.68,1940.21,1951.51,1924.46,
"627",2011-07-15,1938.54,1939.68,1946.18,1921.26,
"628",2011-07-18,1904.29,1938.54,1941.9,1903.43,
"629",2011-07-19,1926.23,1904.29,1928.37,1895.35,
"630",2011-07-20,1936.54,1926.23,1948.75,1924.41,
"631",2011-07-21,1972.5,1936.54,1972.5,1918.53,
"632",2011-07-22,1976.82,1972.5,1986.84,1970.41,
"633",2011-07-25,1979.54,1977.62,1980.13,1957.37,
"634",2011-07-26,1987.79,1980.09,1999.73,1976.43,
"635",2011-07-27,1976.18,1987.83,2002.09,1976.08,
"636",2011-07-28,1985.11,1976.18,1986.45,1967.85,
"637",2011-07-29,1965.02,1985.18,1988.91,1949.81,
"638",2011-08-01,1985.78,1965.26,2011.62,1965.26,
"639",2011-08-02,1968.14,1985.7,1985.7,1953.76,
"640",2011-08-03,1901.73,1965.24,1965.24,1897.73,
"641",2011-08-04,1855.69,1901.73,1919.67,1853.73,
"642",2011-08-05,1798.75,1855.69,1859.49,1769.83,
"643",2011-08-08,1657.77,1798.75,1806.22,1650.79,
"644",2011-08-09,1610.22,1657.77,1661.82,1510.72,
"645",2011-08-10,1537.57,1610.22,1653.03,1527.69,
"646",2011-08-11,1544.83,1537.57,1589.38,1463.38,
"647",2011-08-12,1594.68,1544.83,1612.41,1528.34,
"648",2011-08-15,1655.03,1594.68,1656.59,1590.23,
"649",2011-08-16,1632.31,1655.03,1658.37,1606.05,
"650",2011-08-17,1663.86,1633.58,1673.42,1613.81,
"651",2011-08-18,1584.2,1663.86,1663.86,1567.41,
"652",2011-08-19,1575.33,1587.49,1587.63,1517.93,
"653",2011-08-22,1578.45,1575.33,1593.21,1529.74,
"654",2011-08-23,1578.91,1576.2,1611.31,1558.3,
"655",2011-08-24,1601.03,1578.91,1609.51,1570.75,
"656",2011-08-25,1583.97,1596.12,1622.21,1583.32,
"657",2011-08-26,1596.17,1583.44,1598.08,1572.69,
"658",2011-08-29,1667.66,1596.17,1668.24,1596.17,
"659",2011-08-30,1662.35,1667.66,1677.6,1648.08,
"660",2011-08-31,1702.28,1662.35,1704.68,1662.26,
"661",2011-09-01,1703.86,1702.28,1703.86,1666.26,
"662",2011-09-02,1657.25,1701.72,1702.8,1653.93,
"663",2011-09-05,1617.01,1657.25,1661.42,1610.61,
"664",2011-09-06,1618.63,1616.18,1633.05,1603.08,
"665",2011-09-07,1669.75,1618.63,1673.29,1618.21,
"666",2011-09-08,1675.14,1669.73,1680.45,1655.8,
"667",2011-09-09,1625.29,1675.14,1678.3,1622.93,
"668",2011-09-12,1566.64,1625.28,1625.6,1545.37,
"669",2011-09-13,1572,1566.64,1586.78,1549.75,
"670",2011-09-14,1570.38,1572,1587.76,1553.71,
"671",2011-09-15,1603.39,1570.38,1621.74,1570.22,
"672",2011-09-16,1574.94,1603.39,1606.72,1567.23,
"673",2011-09-19,1526.01,1574.94,1584.45,1525.67,
"674",2011-09-20,1535.62,1526.01,1546.64,1518.85,
"675",2011-09-21,1518.64,1535.62,1538.44,1516.54,
"676",2011-09-22,1387.86,1518.64,1529.41,1386.44,
"677",2011-09-23,1315.95,1387.86,1387.86,1289.34,
"678",2011-09-26,1315.25,1315.95,1343.5,1263.46,
"679",2011-09-27,1369.93,1316.2,1378.4,1306.88,
"680",2011-09-28,1367.37,1369.93,1385.71,1351.72,
"681",2011-09-29,1389.14,1367.37,1400.47,1349.47,
"682",2011-09-30,1341.09,1389.14,1391.46,1323.48,
"683",2011-10-03,1291.7,1341.09,1343.77,1282.77,
"684",2011-10-04,1224.92,1291.36,1298.55,1200.34,
"685",2011-10-05,1217.21,1223.64,1254.33,1203.87,
"686",2011-10-06,1271.71,1217.21,1272.34,1214.23,
"687",2011-10-07,1311.91,1271.31,1321.05,1270.47,
"688",2011-10-10,1365.73,1311.91,1366.2,1296.73,
"689",2011-10-11,1355.21,1365.73,1370.34,1335.43,
"690",2011-10-12,1407.77,1355.21,1409.69,1350.89,
"691",2011-10-13,1396.27,1406.86,1422.2,1388.12,
"692",2011-10-14,1449.28,1396.27,1453.54,1394.34,
"693",2011-10-17,1427.31,1449.28,1478.36,1423.76,
"694",2011-10-18,1427.26,1427.31,1432.71,1392.7,
"695",2011-10-19,1438.63,1427.26,1454.76,1420.18,
"696",2011-10-20,1423.03,1438.63,1441.15,1395.13,
"697",2011-10-21,1456.73,1422.91,1458.11,1406.7,
"698",2011-10-24,1508.82,1456.73,1510.41,1455.66,
"699",2011-10-25,1500.05,1508.82,1521.1,1485.17,
"700",2011-10-26,1530.11,1500.05,1550.88,1492.82,
"701",2011-10-27,1592.93,1530.11,1611.34,1525.73,
"702",2011-10-28,1610.32,1592.93,1628.33,1586.23,
"703",2011-10-31,1563.28,1610.32,1614.62,1557.31,
"704",2011-11-01,1484.98,1563.28,1563.28,1461.56,
"705",2011-11-02,1526.19,1484.95,1527.08,1472.8,
"706",2011-11-03,1542.39,1526.19,1547.8,1466.44,
"707",2011-11-07,1563.24,1543.73,1563.67,1518.3,
"708",2011-11-08,1579.82,1563.24,1584.74,1555.97,
"709",2011-11-09,1512.85,1579.82,1596.56,1509.47,
"710",2011-11-10,1529.71,1512.85,1539.64,1477.58,
"711",2011-11-11,1530.7,1529.71,1539.1,1504.6,
"712",2011-11-14,1527.16,1531.37,1561.59,1520.94,
"713",2011-11-15,1526.98,1527.16,1542.4,1491.55,
"714",2011-11-16,1520.75,1526.98,1538.01,1497.83,
"715",2011-11-17,1512.67,1520.75,1533.86,1481.71,
"716",2011-11-18,1495.87,1512.67,1514.36,1478.95,
"717",2011-11-21,1424.97,1495.87,1498.65,1422.6,
"718",2011-11-22,1431.13,1424.97,1455.19,1405.67,
"719",2011-11-23,1422,1431.13,1444.88,1403.44,
"720",2011-11-24,1402.83,1422,1428.79,1399.85,
"721",2011-11-25,1413.18,1402.83,1413.73,1368.54,
"722",2011-11-28,1475.25,1413.18,1476.65,1402.49,
"723",2011-11-29,1466.36,1475.23,1492.19,1459.52,
"724",2011-11-30,1540.81,1467.89,1541.59,1454.46,
"725",2011-12-01,1546.7,1541.67,1561.8,1536.65,
"726",2011-12-02,1545.57,1546.85,1567.21,1536.61,
"727",2011-12-05,1559.28,1547.13,1561.96,1537.7,
"728",2011-12-06,1485.67,1559.34,1566.42,1480.78,
"729",2011-12-07,1467.69,1485.67,1501.29,1458.33,
"730",2011-12-08,1473.56,1467.69,1500.37,1467.69,
"731",2011-12-09,1410.28,1472.67,1472.72,1404.89,
"732",2011-12-12,1363.67,1410.28,1439.25,1359.72,
"733",2011-12-13,1387.13,1363.55,1388.16,1335.66,
"734",2011-12-14,1369.65,1387.87,1401.35,1361.78,
"735",2011-12-15,1395.28,1369.65,1398.52,1345.9,
"736",2011-12-16,1373.73,1395.28,1406.12,1372.1,
"737",2011-12-19,1370.11,1373.73,1383.69,1349.62,
"738",2011-12-20,1395.79,1370.11,1396.12,1353.23,
"739",2011-12-21,1382.5,1395.79,1417.1,1376.73,
"740",2011-12-22,1396.03,1381.77,1401.91,1380.91,
"741",2011-12-23,1394.12,1396.03,1410.52,1391.2,
"742",2011-12-26,1413.52,1394.12,1413.75,1394.12,
"743",2011-12-27,1398.51,1413.52,1413.92,1391.64,
"744",2011-12-28,1382.19,1398.51,1399.81,1378.97,
"745",2011-12-29,1365.13,1379.53,1381.64,1342.13,
"746",2011-12-30,1381.87,1365.13,1389.11,1363.34,
"747",2012-01-03,1434.23,1381.87,1435.32,1379.87,
"748",2012-01-04,1434.19,1434.23,1448.16,1426.65,
"749",2012-01-05,1415.48,1434.19,1447.34,1413.06,
"750",2012-01-06,1423.7,1415.23,1435.43,1406.17,
"751",2012-01-09,1430.13,1423.23,1431.33,1411.34,
"752",2012-01-10,1469.76,1429.19,1472.44,1425.13,
"753",2012-01-11,1452.69,1469.76,1471.03,1445.44,
"754",2012-01-12,1458.24,1452.69,1474.3,1446.85,
"755",2012-01-13,1446.46,1458.24,1466.16,1443.86,
"756",2012-01-16,1455.32,1446.46,1456.95,1427.51,
"757",2012-01-17,1476.31,1455.32,1490.55,1455.32,
"758",2012-01-18,1488.37,1476.31,1489.67,1469.91,
"759",2012-01-19,1503.89,1488.37,1507.13,1487.27,
"760",2012-01-20,1496.41,1503.89,1511.23,1492.39,
"761",2012-01-23,1522.57,1496.41,1522.65,1488.26,
"762",2012-01-24,1514.93,1525.17,1525.17,1508.29,
"763",2012-01-25,1534.14,1514.93,1545.02,1514.85,
"764",2012-01-26,1573.04,1534.14,1575.03,1532.91,
"765",2012-01-27,1565.82,1573.32,1574.6,1557.51,
"766",2012-01-30,1546.59,1566,1571.58,1544.01,
"767",2012-01-31,1577.29,1546.59,1581.81,1546.35,
"768",2012-02-01,1599.56,1577.46,1601.53,1557.94,
"769",2012-02-02,1602.99,1599.56,1609.1,1590.06,
"770",2012-02-03,1625.6,1603.58,1625.6,1596.91,
"771",2012-02-06,1626.46,1625.6,1631.8,1616.34,
"772",2012-02-07,1632.35,1626.57,1643.76,1620.61,
"773",2012-02-08,1643.53,1633.41,1661.15,1630.25,
"774",2012-02-09,1638.09,1643.53,1659.53,1623.09,
"775",2012-02-10,1603.25,1638.09,1640.83,1602.58,
"776",2012-02-13,1645.94,1603.25,1648.94,1602.62,
"777",2012-02-14,1644.1,1646.39,1657.05,1631.47,
"778",2012-02-15,1661.36,1644.1,1667.28,1636.34,
"779",2012-02-16,1641.51,1661.36,1663.56,1629.17,
"780",2012-02-17,1656.6,1642.33,1665.1,1642.05,
"781",2012-02-20,1674.27,1656.6,1678.55,1651.44,
"782",2012-02-21,1655.35,1674.27,1676.42,1649.34,
"783",2012-02-22,1642.01,1653.98,1669.51,1634.4,
"784",2012-02-24,1722.05,1642.01,1723.17,1636.42,
"785",2012-02-27,1728.13,1722.05,1740.53,1715.28,
"786",2012-02-28,1708.16,1728.89,1743.26,1707.61,
"787",2012-02-29,1734.99,1708.16,1739.86,1708.16,
"788",2012-03-01,1723.57,1734.99,1737.56,1704.52,
"789",2012-03-02,1726.73,1723.57,1734.89,1704.54,
"790",2012-03-05,1752.17,1726.73,1755.64,1726.73,
"791",2012-03-06,1676.48,1751.3,1752.85,1674.08,
"792",2012-03-07,1677.21,1676.48,1683.49,1663,
"793",2012-03-11,1721.27,1678.58,1722.7,1672.77,
"794",2012-03-12,1714.12,1721.45,1732.24,1699.38,
"795",2012-03-13,1729.91,1714.12,1733.44,1705.05,
"796",2012-03-14,1752.02,1729.7,1752.57,1729.7,
"797",2012-03-15,1754.81,1752.02,1762.49,1732.67,
"798",2012-03-16,1748.32,1754.81,1758.42,1739.93,
"799",2012-03-19,1722.5,1748.32,1762.71,1714.63,
"800",2012-03-20,1693.07,1722.5,1733.6,1689.51,
"801",2012-03-21,1686.91,1693.52,1709.68,1677.37,
"802",2012-03-22,1653.8,1684.14,1695.35,1651.07,
"803",2012-03-23,1668.41,1653.69,1668.41,1646.43,
"804",2012-03-26,1712.85,1668.41,1716.12,1667.25,
"805",2012-03-27,1699.68,1712.85,1723.97,1695.67,
"806",2012-03-28,1647.44,1698.72,1702.34,1646.85,
"807",2012-03-29,1613.41,1647.44,1653.09,1607.44,
"808",2012-03-30,1637.73,1613.41,1652.85,1612.99,
"809",2012-04-02,1643.2,1637.73,1661.41,1628.74,
"810",2012-04-03,1681.8,1643.2,1687.26,1643.2,
"811",2012-04-04,1632.21,1680.09,1681.59,1627.62,
"812",2012-04-05,1642.62,1632.21,1645.28,1612.26,
"813",2012-04-06,1613.25,1642.5,1646.9,1611.67,
"814",2012-04-09,1622.07,1612.26,1622.09,1591.92,
"815",2012-04-10,1606.98,1622.07,1627.34,1605.62,
"816",2012-04-11,1615.69,1606.91,1625.37,1586.33,
"817",2012-04-12,1620.19,1615.69,1622.63,1600.05,
"818",2012-04-13,1612.74,1618.72,1628.98,1608.03,
"819",2012-04-16,1587.58,1612.74,1617.73,1583.61,
"820",2012-04-17,1585.4,1587.58,1591.91,1575.81,
"821",2012-04-18,1583.06,1585.4,1597.98,1577.47,
"822",2012-04-19,1609.56,1583.06,1615.52,1578.06,
"823",2012-04-20,1619.53,1609.16,1620.18,1597.18,
"824",2012-04-23,1572.88,1619.53,1619.53,1571.83,
"825",2012-04-24,1576.22,1572.88,1587.83,1565.59,
"826",2012-04-25,1583.42,1576.22,1592.8,1576.22,
"827",2012-04-26,1574.61,1583.42,1595.78,1566.39,
"828",2012-04-27,1594.2,1574.61,1595.45,1560.46,
"829",2012-04-28,1593.97,1594.2,1600.36,1588.39,
"830",2012-05-02,1569.1,1593.97,1610.11,1569.05,
"831",2012-05-03,1560.11,1569.1,1574.06,1556.52,
"832",2012-05-04,1498.05,1560.11,1560.78,1494.2,
"833",2012-05-05,1489.55,1498.05,1503.2,1485.6,
"834",2012-05-07,1488.64,1489.59,1494.17,1456.26,
"835",2012-05-08,1481.06,1488.64,1494.13,1470.89,
"836",2012-05-10,1489.45,1481.06,1498.25,1466.73,
"837",2012-05-11,1464.53,1489.63,1490.28,1451.27,
"838",2012-05-12,1453.91,1463.63,1464.22,1443.6,
"839",2012-05-14,1401.73,1453.91,1456.61,1399.32,
"840",2012-05-15,1400.77,1401.73,1407.25,1379.81,
"841",2012-05-16,1373.82,1400.77,1400.77,1358.67,
"842",2012-05-17,1313.43,1373.61,1378.77,1304.15,
"843",2012-05-18,1289.46,1313.43,1314.01,1263.31,
"844",2012-05-21,1318.29,1289.46,1318.29,1283.34,
"845",2012-05-22,1321.87,1318.29,1327.77,1307.39,
"846",2012-05-23,1264.29,1321.87,1322.02,1262.27,
"847",2012-05-24,1287.43,1264.29,1289.51,1248.58,
"848",2012-05-25,1272.69,1287.43,1294.73,1270.64,
"849",2012-05-28,1277.15,1272.69,1298.27,1270.53,
"850",2012-05-29,1307.03,1277.93,1309.4,1276.56,
"851",2012-05-30,1273.26,1307.03,1307.28,1268.33,
"852",2012-05-31,1242.43,1273.26,1280.36,1238.89,
"853",2012-06-01,1227.65,1242.43,1250.46,1200.67,
"854",2012-06-04,1239.99,1227.3,1242.81,1207.1,
"855",2012-06-05,1246.4,1239.44,1259.39,1233.38,
"856",2012-06-06,1277.54,1246.4,1279.8,1237.61,
"857",2012-06-07,1303.96,1277.54,1311.66,1269.95,
"858",2012-06-08,1282.48,1303.88,1307.24,1264.83,
"859",2012-06-09,1296.98,1282.48,1299.73,1282.48,
"860",2012-06-13,1309.58,1296.98,1312.44,1291.48,
"861",2012-06-14,1304.07,1309.53,1311.91,1295.86,
"862",2012-06-15,1337.5,1304.07,1338.31,1303,
"863",2012-06-18,1348.38,1337.5,1361.05,1334.13,
"864",2012-06-19,1350.15,1348.38,1352.93,1336.35,
"865",2012-06-20,1332.64,1350.15,1355.44,1330.91,
"866",2012-06-21,1306.85,1332.64,1338.37,1305.8,
"867",2012-06-22,1281.88,1306.85,1306.85,1261.61,
"868",2012-06-25,1261.89,1281.88,1284.26,1259.68,
"869",2012-06-26,1288.67,1261.89,1297.25,1261.89,
"870",2012-06-27,1306.82,1288.46,1308.56,1286.11,
"871",2012-06-28,1280.92,1306.82,1317.89,1279.23,
"872",2012-06-29,1350.51,1280.92,1352.66,1277.65,
"873",2012-07-02,1357.34,1350.51,1365.65,1341.15,
"874",2012-07-03,1408.43,1357.34,1409.81,1357.34,
"875",2012-07-04,1408.21,1407.72,1412.12,1394.86,
"876",2012-07-05,1388.07,1407.41,1416.88,1381.97,
"877",2012-07-06,1357.71,1388.07,1393.61,1353.88,
"878",2012-07-09,1352.5,1357.71,1361.23,1343.05,
"879",2012-07-10,1362.95,1352.5,1378.65,1339.68,
"880",2012-07-11,1355.86,1361.34,1362.05,1343.28,
"881",2012-07-12,1340.17,1355.86,1357.41,1329.94,
"882",2012-07-13,1368.69,1340.17,1369.59,1340.17,
"883",2012-07-16,1374.02,1368.69,1375.76,1363.28,
"884",2012-07-17,1382,1374.02,1400.49,1374.02,
"885",2012-07-18,1390.63,1382,1397.62,1382,
"886",2012-07-19,1413.97,1390.63,1423.99,1390.63,
"887",2012-07-20,1391.55,1413.97,1415.69,1391.16,
"888",2012-07-23,1323.96,1391.55,1393.57,1315.48,
"889",2012-07-24,1314.27,1323.96,1336.38,1310.45,
"890",2012-07-25,1318.31,1314.27,1333.44,1291.93,
"891",2012-07-26,1349.9,1317.38,1353.26,1311.95,
"892",2012-07-27,1382.82,1350.09,1382.82,1348.33,
"893",2012-07-30,1398.07,1382.82,1405.15,1382.82,
"894",2012-07-31,1377.35,1398.07,1401.13,1373.2,
"895",2012-08-01,1374.98,1377.06,1383.59,1370.11,
"896",2012-08-02,1355.32,1374.98,1393.09,1344.62,
"897",2012-08-03,1398.33,1351.06,1399.91,1348.95,
"898",2012-08-06,1433.54,1398.33,1439.16,1396.73,
"899",2012-08-07,1445.34,1436.77,1447.41,1424.25,
"900",2012-08-08,1444.79,1445.34,1448.67,1428.65,
"901",2012-08-09,1447.09,1444.79,1463.22,1431.59,
"902",2012-08-10,1427.33,1447.09,1449.59,1410.61,
"903",2012-08-13,1436.15,1430.51,1457.61,1425.69,
"904",2012-08-14,1445.29,1435.63,1452.79,1432.48,
"905",2012-08-15,1427.67,1445.29,1448.51,1412.75,
"906",2012-08-16,1431.07,1427.67,1440.76,1421.32,
"907",2012-08-17,1416.78,1431.07,1444.25,1416.11,
"908",2012-08-20,1403.55,1416.78,1423.87,1396.72,
"909",2012-08-21,1442.72,1403.55,1445.79,1402.55,
"910",2012-08-22,1430.48,1442.72,1443.18,1420.91,
"911",2012-08-23,1442.94,1430.46,1462.86,1428.67,
"912",2012-08-24,1436.84,1442.94,1445.36,1424.74,
"913",2012-08-27,1431.53,1436.78,1446.98,1425.48,
"914",2012-08-28,1428.88,1431.53,1434.54,1419.62,
"915",2012-08-29,1410.16,1428.86,1435.79,1409.15,
"916",2012-08-30,1384.26,1410.16,1413.34,1383.79,
"917",2012-08-31,1389.72,1384.32,1397.92,1381.01,
"918",2012-09-03,1406.04,1386.66,1407.91,1386.66,
"919",2012-09-04,1405.71,1406.04,1419.2,1403.37,
"920",2012-09-05,1391.02,1405.71,1407.02,1385.27,
"921",2012-09-06,1437.37,1390.92,1438.68,1390.51,
"922",2012-09-07,1471.8,1437.37,1478.89,1434.96,
"923",2012-09-10,1476.44,1471.8,1477.58,1462.77,
"924",2012-09-11,1480.05,1476.44,1480.27,1460.1,
"925",2012-09-12,1482.51,1480.05,1497.04,1478.27,
"926",2012-09-13,1484.88,1482.67,1488.25,1477.81,
"927",2012-09-14,1589.4,1484.98,1594.63,1484.98,
"928",2012-09-17,1582.22,1589.4,1591.24,1573.3,
"929",2012-09-18,1547.74,1582.22,1586.75,1546.74,
"930",2012-09-19,1517.58,1547.79,1564.73,1508.6,
"931",2012-09-20,1515.88,1517.84,1522.14,1479.32,
"932",2012-09-21,1522.63,1516.59,1535.77,1513.12,
"933",2012-09-24,1509.58,1522.63,1524.07,1492.51,
"934",2012-09-25,1510.96,1509.58,1522.43,1504.54,
"935",2012-09-26,1456.99,1510.96,1513.85,1455.02,
"936",2012-09-27,1474.76,1459.15,1479.33,1455.17,
"937",2012-09-28,1475.7,1474.76,1500.3,1466.5,
"938",2012-10-01,1513.81,1475.7,1515.19,1467.34,
