"","MICEX (MCX)_history.csv Date","MICEX (MCX)_history.csv Price","MICEX (MCX)_history.csv Open","MICEX (MCX)_history.csv High","MICEX (MCX)_history.csv Low","MICEX (MCX)_history.csv Volume"
"1332",2014-04-29,1304.78,1300.83,1318.33,1298.72,
"1333",2014-04-30,1306.01,1304.76,1309.49,1296.24,
"1334",2014-05-02,1304.84,1304.93,1306.44,1292.12,
"1335",2014-05-05,1298.29,1302.99,1306.35,1289.8,
"1336",2014-05-06,1318.57,1299.07,1321.42,1299.07,
"1337",2014-05-07,1363.48,1316.74,1379.42,1312.72,
"1338",2014-05-08,1371.42,1364.29,1383.76,1355.34,
"1339",2014-05-12,1375.31,1372.09,1383.87,1363.04,
"1340",2014-05-13,1385.29,1375.56,1395.19,1375.56,
"1341",2014-05-14,1389.11,1385.27,1389.11,1378.39,
"1342",2014-05-15,1381.99,1388.68,1399.49,1381.2,
"1343",2014-05-16,1392.3,1381.44,1392.3,1374.29,
"1344",2014-05-19,1413.85,1392.51,1418.87,1392.51,
"1345",2014-05-20,1425.58,1413.86,1425.99,1406.87,
"1346",2014-05-21,1439.9,1425.57,1441.87,1415.5,
"1347",2014-05-22,1430.54,1440.79,1446.3,1420.49,
"1348",2014-05-23,1438.98,1430.54,1440.8,1422.08,
"1349",2014-05-26,1449.36,1439.15,1456.66,1438.34,
"1350",2014-05-27,1417.32,1449.38,1449.57,1410.09,
"1351",2014-05-28,1425.95,1417.38,1429.8,1408.87,
"1352",2014-05-29,1447.39,1426.69,1449.59,1426.69,
"1353",2014-05-30,1432.03,1447.76,1450.76,1432.03,
"1354",2014-06-02,1464.47,1432.67,1475,1432.67,
"1355",2014-06-03,1472.83,1463.62,1472.83,1449.83,
"1356",2014-06-04,1475.79,1472.06,1482.63,1466.08,
"1357",2014-06-05,1470.7,1476.06,1483.84,1465.9,
"1358",2014-06-06,1484.94,1470.73,1486.59,1457.73,
"1359",2014-06-09,1485.39,1485.27,1497.9,1484.27,
"1360",2014-06-10,1490.81,1485.24,1490.81,1475.98,
"1361",2014-06-11,1501.18,1490.8,1501.18,1487.45,
"1362",2014-06-16,1493.93,1501.17,1501.17,1467.37,
"1363",2014-06-17,1486.38,1494.08,1501.59,1479.98,
"1364",2014-06-18,1494.28,1486.47,1500.37,1484.52,
"1365",2014-06-19,1495.09,1494.99,1508.95,1493.86,
"1366",2014-06-20,1486.3,1494.87,1495.93,1481.25,
"1367",2014-06-23,1486.3,1486.33,1498.87,1478.63,
"1368",2014-06-24,1518.83,1487.1,1519.04,1487.1,
"1369",2014-06-25,1481.95,1517.62,1517.62,1479.31,
"1370",2014-06-26,1473.18,1482.13,1489.68,1465.25,
"1371",2014-06-27,1477.32,1473.31,1481.15,1467.99,
"1372",2014-06-30,1476.38,1477.29,1478.41,1460.42,
"1373",2014-07-01,1482.92,1476.28,1483.23,1461.53,
"1374",2014-07-02,1514.33,1482.91,1514.33,1482.85,
"1375",2014-07-03,1514.47,1514.66,1522.14,1510.69,
"1376",2014-07-04,1489.53,1515.53,1516.33,1485.6,
"1377",2014-07-07,1513.72,1489.55,1518.04,1484.32,
"1378",2014-07-08,1516.75,1513.76,1531.99,1512.74,
"1379",2014-07-09,1513.38,1516.29,1518.44,1496.98,
"1380",2014-07-10,1494.92,1513.37,1521.86,1480.35,
"1381",2014-07-11,1499.82,1495.01,1502.19,1488.91,
"1382",2014-07-14,1483.41,1500.29,1502.67,1482.8,
"1383",2014-07-15,1475.77,1482.23,1487.41,1472.02,
"1384",2014-07-16,1474.72,1475.68,1482.58,1459.34,
"1385",2014-07-17,1440.63,1470.83,1470.83,1429.08,
"1386",2014-07-18,1422.53,1440.54,1440.54,1410.75,
"1387",2014-07-21,1384.5,1422.53,1424.17,1384.5,
"1388",2014-07-22,1405.97,1386.14,1414.16,1386.14,
"1389",2014-07-23,1406.58,1406.5,1421.56,1395.81,
"1390",2014-07-24,1408.8,1405.58,1410.67,1394.05,
"1391",2014-07-25,1388.41,1408.19,1410.75,1386.18,
"1392",2014-07-28,1361.94,1387.12,1387.12,1357.1,
"1393",2014-07-29,1369.83,1361.22,1380.24,1356.64,
"1394",2014-07-30,1382.14,1368.72,1403.55,1359.78,
"1395",2014-07-31,1379.61,1383.04,1399.08,1377.36,
"1396",2014-08-01,1374.83,1378.03,1378.08,1358.15,
"1397",2014-08-04,1378.98,1375.73,1386.4,1365.03,
"1398",2014-08-05,1357.89,1379.5,1383.28,1356.21,
"1399",2014-08-06,1334.66,1357.33,1362.17,1333.51,
"1400",2014-08-07,1333.53,1333.39,1339.76,1306.87,
"1401",2014-08-08,1348.21,1332.26,1360.43,1329.18,
"1402",2014-08-11,1372.45,1350.42,1379.21,1350.42,
"1403",2014-08-12,1374.19,1372.94,1386.18,1368.1,
"1404",2014-08-13,1398.85,1373.64,1402.38,1373.64,
"1405",2014-08-14,1407.53,1399.07,1412.87,1391.67,
"1406",2014-08-15,1417.82,1407.57,1425.68,1400.7,
"1407",2014-08-18,1425.18,1418.05,1427.93,1415.39,
"1408",2014-08-19,1437.6,1425.18,1441.35,1425.18,
"1409",2014-08-20,1447.5,1437.58,1447.5,1432.64,
"1410",2014-08-21,1461.75,1447.12,1469.4,1445.53,
"1411",2014-08-22,1446.6,1461.79,1463.53,1434.09,
"1412",2014-08-25,1454.67,1446.86,1456.7,1446.14,
"1413",2014-08-26,1443.32,1454.47,1459.95,1441.46,
"1414",2014-08-27,1447.91,1444.28,1454.96,1444.28,
"1415",2014-08-28,1423.78,1447.54,1447.72,1414.18,
"1416",2014-08-29,1400.71,1423.56,1428.58,1400.51,
"1417",2014-09-01,1392.4,1401.34,1419.88,1389.83,
"1418",2014-09-02,1400.35,1392.27,1401.67,1386.41,
"1419",2014-09-03,1449.29,1400.44,1452.87,1400.44,
"1420",2014-09-04,1457.34,1449.51,1461.99,1439.4,
"1421",2014-09-05,1474.71,1456,1481.06,1447.03,
"1422",2014-09-08,1464.76,1474.38,1478.21,1460.86,
"1423",2014-09-09,1468.17,1465.13,1479.55,1465.13,
"1424",2014-09-10,1468.55,1466.99,1472.16,1456.56,
"1425",2014-09-11,1449.63,1469.4,1479,1449.18,
"1426",2014-09-12,1458.52,1449.4,1470.48,1440.23,
"1427",2014-09-15,1454.19,1457.87,1466.42,1441.34,
"1428",2014-09-16,1477.31,1454.13,1483.6,1451.21,
"1429",2014-09-17,1449.37,1477.09,1477.09,1437.73,
"1430",2014-09-18,1448.63,1449.37,1460.09,1443.8,
"1431",2014-09-19,1431.58,1448.19,1454.05,1423.59,
"1432",2014-09-22,1412.83,1431.12,1436.12,1412.83,
"1433",2014-09-23,1429.45,1413.57,1432.21,1413.55,
"1434",2014-09-24,1441.83,1429.97,1447.43,1429.97,
"1435",2014-09-25,1436.05,1443.03,1454.26,1435.39,
"1436",2014-09-26,1434.2,1435.09,1440.84,1424.43,
"1437",2014-09-29,1408.28,1434.99,1444.92,1405.94,
"1438",2014-09-30,1411.07,1409.07,1428.02,1402.43,
"1439",2014-10-01,1399.99,1410.33,1421.51,1399.8,
"1440",2014-10-02,1376.35,1399.21,1400.78,1372.46,
"1441",2014-10-03,1384.66,1377.65,1397.14,1376.37,
"1442",2014-10-06,1418.15,1385.97,1424.35,1385.97,
"1443",2014-10-07,1403.48,1418.15,1421.81,1399.57,
"1444",2014-10-08,1379.76,1403.56,1403.56,1379.76,
"1445",2014-10-09,1384.33,1379.89,1405.36,1379.89,
"1446",2014-10-10,1364.24,1382.17,1382.17,1359.44,
"1447",2014-10-13,1383.93,1364.11,1393.57,1358.46,
"1448",2014-10-14,1394.16,1383.69,1408.53,1383.66,
"1449",2014-10-15,1377.09,1393.66,1394.73,1374.59,
"1450",2014-10-16,1360.33,1377.43,1393.37,1354.7,
"1451",2014-10-17,1384.72,1362.06,1391.05,1362.06,
"1452",2014-10-20,1376.36,1385.26,1395.92,1369.99,
"1453",2014-10-21,1383.35,1375.82,1389.81,1361.59,
"1454",2014-10-22,1374.19,1384.16,1392.41,1371.45,
"1455",2014-10-23,1372.92,1373.43,1377.93,1355.3,
"1456",2014-10-24,1380.39,1372.4,1381.82,1363.55,
"1457",2014-10-27,1394.27,1381.95,1404.07,1381.95,
"1458",2014-10-28,1415.51,1394.75,1422.72,1394.26,
"1459",2014-10-29,1439.58,1415.53,1441.98,1411,
"1460",2014-10-30,1452.89,1438.8,1456.88,1428.4,
"1461",2014-10-31,1488.47,1453.89,1488.47,1453.89,
"1462",2014-11-03,1491.19,1488.15,1495.86,1477.19,
"1463",2014-11-05,1495.26,1490.66,1496.04,1471.29,
"1464",2014-11-06,1497.46,1495.47,1521.12,1490.66,
"1465",2014-11-07,1497.11,1496.51,1525.99,1486.42,
"1466",2014-11-10,1515.36,1498.62,1518.71,1498.59,
"1467",2014-11-11,1514.78,1515.08,1531.86,1511.7,
"1468",2014-11-12,1513.83,1514.85,1524.71,1507.45,
"1469",2014-11-13,1492.27,1514.19,1522.84,1492.27,
"1470",2014-11-14,1500.76,1491.75,1507.87,1482.06,
"1471",2014-11-17,1507.1,1500.69,1512.6,1494.94,
"1472",2014-11-18,1519.61,1506.78,1524.8,1495.1,
"1473",2014-11-19,1517.97,1519.69,1524.09,1513.71,
"1474",2014-11-20,1530.4,1518.1,1535.83,1517.28,
"1475",2014-11-21,1538.93,1530.46,1541.51,1515.01,
"1476",2014-11-24,1529.54,1539.95,1541.72,1521.84,
"1477",2014-11-25,1529.57,1529.62,1537.44,1516.24,
"1478",2014-11-26,1537.43,1528.83,1537.43,1522.57,
"1479",2014-11-27,1531.69,1537,1548.12,1528.11,
"1480",2014-11-28,1533.68,1531.34,1539.93,1518.5,
"1481",2014-12-01,1578.38,1532.89,1598.04,1529.53,
"1482",2014-12-02,1583.12,1578.4,1596.78,1556.03,
"1483",2014-12-03,1606.84,1583.62,1608.69,1578.98,
"1484",2014-12-04,1582.08,1606.75,1623,1577.77,
"1485",2014-12-05,1529.2,1581.89,1586.59,1528.69,
"1486",2014-12-08,1481.27,1529.73,1551.63,1476.14,
"1487",2014-12-09,1475.22,1481.49,1490.18,1459.82,
"1488",2014-12-10,1486.85,1475.93,1514.62,1475.93,
"1489",2014-12-11,1455.04,1486.89,1494.07,1443.06,
"1490",2014-12-12,1459.68,1453.8,1488.34,1413.34,
"1491",2014-12-15,1424.99,1459.25,1483.2,1402.88,
"1492",2014-12-16,1444.32,1424.72,1483.81,1309.82,
"1493",2014-12-17,1413.79,1445.53,1475.77,1389.63,
"1494",2014-12-18,1477.27,1417.41,1506.13,1417.41,
"1495",2014-12-19,1449.13,1477.36,1488.26,1417.68,
"1496",2014-12-22,1437.08,1452.95,1465.63,1421.39,
"1497",2014-12-23,1398.2,1437.08,1446.27,1391.66,
"1498",2014-12-24,1401.5,1398.2,1411.42,1383.63,
"1499",2014-12-25,1408.54,1401.47,1410.04,1383.96,
"1500",2014-12-26,1417.8,1409.02,1432.41,1409.02,
"1501",2014-12-29,1432.94,1417.53,1489.62,1409.1,
"1502",2014-12-30,1396.61,1429.68,1429.68,1378.84,
"1503",2015-01-05,1435.66,1394.66,1438.86,1390.62,
"1504",2015-01-06,1480.73,1435.39,1481.3,1430.69,
"1505",2015-01-08,1547.39,1482.12,1564.76,1482.12,
"1506",2015-01-09,1515.37,1547.61,1557.83,1496.18,
"1507",2015-01-12,1513.22,1515.23,1534.49,1503.6,
"1508",2015-01-13,1533.09,1513.21,1543.58,1499.57,
"1509",2015-01-14,1554.46,1531.65,1559.99,1524.82,
"1510",2015-01-15,1563.21,1556.96,1586.11,1555.36,
"1511",2015-01-16,1591.43,1563.21,1594.06,1553.74,
"1512",2015-01-19,1576.4,1590.54,1627.28,1573.09,
"1513",2015-01-20,1570.97,1576.47,1594.86,1561.83,
"1514",2015-01-21,1618.17,1570.59,1619.02,1570.59,
"1515",2015-01-22,1666.56,1618.68,1676.37,1618.54,
"1516",2015-01-23,1671.8,1667.99,1700.77,1662.12,
"1517",2015-01-26,1642.37,1670.23,1670.3,1622.14,
"1518",2015-01-27,1673.92,1642.31,1681.44,1614.92,
"1519",2015-01-28,1647.71,1675.3,1706.29,1643.42,
"1520",2015-01-29,1639.65,1647.11,1675.5,1639.65,
"1521",2015-01-30,1647.69,1640.56,1664.73,1631.67,
"1522",2015-02-02,1625.31,1647.74,1655.51,1616.32,
"1523",2015-02-03,1654.36,1626.65,1667.51,1626.65,
"1524",2015-02-04,1656.02,1655.5,1664.56,1643.24,
"1525",2015-02-05,1696.06,1654.97,1698.76,1642.52,
"1526",2015-02-06,1755.45,1696.96,1762.39,1696.96,
"1527",2015-02-09,1748.55,1755.7,1829.66,1740.58,
"1528",2015-02-10,1742.35,1748.02,1774.06,1729.84,
"1529",2015-02-11,1763.6,1744.86,1787.76,1744.86,
"1530",2015-02-12,1802.8,1764.24,1816.6,1748.02,
"1531",2015-02-13,1838.18,1802.88,1839.71,1802.88,
"1532",2015-02-16,1800.59,1838.21,1848.13,1785.67,
"1533",2015-02-17,1793.82,1800.92,1842.49,1781.82,
"1534",2015-02-18,1809.67,1795.83,1833.05,1795.83,
"1535",2015-02-19,1797.87,1809.67,1819.83,1757.4,
"1536",2015-02-20,1792.7,1797.88,1808.93,1780.03,
"1537",2015-02-24,1772.16,1786.49,1786.49,1755.03,
"1538",2015-02-25,1746.23,1772.4,1773.73,1727.7,
"1539",2015-02-26,1760.66,1746.79,1769.48,1735.39,
"1540",2015-02-27,1758.97,1760.67,1769.21,1741.08,
"1541",2015-03-02,1783.34,1759.25,1789.54,1759.25,
"1542",2015-03-03,1807.7,1783.44,1825.74,1769.63,
"1543",2015-03-04,1759.35,1807.71,1816.21,1756.36,
"1544",2015-03-05,1760.55,1760.67,1791.97,1746.09,
"1545",2015-03-06,1728.55,1761.29,1766.8,1723.22,
"1546",2015-03-10,1665.38,1726.86,1726.86,1663.89,
"1547",2015-03-11,1671.47,1665.41,1692.31,1655.61,
"1548",2015-03-12,1664.7,1671.71,1680.78,1656.37,
"1549",2015-03-13,1627.88,1664.59,1668.95,1621.95,
"1550",2015-03-16,1609.85,1626.77,1636.14,1609.85,
"1551",2015-03-17,1611.69,1609.96,1627.54,1604.27,
"1552",2015-03-18,1632.12,1611.74,1640.27,1611.74,
"1553",2015-03-19,1607.97,1634.77,1652.68,1607.49,
"1554",2015-03-20,1628.64,1607.97,1640.8,1599.67,
"1555",2015-03-23,1602.85,1629.29,1638.82,1597.64,
"1556",2015-03-24,1618.62,1602.33,1623.85,1590.62,
"1557",2015-03-25,1615.5,1618.62,1625.99,1595.9,
"1558",2015-03-26,1581.84,1615.54,1633.21,1574.26,
"1559",2015-03-27,1571.55,1581.84,1594.31,1569.69,
"1560",2015-03-30,1612.84,1571.77,1615.55,1571.67,
"1561",2015-03-31,1626.18,1612.93,1626.18,1606.39,
"1562",2015-04-01,1661.9,1625.21,1662.81,1613.83,
"1563",2015-04-02,1679.24,1661.9,1682.28,1656.36,
"1564",2015-04-03,1681.47,1679.61,1692.87,1676.49,
"1565",2015-04-06,1700.64,1681.8,1701.24,1679.31,
"1566",2015-04-07,1695.64,1700.64,1709.81,1684.23,
"1567",2015-04-08,1683.63,1695.51,1695.51,1669.88,
"1568",2015-04-09,1667.6,1683.1,1683.1,1648.38,
"1569",2015-04-10,1657.02,1667.62,1674.34,1635.94,
"1570",2015-04-13,1678.19,1657.1,1694.8,1654.49,
"1571",2015-04-14,1647.39,1678.43,1678.43,1641.92,
"1572",2015-04-15,1677.7,1647.29,1681.7,1643.14,
"1573",2015-04-16,1686.79,1678.04,1686.84,1661.38,
"1574",2015-04-17,1656.59,1686.79,1694.04,1656.59,
"1575",2015-04-20,1683.24,1657.63,1691.93,1655.93,
"1576",2015-04-21,1710.24,1683.51,1711.21,1682.94,
"1577",2015-04-22,1677.56,1710.13,1712.87,1669.25,
"1578",2015-04-23,1662.64,1677.89,1678.34,1633.26,
"1579",2015-04-24,1682.7,1663.15,1689.68,1657.66,
"1580",2015-04-27,1677.22,1682.82,1698.64,1677.22,
"1581",2015-04-28,1677.89,1676.32,1682.17,1667.36,
"1582",2015-04-29,1670.99,1677.89,1694.26,1666.52,
"1583",2015-04-30,1688.34,1670.99,1692.32,1668.6,
"1584",2015-05-05,1721.8,1689.55,1734.33,1689.55,
"1585",2015-05-06,1714.31,1722.16,1723.45,1697.89,
"1586",2015-05-07,1686.98,1713.09,1713.09,1676.21,
"1587",2015-05-08,1708.52,1686.94,1713.59,1684.32,
"1588",2015-05-12,1704.62,1708.42,1719.97,1689.34,
"1589",2015-05-13,1682.26,1704.5,1707.91,1681.14,
"1590",2015-05-14,1677.57,1682.26,1694.7,1672.22,
"1591",2015-05-15,1691.46,1677.77,1694.9,1677.77,
"1592",2015-05-18,1678.55,1691.53,1696.49,1677.69,
"1593",2015-05-19,1659.36,1678.31,1681.23,1646.86,
"1594",2015-05-20,1636.86,1659.18,1662.19,1631.79,
"1595",2015-05-21,1659.33,1637.14,1663.15,1632.44,
"1596",2015-05-22,1665.66,1659.47,1667.88,1653.03,
"1597",2015-05-25,1655.4,1665.75,1666.38,1641.96,
"1598",2015-05-26,1651.66,1655.85,1666.83,1646.13,
"1599",2015-05-27,1660.98,1651.73,1664.2,1637.44,
"1600",2015-05-28,1657.62,1660.65,1678.64,1656.24,
"1601",2015-05-29,1609.19,1657.67,1680.01,1609.19,
"1602",2015-06-01,1616.94,1610.07,1640.89,1610.07,
"1603",2015-06-02,1643.41,1616.97,1650.62,1612.87,
"1604",2015-06-03,1628.87,1643.99,1653.4,1616.06,
"1605",2015-06-04,1638.07,1628.8,1644.34,1627.05,
"1606",2015-06-05,1652.07,1638.12,1652.07,1633.49,
"1607",2015-06-08,1646.89,1652.21,1668.46,1642.2,
"1608",2015-06-09,1664.01,1646.89,1665.92,1637.4,
"1609",2015-06-10,1653.09,1664.03,1667.19,1650.89,
"1610",2015-06-11,1652.24,1653.06,1654.89,1638.18,
"1611",2015-06-15,1657.29,1652.29,1658.25,1629.89,
"1612",2015-06-16,1668.82,1657.37,1674.03,1649.27,
"1613",2015-06-17,1664.66,1668.84,1678.91,1662,
"1614",2015-06-18,1660.14,1664.65,1671.85,1658.43,
"1615",2015-06-19,1663.03,1660.56,1665.71,1655.59,
"1616",2015-06-22,1671.8,1664.11,1679.41,1663.59,
"1617",2015-06-23,1657.23,1672.27,1676.22,1656.41,
"1618",2015-06-24,1651.85,1658.03,1664.57,1642.13,
"1619",2015-06-25,1631.99,1651.14,1655.78,1631.99,
"1620",2015-06-26,1644.45,1631.92,1647.81,1626.87,
"1621",2015-06-29,1634.93,1644.45,1644.45,1625.73,
"1622",2015-06-30,1654.55,1634.93,1655.24,1626.09,
"1623",2015-07-01,1639.7,1654.57,1659.97,1638.47,
"1624",2015-07-02,1641.05,1639.78,1646.96,1633.8,
"1625",2015-07-03,1631.65,1641.01,1642.19,1625.49,
"1626",2015-07-06,1621.27,1627.71,1627.71,1613.71,
"1627",2015-07-07,1614.14,1621.35,1629.58,1606.4,
"1628",2015-07-08,1595,1614.14,1616.52,1573.98,
"1629",2015-07-09,1614.59,1595.08,1614.84,1595.08,
"1630",2015-07-10,1623.99,1615.11,1625.59,1615.11,
"1631",2015-07-13,1642.97,1618.23,1642.97,1618.21,
"1632",2015-07-14,1647.01,1643,1647.01,1626.18,
"1633",2015-07-15,1641.22,1638.3,1643.98,1627.25,
"1634",2015-07-16,1652.59,1640.81,1652.93,1637.3,
"1635",2015-07-17,1650.08,1652.52,1660,1646.4,
"1636",2015-07-20,1626.76,1650.09,1652.03,1619.47,
"1637",2015-07-21,1635.69,1627.19,1639.91,1618.58,
"1638",2015-07-22,1635.63,1634.89,1635.63,1620.5,
"1639",2015-07-23,1616.14,1634.79,1634.79,1614.99,
"1640",2015-07-24,1595.61,1615.69,1622.29,1593.11,
"1641",2015-07-27,1584.92,1595.5,1599.25,1570.46,
"1642",2015-07-28,1604.5,1584.92,1610.66,1578.06,
"1643",2015-07-29,1622.32,1604.56,1624.63,1600.54,
"1644",2015-07-30,1636.72,1622.69,1638.48,1620.25,
"1645",2015-07-31,1669,1636.72,1669,1630.18,
"1646",2015-08-03,1663.74,1668.13,1676.24,1654.46,
"1647",2015-08-04,1674.46,1663.31,1676.57,1659.27,
"1648",2015-08-05,1693.07,1674.63,1696.74,1665.14,
"1649",2015-08-06,1675.71,1693.07,1698.24,1670.6,
"1650",2015-08-07,1690.44,1676.75,1695.39,1676.75,
"1651",2015-08-10,1702.02,1690.47,1702.65,1674.45,
"1652",2015-08-11,1697.87,1702.02,1721.32,1694.79,
"1653",2015-08-12,1697.65,1697.9,1703.57,1683.35,
"1654",2015-08-13,1704.11,1697.59,1713.22,1690.07,
"1655",2015-08-14,1712.47,1704.14,1723.31,1699.79,
"1656",2015-08-17,1707.95,1712.48,1714.92,1694.6,
"1657",2015-08-18,1691.24,1707.95,1707.95,1685.89,
"1658",2015-08-19,1673.86,1691.29,1701.4,1665.72,
"1659",2015-08-20,1695.57,1673.96,1697.64,1668.74,
"1660",2015-08-21,1663.31,1695.48,1695.48,1663.31,
"1661",2015-08-24,1634.14,1659.31,1659.31,1603.72,
"1662",2015-08-25,1658.13,1634.35,1672.27,1634.35,
"1663",2015-08-26,1660.95,1658.32,1675.05,1633.46,
"1664",2015-08-27,1695.22,1661,1697.21,1661,
"1665",2015-08-28,1719.16,1695.23,1723.15,1690.41,
"1666",2015-08-31,1733.17,1718.06,1733.17,1706.97,
"1667",2015-09-01,1697.99,1705.81,1733.57,1689.36,
"1668",2015-09-02,1690.82,1697.98,1716.94,1687.32,
"1669",2015-09-03,1710.57,1690.83,1717.14,1690.83,
"1670",2015-09-04,1698.16,1710.58,1712.74,1691.77,
"1671",2015-09-07,1701.18,1698.16,1708.58,1695.63,
"1672",2015-09-08,1714.18,1701.82,1732.58,1701.82,
"1673",2015-09-09,1722.43,1715.73,1735.79,1715.73,
"1674",2015-09-10,1718.9,1722.05,1730.08,1710.46,
"1675",2015-09-11,1718.06,1718.88,1727.77,1713.05,
"1676",2015-09-14,1729.75,1717.6,1740.22,1716.3,
"1677",2015-09-15,1716.26,1729.91,1731.46,1708.46,
"1678",2015-09-16,1731.81,1716.27,1734.03,1716.27,
"1679",2015-09-17,1729.2,1731.81,1735.45,1722.44,
"1680",2015-09-18,1710.84,1730.15,1739.54,1703.25,
"1681",2015-09-21,1699.72,1710.87,1719.17,1697.4,
"1682",2015-09-22,1664.25,1699.92,1702.35,1656.18,
"1683",2015-09-23,1640.7,1664.27,1666.85,1638.21,
"1684",2015-09-24,1621.43,1640.7,1640.7,1611.98,
"1685",2015-09-25,1639.64,1621.44,1648.27,1621.44,
"1686",2015-09-28,1616.36,1639.64,1643.93,1614.38,
"1687",2015-09-29,1630.51,1616.36,1635.39,1606.83,
"1688",2015-09-30,1642.97,1630.53,1654.28,1630.53,
"1689",2015-10-01,1626.97,1644.52,1649.52,1616.87,
"1690",2015-10-02,1612.56,1627.07,1630.75,1603.48,
"1691",2015-10-05,1652.47,1612.71,1654.73,1612.71,
"1692",2015-10-06,1670.69,1652.49,1670.69,1649.61,
"1693",2015-10-07,1679.49,1670.68,1679.49,1656.41,
"1694",2015-10-08,1689.32,1679.36,1691.82,1660.37,
"1695",2015-10-09,1728.44,1690.66,1734.74,1690.66,
"1696",2015-10-12,1710.6,1728.43,1739.19,1699.75,
"1697",2015-10-13,1720.81,1710.6,1720.81,1697.55,
"1698",2015-10-14,1723.01,1720.8,1731.53,1704.27,
"1699",2015-10-15,1731.91,1722.84,1746.67,1722.84,
"1700",2015-10-16,1717,1731.9,1746.02,1715.01,
"1701",2015-10-19,1716.08,1717.09,1722.47,1702.4,
"1702",2015-10-20,1722.62,1716.15,1722.62,1702.42,
"1703",2015-10-21,1709.94,1722.7,1722.89,1702.23,
"1704",2015-10-22,1712.1,1709.93,1718.65,1702.66,
"1705",2015-10-23,1725.45,1713.65,1734.92,1710.6,
"1706",2015-10-26,1712.13,1725.51,1731.57,1696.83,
"1707",2015-10-27,1725.89,1712.23,1725.89,1692.29,
"1708",2015-10-28,1726.61,1725.91,1727.39,1708.4,
"1709",2015-10-29,1708.6,1725.9,1727.29,1707.14,
"1710",2015-10-30,1711.53,1708.51,1723.04,1699.28,
"1711",2015-11-02,1735.75,1710.9,1737.14,1701.25,
"1712",2015-11-03,1763.6,1735.76,1766.85,1734.33,
"1713",2015-11-05,1766.28,1764.94,1784.36,1762.16,
"1714",2015-11-06,1754.36,1766.18,1778.18,1746.31,
"1715",2015-11-09,1751.44,1754.19,1763.52,1742.58,
"1716",2015-11-10,1746.94,1751.45,1754.57,1734.38,
"1717",2015-11-11,1740.56,1747.02,1755.87,1733.79,
"1718",2015-11-12,1739.96,1739.29,1750.65,1732.51,
"1719",2015-11-13,1728.17,1739.84,1744.09,1723.63,
"1720",2015-11-16,1739.8,1728.12,1751.66,1726.32,
"1721",2015-11-17,1787.23,1740.98,1792.79,1740.98,
"1722",2015-11-18,1810.48,1787.11,1820.34,1785.11,
"1723",2015-11-19,1811.2,1811.89,1842.11,1805.45,
"1724",2015-11-20,1826.72,1810.03,1831.69,1798.02,
"1725",2015-11-23,1868.07,1826.87,1868.66,1811.85,
"1726",2015-11-24,1810.05,1868.08,1873.53,1798.78,
"1727",2015-11-25,1833.53,1810.02,1837.02,1808.91,
"1728",2015-11-26,1828.3,1833.97,1850.37,1816.61,
"1729",2015-11-27,1795.7,1828.32,1828.32,1790.94,
"1730",2015-11-30,1771.05,1794.25,1807.54,1771.05,
"1731",2015-12-01,1772.97,1771.05,1785.29,1763.05,
"1732",2015-12-02,1770.13,1773.49,1793.25,1760.58,
"1733",2015-12-03,1787.23,1770.1,1792.34,1764.96,
"1734",2015-12-04,1755.22,1786.55,1798.81,1741.61,
"1735",2015-12-07,1741.14,1756.11,1767.34,1735.09,
"1736",2015-12-08,1718.77,1740.64,1741.79,1712.9,
"1737",2015-12-09,1733.09,1719.84,1740.47,1719.84,
"1738",2015-12-10,1732.89,1732.65,1747.55,1723.36,
"1739",2015-12-11,1720.31,1732.9,1732.9,1711.82,
"1740",2015-12-14,1708.7,1720.37,1721.48,1698.93,
"1741",2015-12-15,1742.46,1708.89,1749.52,1708.89,
"1742",2015-12-16,1754.71,1743.03,1759.09,1743.03,
"1743",2015-12-17,1780.97,1754.74,1786.11,1754.74,
"1744",2015-12-18,1719.16,1779.42,1779.42,1719.16,
"1745",2015-12-21,1716.91,1719.44,1737.07,1710.41,
"1746",2015-12-22,1723.35,1716.92,1729.07,1715.03,
"1747",2015-12-23,1747.85,1718.65,1747.85,1718.65,
"1748",2015-12-24,1742.71,1747.86,1757.5,1738.72,
"1749",2015-12-25,1734.21,1743.77,1745.96,1728.27,
"1750",2015-12-28,1731.2,1734.21,1736.15,1722.97,
"1751",2015-12-29,1763.38,1728.23,1763.38,1727.08,
"1752",2015-12-30,1761.36,1763.71,1770.69,1751.39,
"1753",2016-01-04,1734.56,1761.42,1762.27,1731.62,
"1754",2016-01-05,1754.13,1734.55,1754.33,1731.86,
"1755",2016-01-06,1748.57,1753.75,1758.76,1738.84,
"1756",2016-01-11,1682.54,1748.04,1748.04,1681.65,
"1757",2016-01-12,1690.3,1682.72,1705.13,1660.17,
"1758",2016-01-13,1684.78,1692.48,1708.97,1682.39,
"1759",2016-01-14,1680.77,1684.77,1685.62,1658.84,
"1760",2016-01-15,1608.36,1680.81,1686.85,1597.87,
"1761",2016-01-18,1622.43,1607.88,1631.42,1583.04,
"1762",2016-01-19,1645.56,1622.53,1674.98,1622.53,
"1763",2016-01-20,1630.39,1641.62,1641.62,1601.73,
"1764",2016-01-21,1677.19,1630.57,1684.03,1630.57,
"1765",2016-01-22,1717.98,1683.75,1730.14,1682.92,
"1766",2016-01-25,1716.56,1718.25,1725.91,1700.36,
