"","NASDAQ Composite (IXIC)_history.csv Date","NASDAQ Composite (IXIC)_history.csv Price","NASDAQ Composite (IXIC)_history.csv Open","NASDAQ Composite (IXIC)_history.csv High","NASDAQ Composite (IXIC)_history.csv Low","NASDAQ Composite (IXIC)_history.csv Volume"
"381",2010-07-08,2175.4,2174.96,2181.3,2150.19,"585530000"
"382",2010-07-09,2196.45,2174.2,2196.95,2170.76,"450660000"
"383",2010-07-12,2198.36,2194.12,2213.39,2183.52,"487940000"
"384",2010-07-13,2242.03,2221.25,2248.16,2212.97,"645590000"
"385",2010-07-14,2249.84,2246.99,2260.33,2235.15,"614490000"
"386",2010-07-15,2249.08,2247.76,2253.33,2218.92,"567690000"
"387",2010-07-16,2179.05,2231.71,2236.66,2177.51,"711020000"
"388",2010-07-19,2198.23,2185.81,2201.29,2171.2,"470210000"
"389",2010-07-20,2222.49,2165.35,2222.61,2159.95,"558770000"
"390",2010-07-21,2187.33,2236.13,2236.37,2183.22,"636840000"
"391",2010-07-22,2245.89,2216.04,2251.42,2216.04,"630730000"
"392",2010-07-23,2269.47,2234.34,2269.47,2227.5,"670310000"
"393",2010-07-26,2296.43,2271.62,2296.43,2262.96,"577810000"
"394",2010-07-27,2288.25,2306.62,2307.6,2280.72,"5.67e+08"
"395",2010-07-28,2264.56,2284.62,2292.24,2257.76,"540550000"
"396",2010-07-29,2251.69,2279.07,2282.94,2228.52,"669340000"
"397",2010-07-30,2254.7,2227.29,2264.81,2218.61,"624500000"
"398",2010-08-02,2295.36,2283.32,2299.24,2274.27,"524820000"
"399",2010-08-03,2283.52,2291.75,2295.03,2272.33,"515630000"
"400",2010-08-04,2303.57,2291.09,2305.07,2283.21,"541230000"
"401",2010-08-05,2293.06,2291.22,2298.86,2281.68,"473760000"
"402",2010-08-06,2288.47,2267.42,2291.15,2253.92,"512540000"
"403",2010-08-09,2305.69,2298.81,2309.43,2289.03,"441720000"
"404",2010-08-10,2277.17,2280.06,2290.51,2261.5,"567320000"
"405",2010-08-11,2208.63,2236.93,2236.93,2204.94,"641700000"
"406",2010-08-12,2190.27,2164.64,2197.97,2163.07,"594740000"
"407",2010-08-13,2173.48,2183.09,2190.27,2173.48,"468630000"
"408",2010-08-16,2181.87,2161.31,2193.84,2155.66,"459600000"
"409",2010-08-17,2209.44,2197.09,2225.08,2193.42,"495880000"
"410",2010-08-18,2215.7,2205.3,2228.9,2196.11,"470370000"
"411",2010-08-19,2178.95,2204.8,2211.73,2168.74,"616310000"
"412",2010-08-20,2179.76,2172.26,2182.67,2159.54,"558440000"
"413",2010-08-23,2159.63,2188.34,2200.52,2159.44,"451390000"
"414",2010-08-24,2123.76,2131,2144.2,2113.71,"588480000"
"415",2010-08-25,2141.54,2109.15,2148.35,2102.26,"548410000"
"416",2010-08-26,2118.69,2148.49,2154.32,2116.82,"494230000"
"417",2010-08-27,2153.63,2134.16,2154.99,2099.29,"574920000"
"418",2010-08-30,2119.97,2145.76,2154.47,2119.93,"425380000"
"419",2010-08-31,2114.03,2109.76,2128.9,2101.52,"647200000"
"420",2010-09-01,2176.84,2142.75,2177.5,2141.95,"574510000"
"421",2010-09-02,2200.01,2178.99,2200.01,2173.71,"445620000"
"422",2010-09-03,2233.75,2227.96,2235.57,2213.56,"452450000"
"423",2010-09-07,2208.89,2227.26,2231.28,2206.62,"475020000"
"424",2010-09-08,2228.87,2216.07,2237.42,2215.9,"552020000"
"425",2010-09-09,2236.2,2251.09,2251.98,2229.8,"467170000"
"426",2010-09-10,2242.48,2239.08,2246.6,2229.12,"455930000"
"427",2010-09-13,2285.71,2263.8,2289.49,2263.69,"553390000"
"428",2010-09-14,2289.77,2281.31,2302.57,2274.57,"553840000"
"429",2010-09-15,2301.32,2283.17,2304.6,2276.32,"555050000"
"430",2010-09-16,2303.25,2297.51,2304.95,2288.71,"496460000"
"431",2010-09-17,2315.61,2318.42,2320.37,2301.82,"919350000"
"432",2010-09-20,2355.83,2322.8,2358.9,2317.89,"547990000"
"433",2010-09-21,2349.35,2355.27,2366.76,2341.82,"583710000"
"434",2010-09-22,2334.55,2339.91,2355.91,2323.55,"586260000"
"435",2010-09-23,2327.08,2316.71,2353.79,2316.11,"516150000"
"436",2010-09-24,2381.22,2356.26,2381.22,2353.5,"536280000"
"437",2010-09-27,2369.77,2379.73,2386.01,2368.65,"484980000"
"438",2010-09-28,2379.59,2373.13,2383.67,2339.5,"585540000"
"439",2010-09-29,2376.56,2372.37,2382.15,2366.19,"575390000"
"440",2010-09-30,2368.62,2390.96,2400.06,2354.22,"697990000"
"441",2010-10-01,2370.75,2386.82,2389.45,2359.32,"504340000"
"442",2010-10-04,2344.52,2362.25,2370.87,2332.46,"500600000"
"443",2010-10-05,2399.83,2368.52,2402.42,2366.06,"591910000"
"444",2010-10-06,2380.66,2395.16,2399.13,2368.43,"547520000"
"445",2010-10-07,2383.67,2391.63,2392.74,2368.25,"486070000"
"446",2010-10-08,2401.91,2384.76,2406.67,2370.53,"493450000"
"447",2010-10-11,2402.33,2403.46,2413.03,2397.57,"377790000"
"448",2010-10-12,2417.92,2397.7,2421.79,2379.39,"489580000"
"449",2010-10-13,2441.23,2432.55,2452.54,2426.52,"595420000"
"450",2010-10-14,2435.38,2441.21,2445.85,2422.07,"533220000"
"451",2010-10-15,2468.77,2461.7,2468.77,2438.03,"696230000"
"452",2010-10-18,2480.66,2470.12,2480.95,2462.55,"460150000"
"453",2010-10-19,2436.95,2442.21,2462.95,2422.14,"608170000"
"454",2010-10-20,2457.39,2443.2,2469.72,2441.07,"522290000"
"455",2010-10-21,2459.67,2470.72,2482.14,2436.34,"550310000"
"456",2010-10-22,2479.39,2461.6,2479.39,2459.43,"427820000"
"457",2010-10-25,2490.85,2491.62,2507.03,2490.11,"470190000"
"458",2010-10-26,2497.29,2476.51,2503.03,2470.12,"508850000"
"459",2010-10-27,2503.26,2484.09,2505.35,2478.01,"524260000"
"460",2010-10-28,2507.37,2516.16,2516.2,2489.76,"517080000"
"461",2010-10-29,2507.41,2505.99,2517.5,2505.86,"559250000"
"462",2010-11-01,2504.84,2520.45,2532.37,2491.46,"502150000"
"463",2010-11-02,2533.52,2525.94,2534.88,2518.29,"516740000"
"464",2010-11-03,2540.27,2532.83,2541.42,2511.31,"540950000"
"465",2010-11-04,2577.34,2569.27,2579.62,2564.05,"656400000"
"466",2010-11-05,2578.98,2577.63,2582.18,2568.78,"548770000"
"467",2010-11-08,2580.05,2570.86,2583.3,2566.78,"471580000"
"468",2010-11-09,2562.98,2587.08,2592.94,2552.93,"563930000"
"469",2010-11-10,2578.78,2564.31,2578.78,2545.46,"554010000"
"470",2010-11-11,2555.52,2534.24,2559.99,2524.12,"562070000"
"471",2010-11-12,2518.21,2540.47,2552.24,2506.4,"581780000"
"472",2010-11-15,2513.82,2529.02,2534.56,2512.29,"505090000"
"473",2010-11-16,2469.84,2494.21,2503.29,2459.79,"618450000"
"474",2010-11-17,2476.01,2471.27,2486.16,2467.19,"493760000"
"475",2010-11-18,2514.4,2504.41,2526.83,2502.5,"532080000"
"476",2010-11-19,2518.12,2510.79,2520.94,2499.92,"562100000"
"477",2010-11-22,2532.02,2509.39,2532.02,2501.3,"489600000"
"478",2010-11-23,2494.95,2504.21,2510.09,2483.16,"502400000"
"479",2010-11-24,2543.12,2519.89,2545.41,2519.89,"435640000"
"480",2010-11-26,2534.56,2525.91,2541.49,2522.4,"186150000"
"481",2010-11-29,2525.22,2522.24,2531.03,2496.83,"454930000"
"482",2010-11-30,2498.23,2497.12,2510.71,2488.61,"768950000"
"483",2010-12-01,2549.43,2535.19,2558.29,2535.19,"565040000"
"484",2010-12-02,2579.35,2553.68,2580.59,2551.82,"527400000"
"485",2010-12-03,2591.46,2569.02,2593.68,2567.88,"468890000"
"486",2010-12-06,2594.92,2591.28,2599.19,2584.09,"408830000"
"487",2010-12-07,2598.49,2623.15,2623.6,2597.45,"514640000"
"488",2010-12-08,2609.16,2604.57,2612.37,2592.89,"447260000"
"489",2010-12-09,2616.67,2623.15,2624.84,2606.24,"483060000"
"490",2010-12-10,2637.54,2623.28,2639.41,2615.42,"433740000"
"491",2010-12-13,2624.91,2645.35,2645.79,2624.56,"459380000"
"492",2010-12-14,2627.72,2631.34,2636.85,2621.05,"461410000"
"493",2010-12-15,2617.22,2625.81,2643.11,2613.15,"526790000"
"494",2010-12-16,2637.31,2620.56,2639.68,2613.72,"455580000"
"495",2010-12-17,2642.97,2643.35,2651.35,2637.08,"1.03e+09"
"496",2010-12-20,2649.56,2651.98,2658.8,2634.56,"439140000"
"497",2010-12-21,2667.61,2658.94,2669.01,2655.95,"382420000"
"498",2010-12-22,2671.48,2669,2675.26,2666.63,"368130000"
"499",2010-12-23,2665.6,2667.42,2671.63,2661.17,"282840000"
"500",2010-12-27,2667.27,2657.09,2670.57,2645.38,"9980000"
"501",2010-12-28,2662.88,2671.85,2673.02,2658.21,"282820000"
"502",2010-12-29,2666.93,2667.18,2671.23,2664.51,"251430000"
"503",2010-12-30,2662.98,2665.68,2671.11,2661.83,"259170000"
"504",2010-12-31,2652.87,2660.58,2662.39,2649.04,"283380000"
"505",2011-01-03,2691.52,2676.65,2704.86,2676.34,"446290000"
"506",2011-01-04,2681.25,2699.86,2700.88,2663.64,"472680000"
"507",2011-01-05,2702.2,2673.91,2702.2,2671.89,"466870000"
"508",2011-01-06,2709.89,2704.38,2712.35,2697.73,"473850000"
"509",2011-01-07,2703.17,2712.75,2715.96,2676.36,"462380000"
"510",2011-01-10,2707.8,2691.47,2712.32,2682.25,"441300000"
"511",2011-01-11,2716.83,2719.6,2722.75,2706.58,"422110000"
"512",2011-01-12,2737.33,2731.45,2737.33,2722.32,"413050000"
"513",2011-01-13,2735.29,2734.93,2742.43,2727.14,"450900000"
"514",2011-01-14,2755.3,2732.48,2755.3,2729.62,"471590000"
"515",2011-01-18,2765.85,2744.8,2766.17,2744.26,"500180000"
"516",2011-01-19,2725.36,2762.81,2764.35,2717.79,"491300000"
"517",2011-01-20,2704.29,2712.4,2714.1,2686.59,"566670000"
"518",2011-01-21,2689.54,2716.92,2722.74,2688.53,"521360000"
"519",2011-01-24,2717.55,2693.03,2719.73,2687.97,"431670000"
"520",2011-01-25,2719.25,2704.25,2719.34,2697.51,"458230000"
"521",2011-01-26,2739.5,2724.52,2746.03,2717.63,"480260000"
"522",2011-01-27,2755.28,2745.16,2763.64,2740.3,"481920000"
"523",2011-01-28,2686.89,2755.28,2755.28,2679.57,"565430000"
"524",2011-01-31,2700.08,2693.3,2706.3,2676.87,"506640000"
"525",2011-02-01,2751.19,2717.61,2755.97,2716.64,"523200000"
"526",2011-02-02,2749.56,2751.19,2758.51,2743.76,"464810000"
"527",2011-02-03,2753.88,2746.74,2757.54,2725.78,"488250000"
"528",2011-02-04,2769.3,2755.85,2769.7,2747.86,"466990000"
"529",2011-02-07,2783.99,2773.26,2796.5,2772.81,"416650000"
"530",2011-02-08,2797.05,2782.41,2797.05,2776.35,"411280000"
"531",2011-02-09,2789.07,2791.13,2798.91,2780.89,"466490000"
"532",2011-02-10,2790.45,2764.76,2791.43,2762.34,"601570000"
"533",2011-02-11,2809.44,2783.16,2810.56,2778.21,"486900000"
"534",2011-02-14,2817.18,2810.19,2819.87,2808.27,"468900000"
"535",2011-02-15,2804.35,2809.02,2813.13,2798.83,"495100000"
"536",2011-02-16,2825.56,2815.09,2828.19,2811.52,"530030000"
"537",2011-02-17,2831.58,2816.12,2835.2,2815.08,"458300000"
"538",2011-02-18,2833.95,2833.35,2840.51,2823.65,"597630000"
"539",2011-02-22,2756.42,2795.44,2808.18,2752.75,"575020000"
"540",2011-02-23,2722.99,2755.2,2761.7,2705.54,"588490000"
"541",2011-02-24,2737.9,2726.59,2745.29,2707.63,"539600000"
"542",2011-02-25,2781.05,2752.16,2781.12,2751.81,"468600000"
"543",2011-02-28,2782.27,2791.28,2798.43,2767.61,"575720000"
"544",2011-03-01,2737.41,2791.08,2791.23,2730.72,"580400000"
"545",2011-03-02,2748.07,2735.05,2763.95,2734.08,"492070000"
"546",2011-03-03,2798.74,2774.48,2802.32,2774.48,"503920000"
"547",2011-03-04,2784.67,2797.64,2798.07,2768.12,"489530000"
"548",2011-03-07,2745.63,2793.19,2794.82,2724.51,"586990000"
"549",2011-03-08,2765.77,2745.23,2775.41,2729.85,"476580000"
"550",2011-03-09,2751.72,2756.34,2761.77,2737.68,"502980000"
"551",2011-03-10,2701.02,2719.29,2721.21,2695.08,"635120000"
"552",2011-03-11,2715.61,2689.65,2724.61,2689.41,"479300000"
"553",2011-03-14,2700.97,2695.66,2715.22,2682.09,"467230000"
"554",2011-03-15,2667.33,2619.4,2680.57,2618.5,"630410000"
"555",2011-03-16,2616.82,2652.92,2669.27,2603.5,"683020000"
"556",2011-03-17,2636.05,2656.08,2660.5,2634.17,"515470000"
"557",2011-03-18,2643.67,2665.54,2665.56,2639.76,"957290000"
"558",2011-03-21,2692.09,2675.47,2699.7,2674.99,"462880000"
"559",2011-03-22,2683.87,2692.13,2695.46,2679.41,"423830000"
"560",2011-03-23,2698.3,2677.56,2704.3,2660.17,"445350000"
"561",2011-03-24,2736.42,2715.88,2740.39,2703.42,"503130000"
"562",2011-03-25,2743.06,2746.34,2762.55,2740.17,"471150000"
"563",2011-03-28,2730.68,2752.33,2754.63,2730.68,"430300000"
"564",2011-03-29,2756.89,2727.83,2756.89,2720.19,"410890000"
"565",2011-03-30,2776.79,2772.36,2779.95,2763.77,"466640000"
"566",2011-03-31,2781.07,2774.23,2783.98,2769.52,"512950000"
"567",2011-04-01,2789.6,2796.67,2802.63,2779.71,"562200000"
"568",2011-04-04,2789.19,2796.26,2799.73,2778.87,"428470000"
"569",2011-04-05,2791.19,2787.78,2806.2,2785.27,"481220000"
"570",2011-04-06,2799.82,2808.11,2815.55,2786.8,"486870000"
"571",2011-04-07,2796.14,2799.59,2813.22,2781.13,"476140000"
"572",2011-04-08,2780.41,2806.29,2808.56,2772.4,"422400000"
"573",2011-04-11,2771.51,2789.49,2792.95,2760.84,"505170000"
"574",2011-04-12,2744.79,2755.89,2760.62,2737.07,"458960000"
"575",2011-04-13,2761.52,2762.69,2772.05,2744.85,"457200000"
"576",2011-04-14,2760.22,2743.12,2762.18,2733.68,"451740000"
"577",2011-04-15,2764.65,2752.87,2769.29,2743.75,"544730000"
"578",2011-04-18,2735.38,2731.22,2737.46,2706.5,"478290000"
"579",2011-04-19,2744.97,2741.35,2746.18,2727.12,"440010000"
"580",2011-04-20,2802.51,2788.84,2802.99,2785.98,"539560000"
"581",2011-04-21,2820.16,2820.77,2820.77,2808.55,"471560000"
"582",2011-04-25,2825.88,2820.28,2826.26,2813.2,"395070000"
"583",2011-04-26,2847.54,2832.48,2856.61,2829,"538650000"
"584",2011-04-27,2869.88,2853.88,2870.8,2842.61,"561750000"
"585",2011-04-28,2872.53,2862.82,2874.59,2859.62,"541970000"
"586",2011-04-29,2873.54,2869.74,2876.83,2863.04,"948180000"
"587",2011-05-02,2864.08,2881.28,2887.75,2859.84,"553480000"
"588",2011-05-03,2841.62,2859.3,2861.95,2825.5,"590040000"
"589",2011-05-04,2828.23,2842.92,2848.16,2808.79,"610390000"
"590",2011-05-05,2814.72,2812.84,2845.85,2804.82,"611730000"
"591",2011-05-06,2827.56,2840.71,2859.25,2818.65,"561090000"
"592",2011-05-09,2843.25,2828.24,2850.39,2823.67,"447830000"
"593",2011-05-10,2871.89,2851.91,2873.64,2850.01,"522620000"
"594",2011-05-11,2845.06,2867.16,2874.61,2829.68,"627180000"
"595",2011-05-12,2863.04,2833.67,2865.86,2819.37,"615410000"
"596",2011-05-13,2828.47,2859.7,2861.51,2827.51,"540670000"
"597",2011-05-16,2782.31,2815.9,2828.14,2779.54,"572930000"
"598",2011-05-17,2783.21,2769.17,2783.61,2759.29,"600240000"
"599",2011-05-18,2815,2782.65,2817.15,2780.83,"513710000"
"600",2011-05-19,2823.31,2824.05,2828.41,2805.12,"493600000"
"601",2011-05-20,2803.32,2815.96,2821.44,2796.27,"531970000"
"602",2011-05-23,2758.9,2761.96,2770.51,2750.64,"504940000"
"603",2011-05-24,2746.16,2766.7,2767.5,2744.01,"495930000"
"604",2011-05-25,2761.38,2739.99,2771.38,2739.85,"523970000"
"605",2011-05-26,2782.92,2756.31,2787.33,2756.06,"521810000"
"606",2011-05-27,2796.86,2789.02,2801.15,2788.29,"444770000"
"607",2011-05-31,2835.3,2824.25,2835.34,2808.6,"947550000"
"608",2011-06-01,2769.19,2829.39,2834.05,2767.63,"662690000"
"609",2011-06-02,2773.31,2773.76,2784.57,2759.17,"535270000"
"610",2011-06-03,2732.78,2740.49,2762.56,2730.63,"559230000"
"611",2011-06-06,2702.56,2728.31,2736.66,2702.2,"545850000"
"612",2011-06-07,2701.56,2712.79,2723.32,2701.17,"510840000"
"613",2011-06-08,2675.38,2693.69,2698.08,2671.09,"570440000"
"614",2011-06-09,2684.87,2678.52,2696.69,2670.02,"480360000"
"615",2011-06-10,2643.73,2675.1,2676.72,2641.64,"563120000"
"616",2011-06-13,2639.69,2649.3,2657.77,2629.61,"510320000"
"617",2011-06-14,2678.72,2662.73,2685.65,2662.73,"480750000"
"618",2011-06-15,2631.46,2653.17,2669.75,2625.86,"566880000"
"619",2011-06-16,2623.7,2631.98,2642.65,2599.86,"563800000"
"620",2011-06-17,2616.48,2646.29,2648.54,2608.99,"941780000"
"621",2011-06-20,2629.66,2608.05,2636.55,2607.74,"462400000"
"622",2011-06-21,2687.26,2640.33,2688.5,2634.04,"500030000"
"623",2011-06-22,2669.19,2677.18,2693.23,2668.35,"451690000"
"624",2011-06-23,2686.75,2638.6,2688.07,2627.47,"594120000"
"625",2011-06-24,2652.89,2681.1,2682.41,2647.46,"1.4e+09"
"626",2011-06-27,2688.28,2653.07,2697.34,2647.55,"479280000"
"627",2011-06-28,2729.31,2694.26,2729.94,2692.45,"448660000"
"628",2011-06-29,2740.49,2736.76,2746.62,2722.26,"505930000"
"629",2011-06-30,2773.52,2749.37,2776.56,2749.11,"517120000"
"630",2011-07-01,2816.03,2775.08,2818.19,2769.06,"460600000"
"631",2011-07-05,2825.77,2817.87,2828.53,2810,"423890000"
"632",2011-07-06,2834.02,2821.42,2838.85,2812.8,"440070000"
"633",2011-07-07,2872.66,2856.25,2878.94,2853.9,"465800000"
"634",2011-07-08,2859.81,2841.29,2860.02,2831.16,"428040000"
"635",2011-07-11,2802.62,2828.1,2841.12,2795.54,"448200000"
"636",2011-07-12,2781.91,2798.75,2807.57,2780.16,"529410000"
"637",2011-07-13,2796.92,2800.88,2825.86,2789.57,"487150000"
"638",2011-07-14,2762.67,2804.82,2817.38,2755.9,"546870000"
"639",2011-07-15,2789.8,2787.33,2790.16,2768.28,"529590000"
"640",2011-07-18,2765.11,2777.61,2783.76,2743.79,"463020000"
"641",2011-07-19,2826.52,2790.98,2828.65,2790.98,"479120000"
"642",2011-07-20,2814.23,2839.39,2839.65,2808.18,"476060000"
"643",2011-07-21,2834.43,2818.79,2847.41,2807.71,"553310000"
"644",2011-07-22,2858.83,2834.46,2862.72,2830.58,"413150000"
"645",2011-07-25,2842.8,2832.11,2859.4,2828.91,"407250000"
"646",2011-07-26,2839.96,2842.74,2851.72,2832.27,"436930000"
"647",2011-07-27,2764.79,2823.62,2823.86,2761,"633900000"
"648",2011-07-28,2766.25,2765.61,2800.11,2757.85,"513720000"
"649",2011-07-29,2756.38,2736.67,2780.58,2724.99,"621210000"
"650",2011-08-01,2744.61,2791.45,2796.24,2716.3,"581750000"
"651",2011-08-02,2669.24,2728.29,2745.87,2668.68,"612750000"
"652",2011-08-03,2693.07,2673.97,2695.37,2621.67,"672330000"
"653",2011-08-04,2556.39,2648.38,2653.79,2556.38,"864870000"
"654",2011-08-05,2532.41,2580.3,2592.04,2464.87,"1.03e+09"
"655",2011-08-08,2357.69,2447.3,2489.39,2357.69,"1.12e+09"
"656",2011-08-09,2482.52,2402.13,2483.66,2331.65,"1.06e+09"
"657",2011-08-10,2381.05,2425.55,2461.28,2378.08,"957550000"
"658",2011-08-11,2492.68,2415.54,2516.39,2399.56,"871490000"
"659",2011-08-12,2507.98,2507.01,2524.09,2481.5,"584860000"
"660",2011-08-15,2555.2,2522.04,2555.2,2514.52,"494100000"
"661",2011-08-16,2523.45,2526.48,2546.74,2494.55,"544770000"
"662",2011-08-17,2511.48,2527.79,2549.11,2488.09,"485710000"
"663",2011-08-18,2380.43,2436.38,2437.01,2362.97,"725400000"
"664",2011-08-19,2341.84,2353.32,2415.18,2338.66,"671230000"
"665",2011-08-22,2345.38,2396.88,2397.34,2337.28,"516090000"
"666",2011-08-23,2446.06,2360.95,2446.06,2349.08,"564700000"
"667",2011-08-24,2467.69,2437.48,2470.8,2420.48,"493490000"
"668",2011-08-25,2419.63,2470.96,2482.9,2415.24,"490110000"
"669",2011-08-26,2479.85,2408.79,2486.04,2385.27,"513230000"
"670",2011-08-29,2562.11,2510.99,2562.58,2510.13,"442390000"
"671",2011-08-30,2576.11,2547.07,2589.53,2534.68,"516480000"
"672",2011-08-31,2579.46,2589.75,2611.58,2557.74,"594610000"
"673",2011-09-01,2546.04,2583.34,2604.5,2543.56,"474620000"
"674",2011-09-02,2480.33,2497.28,2512.78,2469.35,"446910000"
"675",2011-09-06,2473.83,2417.61,2477.77,2414.31,"501360000"
"676",2011-09-07,2548.94,2511.5,2548.94,2507.52,"494020000"
"677",2011-09-08,2529.14,2533.81,2568.45,2520.8,"521740000"
"678",2011-09-09,2467.99,2508.12,2518.4,2452.93,"586130000"
"679",2011-09-12,2495.09,2442.86,2495.36,2438.4,"525060000"
"680",2011-09-13,2532.15,2502.59,2537.4,2494.07,"538740000"
"681",2011-09-14,2572.55,2548.45,2600.78,2519.8,"602200000"
"682",2011-09-15,2607.07,2595.45,2608.95,2569.78,"519060000"
"683",2011-09-16,2622.31,2607.12,2627.28,2600.96,"980760000"
"684",2011-09-19,2612.83,2584.35,2627.34,2564.46,"497760000"
"685",2011-09-20,2590.24,2623.89,2643.37,2589.52,"507830000"
"686",2011-09-21,2538.19,2601.06,2613.29,2537.46,"586880000"
"687",2011-09-22,2455.67,2466.06,2494.31,2420.23,"791230000"
"688",2011-09-23,2483.23,2438.63,2490.72,2438.28,"552810000"
"689",2011-09-26,2516.69,2496.98,2518.91,2446.12,"517940000"
"690",2011-09-27,2546.83,2560.78,2590.94,2532.65,"566850000"
"691",2011-09-28,2491.58,2557.86,2569.79,2491.07,"523310000"
"692",2011-09-29,2480.76,2535.52,2538.97,2433.58,"609960000"
"693",2011-09-30,2415.4,2444.77,2468.98,2415.07,"597570000"
"694",2011-10-03,2335.83,2401.19,2430.88,2335.23,"710580000"
"695",2011-10-04,2404.82,2312.68,2406.67,2298.89,"845160000"
"696",2011-10-05,2460.51,2398.37,2466.5,2380.96,"651560000"
"697",2011-10-06,2506.82,2459.05,2507.44,2446.72,"579840000"
"698",2011-10-07,2479.35,2509.61,2512.14,2468.6,"547920000"
"699",2011-10-10,2566.05,2522.72,2566.05,2519.78,"421840000"
"700",2011-10-11,2583.03,2554.7,2587.28,2551.94,"420200000"
"701",2011-10-12,2604.73,2606.61,2629.49,2602.31,"507460000"
"702",2011-10-13,2620.24,2595.05,2625.22,2588.71,"436760000"
"703",2011-10-14,2667.85,2655.23,2667.85,2636,"412320000"
"704",2011-10-17,2614.92,2653.32,2658.25,2606.91,"441270000"
"705",2011-10-18,2657.43,2614.05,2667.57,2586.31,"524340000"
"706",2011-10-19,2604.04,2642.89,2651.88,2597.77,"505560000"
"707",2011-10-20,2598.62,2605.42,2606.39,2557.17,"516280000"
"708",2011-10-21,2637.46,2630.3,2646.92,2611.11,"621700000"
"709",2011-10-24,2699.44,2644.83,2703.07,2643.94,"468790000"
"710",2011-10-25,2638.42,2685.86,2685.88,2633.94,"465590000"
"711",2011-10-26,2650.67,2660.42,2666.29,2598.74,"556080000"
"712",2011-10-27,2738.63,2720.59,2753.37,2694.27,"713320000"
"713",2011-10-28,2737.15,2724.03,2742.27,2723.03,"480010000"
"714",2011-10-31,2684.41,2705.89,2716.7,2684.13,"502700000"
"715",2011-11-01,2606.96,2607.31,2638.6,2597.16,"638790000"
"716",2011-11-02,2639.98,2637.56,2648.46,2613.74,"522790000"
"717",2011-11-03,2697.97,2666.21,2699.84,2628.22,"550990000"
"718",2011-11-04,2686.15,2678.16,2693.67,2655.12,"461040000"
"719",2011-11-07,2695.25,2683.38,2697.02,2649.06,"440440000"
"720",2011-11-08,2727.49,2712.08,2730.39,2680.93,"469140000"
"721",2011-11-09,2621.65,2662.56,2672.34,2617.93,"575970000"
"722",2011-11-10,2625.15,2652.01,2652.4,2601.79,"500670000"
"723",2011-11-11,2678.75,2653.53,2684.67,2649.85,"401440000"
"724",2011-11-14,2657.22,2671.11,2682.13,2647.48,"356720000"
"725",2011-11-15,2686.2,2647.91,2695.87,2644,"431670000"
"726",2011-11-16,2639.61,2661.09,2688.86,2637.91,"507870000"
"727",2011-11-17,2587.99,2637.37,2637.48,2576.22,"555830000"
"728",2011-11-18,2572.5,2595.02,2595.84,2567.15,"473350000"
"729",2011-11-21,2523.14,2535.34,2539.87,2500.89,"513060000"
"730",2011-11-22,2521.28,2517.64,2534.4,2499.19,"441860000"
"731",2011-11-23,2460.08,2501.18,2503.38,2460.08,"4.4e+08"
"732",2011-11-25,2441.51,2453.03,2477.03,2441.48,"200910000"
"733",2011-11-28,2527.34,2509.63,2531.32,2507.72,"455180000"
"734",2011-11-29,2515.51,2529.11,2542.46,2508.27,"421540000"
"735",2011-11-30,2620.34,2586.39,2620.34,2582.49,"818730000"
"736",2011-12-01,2626.2,2615.67,2636.08,2611.48,"445010000"
"737",2011-12-02,2626.93,2650.8,2659.23,2625.07,"407880000"
"738",2011-12-05,2655.76,2666.47,2674.53,2641.59,"433480000"
"739",2011-12-06,2649.56,2655.02,2663.63,2639.18,"374310000"
"740",2011-12-07,2649.21,2638.61,2660.24,2612.8,"433040000"
"741",2011-12-08,2596.38,2633.3,2645.92,2592.55,"492480000"
"742",2011-12-09,2646.85,2603.18,2653.46,2603.18,"418360000"
"743",2011-12-12,2612.26,2617.32,2617.32,2591.42,"418200000"
"744",2011-12-13,2579.27,2629.67,2639.74,2568.44,"454220000"
"745",2011-12-14,2539.31,2566.21,2568.44,2525.88,"483860000"
"746",2011-12-15,2541.01,2565.93,2565.94,2536.58,"450850000"
"747",2011-12-16,2555.33,2554.62,2585.42,2548,"985010000"
"748",2011-12-19,2523.14,2564.07,2570.65,2518.01,"392160000"
"749",2011-12-20,2603.73,2567.25,2604.52,2566.87,"500760000"
"750",2011-12-21,2577.97,2589.77,2590.61,2544.66,"468820000"
"751",2011-12-22,2599.45,2584.33,2601.99,2581.92,"369200000"
"752",2011-12-23,2618.64,2607.43,2618.84,2599.89,"219150000"
"753",2011-12-27,2625.2,2613.51,2633.34,2610.77,"195840000"
"754",2011-12-28,2589.98,2626.19,2626.34,2586.85,"267650000"
"755",2011-12-29,2613.74,2596.33,2614.87,2593.04,"253710000"
"756",2011-12-30,2605.15,2610.23,2616.46,2604.6,"290700000"
"757",2012-01-03,2648.72,2657.39,2665.9,2641.98,"411790000"
"758",2012-01-04,2648.36,2639.9,2653.18,2627.23,"411090000"
"759",2012-01-05,2669.86,2642.57,2673.56,2631.23,"442080000"
"760",2012-01-06,2674.22,2671.17,2682.12,2658.83,"412310000"
"761",2012-01-09,2676.56,2682.98,2683.78,2662.96,"447700000"
"762",2012-01-10,2702.5,2704.42,2712.5,2694.33,"453070000"
"763",2012-01-11,2710.76,2695.77,2714.29,2690.73,"419720000"
"764",2012-01-12,2724.7,2716.87,2726.43,2697.32,"403170000"
