"","FTSE MIB (FTMIB)_history.csv Date","FTSE MIB (FTMIB)_history.csv Price","FTSE MIB (FTMIB)_history.csv Open","FTSE MIB (FTMIB)_history.csv High","FTSE MIB (FTMIB)_history.csv Low","FTSE MIB (FTMIB)_history.csv Volume"
"984",2012-11-08,15194.08,15382.06,15393.02,15091.56,"688930000"
"985",2012-11-09,15181,15209.66,15243.53,14964.7,"682680000"
"986",2012-11-12,15121.7,15181.04,15264.46,15073.23,"681410000"
"987",2012-11-13,15333.15,15046.67,15360.65,14972.56,"874360000"
"988",2012-11-14,15252.93,15307.05,15410.39,15190.59,"768600000"
"989",2012-11-15,15162.82,15149.51,15269.12,15121.71,"575580000"
"990",2012-11-16,14855.79,15156.33,15198.51,14855.79,"702130000"
"991",2012-11-19,15308.96,14998.81,15308.96,14941.77,"534690000"
"992",2012-11-20,15269.99,15218.29,15303.72,15129.86,"492170000"
"993",2012-11-21,15394.62,15195.44,15431.55,15182.5,"585050000"
"994",2012-11-22,15553.62,15431.85,15570.1,15405.79,"355440000"
"995",2012-11-23,15635.89,15575.53,15656.07,15431.19,"423650000"
"996",2012-11-26,15520.14,15599.3,15648.77,15506.25,"408330000"
"997",2012-11-27,15479.81,15631.63,15687.35,15407.07,"502700000"
"998",2012-11-28,15453.43,15439.09,15481.7,15256.65,"610910000"
"999",2012-11-29,15887.99,15593.38,15887.99,15554.16,"847880000"
"1000",2012-11-30,15808.24,15865.41,15939.99,15808.24,"656370000"
"1001",2012-12-03,15876.06,15868.95,16106.54,15837.92,"676660000"
"1002",2012-12-04,16041.54,15872.98,16074.42,15862.34,"7.93e+08"
"1003",2012-12-05,15954.43,16141.7,16214.47,15872.08,"899210000"
"1004",2012-12-06,15835.22,16034.41,16105.41,15632.34,"949060000"
"1005",2012-12-07,15699.22,15845.57,15899.6,15567.04,"675950000"
"1006",2012-12-10,15354.01,15426.99,15426.99,15104.13,"1.07e+09"
"1007",2012-12-11,15585.61,15399.78,15611.97,15262.44,"639280000"
"1008",2012-12-12,15764.98,15626.55,15786.04,15575.57,"698090000"
"1009",2012-12-13,15866.29,15837.1,15926.56,15712.93,"791120000"
"1010",2012-12-14,15908.09,15890.76,15941.26,15811.06,"605530000"
"1011",2012-12-17,16004.73,15941.63,16023.38,15816.6,"804040000"
"1012",2012-12-18,16155.14,16075.47,16160.42,16022.2,"995090000"
"1013",2012-12-19,16332.5,16213.99,16361.36,16165.34,"973900000"
"1014",2012-12-20,16399.36,16251.15,16420.73,16229.35,"812230000"
"1015",2012-12-21,16333.95,16274.91,16355.67,16211.97,"876630000"
"1016",2012-12-27,16408.28,16366.54,16503.08,16365.01,"673750000"
"1017",2012-12-28,16273.38,16449.75,16484.81,16273.38,"556290000"
"1018",2013-01-02,16893.39,16583.43,16893.39,16573.07,"998290000"
"1019",2013-01-03,16909.83,16866.61,16915.36,16781.97,"754310000"
"1020",2013-01-04,16959.78,16897.97,16970.16,16795.66,"1.52e+09"
"1021",2013-01-07,16895.66,16992.99,17103.12,16873.44,"1.99e+09"
"1022",2013-01-08,16951.14,16850.59,17082,16815.41,"1.34e+09"
"1023",2013-01-09,17326.27,17038.97,17326.27,17035.13,"1.64e+09"
"1024",2013-01-10,17451.07,17398.38,17561.79,17231.67,"1.6e+09"
"1025",2013-01-11,17502.39,17529.34,17550.31,17334.43,"1.09e+09"
"1026",2013-01-14,17391.24,17576.25,17683.92,17270.49,"1.33e+09"
"1027",2013-01-15,17467.48,17332.58,17489.98,17295.11,"1.08e+09"
"1028",2013-01-16,17339.95,17429.49,17450.39,17195.88,"1.1e+09"
"1029",2013-01-17,17587.35,17343.98,17587.35,17323.9,"923610000"
"1030",2013-01-18,17554.13,17696.74,17709.05,17483.31,"977540000"
"1031",2013-01-21,17631.99,17595.05,17638.38,17480.33,"623070000"
"1032",2013-01-22,17715.9,17632.13,17764.69,17394.24,"1.36e+09"
"1033",2013-01-23,17579,17749.53,17752.55,17555.1,"1.55e+09"
"1034",2013-01-24,17756.63,17530.64,17765.65,17456.35,"1.56e+09"
"1035",2013-01-25,17726.89,17736.05,17876,17662.88,"2.33e+09"
"1036",2013-01-28,17897.41,17801.79,17924.92,17756.1,"1.72e+09"
"1037",2013-01-29,17891.91,17887.16,17937.17,17733.28,"1.22e+09"
"1038",2013-01-30,17289.91,17968.6,17983.63,17252.3,"1.36e+09"
"1039",2013-01-31,17439.06,17331.31,17519.78,17080.16,"1.36e+09"
"1040",2013-02-01,17318.94,17411.8,17558.21,17130.8,"1.4e+09"
"1041",2013-02-04,16539,17283.86,17284.79,16539,"1.24e+09"
"1042",2013-02-05,16712.26,16484.76,16802.86,16416.77,"1.19e+09"
"1043",2013-02-06,16602.85,16707.82,16805.14,16408.08,"1.31e+09"
"1044",2013-02-07,16400.56,16635.69,16828.15,16395.74,"1.39e+09"
"1045",2013-02-08,16630.5,16415.34,16637.68,16378.46,"1.07e+09"
"1046",2013-02-11,16529.87,16606.33,16694.51,16467.23,"914330000"
"1047",2013-02-12,16644.45,16474.03,16661.18,16369.41,"866930000"
"1048",2013-02-13,16712.15,16701.05,16793.12,16570.06,"833680000"
"1049",2013-02-14,16544.95,16673.98,16813.99,16492.66,"756580000"
"1050",2013-02-15,16489.8,16535.76,16655.41,16470.9,"616600000"
"1051",2013-02-18,16406.03,16433.8,16481.04,16335.56,"528340000"
"1052",2013-02-19,16664.42,16367.34,16688.31,16364.89,"704980000"
"1053",2013-02-20,16527.5,16636.66,16727.85,16507,"652650000"
"1054",2013-02-21,16009.55,16376.3,16390.84,16009.55,"905500000"
"1055",2013-02-22,16233.28,16056.46,16312.02,16054.06,"769930000"
"1056",2013-02-25,16351.99,16324.95,16884.14,16130.54,"1.39e+09"
"1057",2013-02-26,15552.2,16094.59,16121.88,15530.14,"1.58e+09"
"1058",2013-02-27,15827.02,15658.14,15827.02,15466.43,"861040000"
"1059",2013-02-28,15921.25,15904.49,15928.44,15720.95,"804150000"
"1060",2013-03-01,15675.37,15858.14,15905.53,15556.5,"769410000"
"1061",2013-03-04,15542.17,15542.02,15697.2,15406.76,"686690000"
"1062",2013-03-05,15974.3,15663.65,15974.3,15660.95,"722820000"
"1063",2013-03-06,15899.7,15980.46,16077.91,15891.72,"748020000"
"1064",2013-03-07,15947.17,15965,16037.98,15886.86,"927150000"
"1065",2013-03-08,16204.03,16029.67,16258.5,16014.65,"811090000"
"1066",2013-03-11,16091.98,16039.62,16146.81,16021.8,"528500000"
"1067",2013-03-12,16023.98,16068.13,16228.92,15987.37,"683810000"
"1068",2013-03-13,15745.34,15995.75,16006.16,15721.68,"798240000"
"1069",2013-03-14,16131.05,15900.27,16131.05,15870.7,"905650000"
"1070",2013-03-15,16061.15,16176.54,16232.76,16001.45,"1.12e+09"
"1071",2013-03-18,15924.13,15619.16,15968.45,15591.22,"876100000"
"1072",2013-03-19,15670.56,15920.17,15964.5,15603.5,"870930000"
"1073",2013-03-20,16015.98,15799.08,16015.98,15717.37,"877370000"
"1074",2013-03-21,15935.99,15985.73,16042.28,15848.51,"752660000"
"1075",2013-03-22,16045.51,15890.9,16192.24,15833.41,"730780000"
"1076",2013-03-25,15644.36,16211.89,16218.35,15575.18,"1.05e+09"
"1077",2013-03-26,15495.92,15727.63,15757.63,15417.77,"1.1e+09"
"1078",2013-03-27,15353.85,15497.78,15510.72,15197.06,"1.21e+09"
"1079",2013-03-28,15338.72,15307.44,15545.7,15243.45,"852880000"
"1080",2013-04-02,15555.03,15307.85,15555.03,15223.9,"978220000"
"1081",2013-04-03,15200.3,15484.46,15504.12,15200.3,"735070000"
"1082",2013-04-04,15154.02,15288.68,15452.77,15078.69,"1.05e+09"
"1083",2013-04-05,15250.42,15204.45,15292.69,15061.59,"931630000"
"1084",2013-04-08,15243.39,15308.86,15451.55,15236.81,"605730000"
"1085",2013-04-09,15436.07,15354.02,15441.78,15310.45,"783220000"
"1086",2013-04-10,15928.64,15466.71,15942.31,15460.27,"1.09e+09"
"1087",2013-04-11,16020.91,15906.61,16054.21,15888.03,"1.06e+09"
"1088",2013-04-12,15780.08,15953.72,15986.37,15748.29,"949870000"
"1089",2013-04-15,15628.95,15764.72,15863.75,15597.84,"675480000"
"1090",2013-04-16,15533.04,15550.42,15720.06,15479.03,"817820000"
"1091",2013-04-17,15383.76,15644.04,15647.8,15290,"825940000"
"1092",2013-04-18,15480.56,15476.42,15628.34,15369.48,"849430000"
"1093",2013-04-19,15760.78,15651.86,15841.5,15548,"1.02e+09"
"1094",2013-04-22,16021.71,15975.56,16128,15887.95,"922200000"
"1095",2013-04-23,16490.77,16033.36,16490.77,16031.1,"1.13e+09"
"1096",2013-04-24,16563.43,16494.6,16618.22,16290.22,"1.07e+09"
"1097",2013-04-25,16649.75,16550.95,16676.97,16469.66,"528330000"
"1098",2013-04-26,16565.25,16620.28,16643.5,16472.77,"619430000"
"1099",2013-04-29,16929.68,16664.69,16942.33,16662.7,"982530000"
"1100",2013-04-30,16767.66,17033.45,17033.45,16762.55,"878350000"
"1101",2013-05-02,16748.28,16687.37,16935.96,16447.72,"945400000"
"1102",2013-05-03,16922.29,16812.13,16922.29,16657.31,"663030000"
"1103",2013-05-06,16862.99,16914,16920.11,16804.75,"406600000"
"1104",2013-05-07,17121.87,16927.66,17164.44,16904.67,"991210000"
"1105",2013-05-08,17255.57,17139.44,17255.57,17072.09,"797030000"
"1106",2013-05-09,17090.62,17190.56,17212.05,17023,"976520000"
"1107",2013-05-10,17284.03,17159.55,17361.11,17157.54,"1.03e+09"
"1108",2013-05-13,17171.52,17302.98,17376.12,17085.25,"694890000"
"1109",2013-05-14,17315.25,17280.97,17320.98,17051.34,"827390000"
"1110",2013-05-15,17492.97,17271.28,17492.97,17207.52,"1.25e+09"
"1111",2013-05-16,17544.01,17466.62,17593.87,17369.03,"1.18e+09"
"1112",2013-05-17,17604.61,17452.52,17644.73,17452.3,"956210000"
"1113",2013-05-20,17506.87,17459.52,17514.89,17354.25,"638990000"
"1114",2013-05-21,17427.47,17496.79,17577.56,17325.32,"883820000"
"1115",2013-05-22,17545.46,17472.08,17591.27,17386.13,"865720000"
"1116",2013-05-23,17008.42,17127.61,17223.6,17001.07,"955450000"
"1117",2013-05-24,16896.81,17133.86,17149.93,16844.89,"749920000"
"1118",2013-05-27,17159.15,17009.25,17159.15,16987.32,"402880000"
"1119",2013-05-28,17519.79,17271.19,17549.35,17265.93,"812970000"
"1120",2013-05-29,17237.1,17363.62,17489,17237.1,"702530000"
"1121",2013-05-30,17350.96,17197.67,17440.39,17194.33,"751150000"
"1122",2013-05-31,17214.08,17403.96,17404.48,17108.88,"1.24e+09"
"1123",2013-06-03,17058.05,17097.41,17289.46,17018.83,"844020000"
"1124",2013-06-04,17135.48,17192.68,17289.63,17081.53,"673440000"
"1125",2013-06-05,16971.17,17020.64,17270.23,16968.06,"1.02e+09"
"1126",2013-06-06,16525.07,16984.81,17047.34,16525.07,"1.28e+09"
"1127",2013-06-07,16691.06,16590.01,16747.26,16417.1,"958310000"
"1128",2013-06-10,16556.34,16679.65,16768.31,16458.08,"826430000"
"1129",2013-06-11,16286.6,16506.56,16506.56,16113.93,"918430000"
"1130",2013-06-12,16024.03,16252.44,16377.92,15992.28,"808710000"
"1131",2013-06-13,16116.34,15786.91,16119.87,15764.8,"928030000"
"1132",2013-06-14,16152.91,16181.13,16227.87,16020.11,"686170000"
"1133",2013-06-17,16194.14,16151.39,16301.45,15955.77,"659250000"
"1134",2013-06-18,16197.94,16141.35,16320.83,16107.35,"584940000"
"1135",2013-06-19,16045.52,16259,16303.63,16045.52,"597510000"
"1136",2013-06-20,15549.23,15811.52,15952.08,15505.35,"954050000"
"1137",2013-06-21,15254.82,15539.39,15692.53,15254.82,"1.11e+09"
"1138",2013-06-24,15112.38,15133.47,15267.84,14901.46,"853680000"
"1139",2013-06-25,15056.57,15274.92,15309.36,15003.54,"842360000"
"1140",2013-06-26,15362.88,15083.81,15396.27,15008.71,"795200000"
"1141",2013-06-27,15430.47,15400.04,15551,15296.58,"612700000"
"1142",2013-06-28,15239.28,15497.1,15545.86,15195,"608490000"
"1143",2013-07-01,15459.57,15359.11,15552.5,15216.88,"510630000"
"1144",2013-07-02,15365.71,15500.26,15515.19,15278.36,"450100000"
"1145",2013-07-03,15282.81,15194.43,15317.1,15023.6,"686520000"
"1146",2013-07-04,15808.15,15379.37,15808.15,15289.86,"698250000"
"1147",2013-07-05,15533.69,15788.56,15902.37,15533.69,"667860000"
"1148",2013-07-08,15799.62,15623.49,15825.5,15563.64,"543620000"
"1149",2013-07-09,15790.55,15866.7,15983.69,15678.23,"672590000"
"1150",2013-07-10,15677.26,15710.86,15783.42,15570.1,"567220000"
"1151",2013-07-11,15677.3,15905.04,15916.17,15642.15,"549810000"
"1152",2013-07-12,15430.57,15702.47,15727.13,15397.69,"697870000"
"1153",2013-07-15,15597.34,15482.05,15597.34,15439.39,"478680000"
"1154",2013-07-16,15529.95,15601.83,15664.05,15493.07,"691420000"
"1155",2013-07-17,15695.03,15573.12,15779.37,15406.8,"654990000"
"1156",2013-07-18,16053.61,15659.13,16110.82,15632.59,"872940000"
"1157",2013-07-19,16124.36,15984.95,16163.49,15974.66,"697100000"
"1158",2013-07-22,16233.55,16150.34,16266.9,16122.75,"460810000"
"1159",2013-07-23,16238.58,16269.19,16446.76,16223.95,"685880000"
"1160",2013-07-24,16442.71,16273.97,16453.93,16254.33,"552830000"
"1161",2013-07-25,16431.97,16442.14,16465.28,16261.63,"525140000"
"1162",2013-07-26,16421.51,16475.01,16538.52,16367.45,"471590000"
"1163",2013-07-29,16275.71,16476.67,16501.41,16254.8,"508220000"
"1164",2013-07-30,16542.9,16316.42,16561.95,16285.5,"490640000"
"1165",2013-07-31,16482.35,16514.48,16549.38,16435.87,"555750000"
"1166",2013-08-01,16818.97,16563.31,16818.97,16562.44,"641940000"
"1167",2013-08-02,16779.19,16833.78,16867.32,16653.13,"714250000"
"1168",2013-08-05,16757.24,16786.8,16844.71,16675.78,"447960000"
"1169",2013-08-06,16683.17,16766.7,16878.16,16605.37,"622090000"
"1170",2013-08-07,16838.19,16641.06,16868.14,16579.75,"597920000"
"1171",2013-08-08,17146.5,16862.67,17146.5,16861.93,"781430000"
"1172",2013-08-09,17186.56,17157.22,17222.24,17043.15,"708790000"
"1173",2013-08-12,17262.86,17212.02,17267.34,17048.89,"436600000"
"1174",2013-08-13,17380.07,17334.32,17404.88,17278.5,"719710000"
"1175",2013-08-14,17463.46,17413.49,17463.46,17285.23,"615560000"
"1176",2013-08-16,17677.77,17352.12,17685.47,17338.3,"884520000"
"1177",2013-08-19,17243.25,17661.25,17689.88,17239.1,"959440000"
"1178",2013-08-20,16999.55,17191.35,17211.96,16885.24,"798410000"
"1179",2013-08-21,16877.93,17064.43,17159.84,16838.11,"612570000"
"1180",2013-08-22,17309.84,16903.16,17329.62,16901.68,"669050000"
"1181",2013-08-23,17342.25,17324.56,17370.88,17183.59,"514650000"
"1182",2013-08-26,16977.76,17302.43,17302.43,16905.99,"559410000"
"1183",2013-08-27,16579.8,16904.76,17064.51,16532.06,"734460000"
"1184",2013-08-28,16743.09,16586.43,16780.04,16503.98,"682490000"
"1185",2013-08-29,16905.15,16826,16925.69,16742.05,"618360000"
"1186",2013-08-30,16682.21,16882.12,16886.75,16682.21,"761270000"
"1187",2013-09-02,16988.57,16807.18,16989.65,16800.67,"626150000"
"1188",2013-09-03,16941.03,17038.88,17074.53,16829.49,"653890000"
"1189",2013-09-04,16712.2,16960.14,16983.23,16577.87,"725820000"
"1190",2013-09-05,16842.7,16775.55,16877.88,16645.7,"1.04e+09"
"1191",2013-09-06,17047,16864.04,17091.95,16767.98,"956990000"
"1192",2013-09-09,17244.74,17048.48,17244.74,17011.3,"790780000"
"1193",2013-09-10,17332.42,17309.16,17392.43,17143.08,"1.08e+09"
"1194",2013-09-11,17562.55,17345.08,17595.15,17344.19,"1.09e+09"
"1195",2013-09-12,17522.71,17544.69,17630.39,17381.89,"827710000"
"1196",2013-09-13,17547.91,17474.84,17556.62,17423.31,"552290000"
"1197",2013-09-16,17731.81,17665.94,17757.85,17637.1,"590990000"
"1198",2013-09-17,17751.65,17686.92,17782.37,17598.82,"622720000"
"1199",2013-09-18,17804.7,17748.21,17879.15,17728.57,"672750000"
"1200",2013-09-19,18059.23,18086.02,18094.82,17957.25,"946420000"
"1201",2013-09-20,17970.12,18080.42,18086.74,17953.66,"897080000"
"1202",2013-09-23,17913.18,17908.28,18027.17,17856.48,"859090000"
"1203",2013-09-24,18064.58,17938.96,18085.55,17906.18,"1.15e+09"
"1204",2013-09-25,18089.24,17986.89,18142.98,17976.97,"951200000"
"1205",2013-09-26,17872.53,18051.25,18068.97,17691.13,"1.25e+09"
"1206",2013-09-27,17646.16,17880.32,17890.22,17641.06,"734590000"
"1207",2013-09-30,17434.86,17352.64,17456.83,17199.82,"1.09e+09"
"1208",2013-10-01,17977.06,17481.03,17977.06,17474.96,"1.04e+09"
"1209",2013-10-02,18098.44,17942.68,18304.1,17909.76,"1.56e+09"
"1210",2013-10-03,18018.22,18207.01,18230.57,18011.75,"840790000"
"1211",2013-10-04,18304.22,18065.66,18341.15,18005.57,"1.18e+09"
"1212",2013-10-07,18425.82,18247.73,18448.5,18194.65,"1.08e+09"
"1213",2013-10-08,18372.75,18413.66,18540.68,18342,"1.29e+09"
"1214",2013-10-09,18551.57,18350.36,18639.49,18350.36,"1.25e+09"
"1215",2013-10-10,18836.79,18672.91,18935.11,18635.54,"1.4e+09"
"1216",2013-10-11,18882.63,18980.91,18981.85,18778.85,"981760000"
"1217",2013-10-14,18917.67,18848.9,18990.49,18779.24,"712380000"
"1218",2013-10-15,18999.22,18977.39,19073.18,18848.65,"826470000"
"1219",2013-10-16,19275.04,19010.86,19288.85,19007.96,"1.23e+09"
"1220",2013-10-17,19198.1,19276.62,19277.39,19068.96,"967870000"
"1221",2013-10-18,19271.02,19276.46,19301.56,19094.02,"928950000"
"1222",2013-10-21,19262.69,19247.23,19333.02,19155.69,"726100000"
"1223",2013-10-22,19371.93,19243.82,19474.19,19221.91,"892890000"
"1224",2013-10-23,18910.68,19283.43,19290.73,18889.42,"1.02e+09"
"1225",2013-10-24,19152.93,19016.84,19152.93,18810.45,"896110000"
"1226",2013-10-25,18874.75,19068.15,19070.88,18833.99,"913520000"
"1227",2013-10-28,18829.42,18957.67,19009.52,18663.32,"808790000"
"1228",2013-10-29,19256.9,18816.93,19256.9,18813.03,"950960000"
"1229",2013-10-30,19166.93,19306.66,19501.18,19085.36,"907050000"
"1230",2013-10-31,19351.52,19106.73,19351.52,19095.21,"901350000"
"1231",2013-11-01,19164.26,19349.21,19368.98,19164.26,"557760000"
"1232",2013-11-04,19310.69,19231.47,19337.77,19161.72,"645850000"
"1233",2013-11-05,19091.93,19372.68,19399.94,19031.6,"832370000"
"1234",2013-11-06,19262.51,19174.44,19290.25,19167.4,"635620000"
"1235",2013-11-07,18863.41,19239.22,19482.8,18772.62,"1.18e+09"
"1236",2013-11-08,18961.71,18797.82,18964.46,18714.81,"1.57e+09"
"1237",2013-11-11,19107.85,19022.79,19107.85,18894.1,"567350000"
"1238",2013-11-12,19005.02,19086.31,19215.1,18974.89,"665230000"
"1239",2013-11-13,18733.02,18910.82,19061.45,18687.94,"854910000"
"1240",2013-11-14,18760.78,18909.66,18914.22,18491.77,"774330000"
"1241",2013-11-15,18687.19,18797.59,18821.76,18562.37,"733840000"
"1242",2013-11-18,19105.46,18644.26,19116.24,18578.36,"713770000"
"1243",2013-11-19,18766.78,19005.19,19064.02,18766.78,"547920000"
"1244",2013-11-20,18728.25,18738.36,18856.98,18600.56,"578420000"
"1245",2013-11-21,18841.85,18661.21,18857.43,18556.4,"622270000"
"1246",2013-11-22,18822.31,18857.14,18885.98,18720.67,"523290000"
"1247",2013-11-25,18784.3,18922.49,18934.38,18699.78,"896310000"
"1248",2013-11-26,18774.27,18774.57,18852.77,18618.18,"1.36e+09"
"1249",2013-11-27,18924.79,18815.42,19008.25,18793.05,"835760000"
"1250",2013-11-28,19099.36,18932.81,19152.61,18918.11,"646850000"
"1251",2013-11-29,19021.48,19091.3,19178.6,19021.48,"722980000"
"1252",2013-12-01,19091.3,19091.3,19091.3,19091.3,
"1253",2013-12-02,18732.56,19010.73,19054.59,18732.56,"553830000"
"1254",2013-12-03,18366.75,18752.49,18792.54,18366.75,"724260000"
"1255",2013-12-04,18312.96,18416.58,18487.04,18151.75,"916550000"
"1256",2013-12-05,17993.12,18286.69,18392.4,17993.12,"981990000"
"1257",2013-12-06,18124.39,18054.96,18158.55,17793.37,"1.11e+09"
"1258",2013-12-09,18285.52,18144.18,18291.88,18081.18,"620330000"
"1259",2013-12-10,18236.72,18248.45,18370.69,18174.98,"650940000"
"1260",2013-12-11,17973.96,18203.72,18277.78,17943.89,"593070000"
"1261",2013-12-12,17804.87,17908.42,17957.04,17748.63,"603300000"
"1262",2013-12-13,17805.73,17812.98,17949.81,17783.53,"574030000"
"1263",2013-12-16,18222.42,17811.07,18222.42,17780.21,"653560000"
"1264",2013-12-17,17925.21,18131.71,18205.82,17923.32,"624200000"
"1265",2013-12-18,18131.49,18021.56,18160.78,17949.04,"615360000"
"1266",2013-12-19,18453.99,18310.16,18453.99,18279.35,"1.14e+09"
"1267",2013-12-20,18565.61,18453.99,18613.07,18360.63,"1.34e+09"
"1268",2013-12-23,18697.15,18616.47,18697.15,18554.03,"638270000"
"1269",2013-12-25,18697.15,18697.15,18697.15,18697.15,
"1270",2013-12-27,18956.52,18800.94,18956.52,18764.36,"634640000"
"1271",2013-12-30,18967.71,18934.73,19024.97,18921.77,"729590000"
"1272",2014-01-02,18929.63,19080.37,19196.99,18885.93,"707960000"
"1273",2014-01-03,19112.65,19002.98,19163.22,18950.98,"869130000"
"1274",2014-01-06,19233.74,19095.65,19303.82,19095.63,"583360000"
"1275",2014-01-07,19468.75,19263.05,19500.01,19190.06,"1.19e+09"
"1276",2014-01-08,19436.3,19509.26,19640.56,19383.41,"1.4e+09"
"1277",2014-01-09,19503,19479.53,19718.49,19339.77,"1.29e+09"
"1278",2014-01-10,19569,19602.2,19665.08,19497.19,"868430000"
"1279",2014-01-13,19697.25,19677.21,19741.76,19594.1,"702670000"
"1280",2014-01-14,19730.38,19541.92,19748.69,19466.87,"910240000"
"1281",2014-01-15,20045.76,19796.4,20071.13,19796.06,"1.25e+09"
"1282",2014-01-16,19875.69,20059.06,20065.32,19841.09,"1.16e+09"
"1283",2014-01-17,19969.33,19880.51,20027.08,19796.27,"9.9e+08"
"1284",2014-01-20,19973.45,19943.67,19999.47,19883.8,"693380000"
"1285",2014-01-21,19995.75,20063.54,20167.48,19992.7,"833180000"
"1286",2014-01-22,19958.38,20115.38,20174.84,19820.49,"914970000"
"1287",2014-01-23,19814.55,19936.56,20102.64,19769.96,"776160000"
"1288",2014-01-24,19358.99,19829.25,19874.84,19358.99,"1.21e+09"
"1289",2014-01-27,19273.58,19356.67,19420.04,19087.43,"1.19e+09"
"1290",2014-01-28,19448.32,19368.5,19488.05,19303.71,"954790000"
"1291",2014-01-29,19337.42,19579.75,19739.5,19090,"1.12e+09"
"1292",2014-01-30,19411.55,19281.79,19508.29,19204.2,"804980000"
"1293",2014-01-31,19418.34,19449.82,19469.4,19069.31,"770380000"
"1294",2014-02-03,18907.16,19411.54,19520.05,18907.16,"854880000"
"1295",2014-02-04,19019.71,18810.11,19074.68,18788.6,"868860000"
"1296",2014-02-05,19069.62,19018.79,19177.71,18930.27,"839820000"
"1297",2014-02-06,19504.24,19188.57,19504.24,19119.43,"1.05e+09"
"1298",2014-02-07,19692.08,19559.97,19705.7,19432.15,"996500000"
"1299",2014-02-10,19682.82,19775.24,19779.15,19573.4,"653860000"
"1300",2014-02-11,19887.39,19736.47,19887.39,19705.04,"832170000"
"1301",2014-02-12,20144.96,19898.6,20253.83,19853.2,"913100000"
"1302",2014-02-13,20110.3,20110.89,20114.41,19814.27,"724340000"
"1303",2014-02-14,20436.47,20168.08,20485.46,20149.3,"852570000"
"1304",2014-02-17,20459.65,20473.67,20584.47,20399.18,"519780000"
"1305",2014-02-18,20478.53,20531.3,20580.28,20268.85,"765970000"
"1306",2014-02-19,20438.3,20447.52,20518.32,20275.9,"616420000"
"1307",2014-02-20,20452.28,20194.78,20452.28,20155.96,"651970000"
"1308",2014-02-21,20391.9,20496.53,20520.72,20353.76,"578860000"
"1309",2014-02-24,20477.5,20338.4,20477.5,20231.52,"493140000"
"1310",2014-02-25,20473.17,20428.57,20476.34,20336.04,"595980000"
"1311",2014-02-26,20398.1,20483.34,20529.12,20350.6,"612940000"
"1312",2014-02-27,20320.98,20395.1,20443.62,20137.06,"854330000"
"1313",2014-02-28,20442.41,20327.11,20442.41,20226.75,"741890000"
"1314",2014-03-03,19759.69,19983.38,20237.19,19759.69,"997130000"
"1315",2014-03-04,20475.12,19990.39,20475.12,19986.52,"1.05e+09"
"1316",2014-03-05,20756.95,20416.09,20799.08,20401.69,"2.38e+09"
"1317",2014-03-06,20838.05,20835.26,20970.85,20754.4,"2.68e+09"
"1318",2014-03-07,20634.21,20852.65,20876.43,20625.13,"1.49e+09"
"1319",2014-03-09,20634.21,20634.21,20634.21,20634.21,
"1320",2014-03-10,20753.36,20620.4,20847.66,20564.3,"1.06e+09"
"1321",2014-03-11,20833.92,20821.56,20984.64,20694.56,"1.21e+09"
"1322",2014-03-12,20781.46,20744.75,20845.29,20644.85,"1.57e+09"
"1323",2014-03-13,20591.82,20856.06,20971.02,20591.82,"1.25e+09"
"1324",2014-03-14,20346.57,20430.18,20579.84,20111.77,"1.67e+09"
"1325",2014-03-17,20858.84,20415.94,20858.84,20415.45,"1.14e+09"
"1326",2014-03-18,21038.03,20832.22,21179.71,20726.56,"1.59e+09"
"1327",2014-03-19,20976.99,21034.49,21079.15,20915.34,"1.95e+09"
"1328",2014-03-20,21094.49,20820.83,21101.07,20810.06,"1.28e+09"
"1329",2014-03-21,20972.24,21098.62,21204.32,20972.24,"1.4e+09"
"1330",2014-03-24,20626.58,20951.73,21049.99,20626.58,"959650000"
"1331",2014-03-25,20823.16,20736.27,20928.56,20665.42,"819390000"
"1332",2014-03-26,21108.15,20899.1,21108.15,20857.73,"931600000"
"1333",2014-03-27,21173.9,21047.82,21173.9,21011.16,"786060000"
"1334",2014-03-28,21498.24,21311.78,21526.34,21256.05,"1.63e+09"
"1335",2014-03-31,21691.92,21616.09,21729.74,21549.17,"1.94e+09"
"1336",2014-04-01,21915.41,21738.96,21939.5,21711.21,"1.74e+09"
"1337",2014-04-02,21692.04,22004.13,22060.02,21664.8,"1.93e+09"
"1338",2014-04-03,21992.08,21728.58,22042.18,21643.71,"1.51e+09"
"1339",2014-04-04,22175.48,22020.65,22210.34,21944.03,"1.2e+09"
"1340",2014-04-07,21988.34,21996.8,22173.22,21841.56,"1.12e+09"
"1341",2014-04-08,21667.05,22091.95,22105.16,21544.74,"1.42e+09"
"1342",2014-04-09,21717.02,21724.96,21887.52,21610.48,"1.01e+09"
"1343",2014-04-10,21429.09,21826.13,21876.76,21429.09,"1.24e+09"
"1344",2014-04-11,21198.79,21287.51,21415.24,21063.12,"1.34e+09"
"1345",2014-04-14,21314.56,21140.8,21323.54,20932.1,"1.3e+09"
"1346",2014-04-15,20817.49,21326.83,21331.86,20817.49,"1.78e+09"
"1347",2014-04-16,21534.52,21060.42,21534.52,21048.78,"1.28e+09"
"1348",2014-04-17,21613.3,21523.09,21613.3,21390.94,"1.12e+09"
"1349",2014-04-22,21935.34,21625.21,21939.31,21403.84,"933580000"
"1350",2014-04-23,21675.75,21922.43,21961.78,21662.14,"978730000"
"1351",2014-04-24,21819.48,21813.25,21957.68,21535.85,"897060000"
