"","OMX Copenhagen 20 (OMXC20)_history.csv Date","OMX Copenhagen 20 (OMXC20)_history.csv Price","OMX Copenhagen 20 (OMXC20)_history.csv Open","OMX Copenhagen 20 (OMXC20)_history.csv High","OMX Copenhagen 20 (OMXC20)_history.csv Low","OMX Copenhagen 20 (OMXC20)_history.csv Volume"
"1550",2015-03-17,906.97,922.31,923.52,901.62,
"1551",2015-03-18,909.78,909.02,915.14,906,
"1552",2015-03-19,913.13,909.7,914.6,903.11,
"1553",2015-03-20,917.55,913.4,917.72,910.9,
"1554",2015-03-23,915.34,916.93,918.39,909.3,
"1555",2015-03-24,923.92,915.67,925.9,912.84,
"1556",2015-03-25,915.04,922.55,924.22,914.68,
"1557",2015-03-26,900.62,911.08,911.08,891.86,
"1558",2015-03-27,945.62,902.66,957.35,901.35,
"1559",2015-03-30,962.64,948.98,962.64,941.25,
"1560",2015-03-31,954.34,964.96,966.8,952.85,
"1561",2015-04-01,965.33,954.05,967.54,949.26,
"1562",2015-04-07,976.59,980.04,982.02,970.21,
"1563",2015-04-08,979.44,979.46,980.45,972.84,
"1564",2015-04-09,985.73,984.69,985.73,980.45,
"1565",2015-04-10,1002.67,990.37,1003.61,988.54,
"1566",2015-04-13,998.93,1003.14,1003.55,995.65,
"1567",2015-04-14,990.51,1000.02,1003.48,990.5,
"1568",2015-04-15,994.78,993.23,999.52,992.05,
"1569",2015-04-16,983.59,990.99,991.98,977.56,
"1570",2015-04-17,967.92,974.53,982.2,964.63,
"1571",2015-04-20,981.66,968.41,989.61,968.39,
"1572",2015-04-21,1001.67,988.83,1003.77,984.76,
"1573",2015-04-22,998.22,1007.05,1009.94,989.99,
"1574",2015-04-23,985.03,1003.63,1004.51,983.77,
"1575",2015-04-24,995.01,990.45,1000.63,989.21,
"1576",2015-04-27,1003.35,1000.89,1008.45,995.64,
"1577",2015-04-28,982.12,999.31,999.58,974.04,
"1578",2015-04-29,961.57,987.24,992.41,958.78,
"1579",2015-04-30,963.77,964.66,973.01,941.59,
"1580",2015-05-04,974.99,981.64,981.9,971.65,
"1581",2015-05-05,958.19,974.82,984.89,958.19,
"1582",2015-05-06,947.92,959.09,966.18,944.57,
"1583",2015-05-07,953.79,945.18,955.71,934.11,
"1584",2015-05-08,963.71,965.6,965.73,952.67,
"1585",2015-05-11,973.21,967.77,973.21,963.55,
"1586",2015-05-12,961.26,969.28,969.28,955.65,
"1587",2015-05-13,957.84,962.57,965.29,952.76,
"1588",2015-05-18,965.22,962.92,970.24,959.75,
"1589",2015-05-19,982.46,972.38,983.32,971.38,
"1590",2015-05-20,984.75,984.59,985.82,977.36,
"1591",2015-05-21,985.64,984.61,988.84,981.81,
"1592",2015-05-22,991.46,987.3,992.52,985,
"1593",2015-05-26,991.05,992.96,1000.44,989.74,
"1594",2015-05-27,1000.66,994.37,1000.66,988.53,
"1595",2015-05-28,993.71,996.15,1000.63,992.58,
"1596",2015-05-29,981.8,998.66,999.39,980.6,
"1597",2015-06-01,989.39,985.43,991,980.56,
"1598",2015-06-02,983.15,993.87,994.52,978.39,
"1599",2015-06-03,984.54,985.33,988.65,980.81,
"1600",2015-06-04,977.94,981.13,981.75,967.6,
"1601",2015-06-08,960.47,977.27,977.27,959.43,
"1602",2015-06-09,953.58,959.78,963.82,947.41,
"1603",2015-06-10,975.36,954.07,975.36,951.46,
"1604",2015-06-11,979.05,981.21,985.98,976.97,
"1605",2015-06-12,970.74,978.22,983.78,969.56,
"1606",2015-06-15,949.95,963.83,965.18,948.76,
"1607",2015-06-16,951.01,944.96,951.79,933.14,
"1608",2015-06-17,941.15,955.05,957.17,935.1,
"1609",2015-06-18,941.18,934.57,941.18,919.2,
"1610",2015-06-19,940.89,948.17,953.46,940.69,
"1611",2015-06-22,968.35,957.55,969.7,954.15,
"1612",2015-06-23,969.78,975.32,976.38,969.23,
"1613",2015-06-24,967.35,970.23,973.9,960.61,
"1614",2015-06-25,968.74,963.65,974.09,959.03,
"1615",2015-06-26,965.16,962.92,971.67,957.99,
"1616",2015-06-29,948.59,927.8,955.5,925.7,
"1617",2015-06-30,944.82,951.1,952.42,938.16,
"1618",2015-07-01,960.33,954.31,965.11,952.82,
"1619",2015-07-02,958.08,966.13,966.83,955.22,
"1620",2015-07-03,954.66,954.26,959.66,950.54,
"1621",2015-07-06,951.87,938.8,953.87,938.8,
"1622",2015-07-07,941.2,954.48,954.96,938.9,
"1623",2015-07-08,937.53,939.68,942.32,931.39,
"1624",2015-07-09,958.49,941.39,960.43,941.11,
"1625",2015-07-10,984.01,973.49,984.3,970.77,
"1626",2015-07-13,1003.95,997.13,1004.48,997.13,
"1627",2015-07-14,1003.42,1003.99,1004.46,997.95,
"1628",2015-07-15,1014.6,1005.56,1014.83,1004.42,
"1629",2015-07-16,1026.38,1020.7,1030.88,1019.59,
"1630",2015-07-17,1025.61,1028,1032.32,1024.27,
"1631",2015-07-20,1035.31,1033.13,1041.36,1030.54,
"1632",2015-07-21,1021.75,1039.02,1041.09,1021.51,
"1633",2015-07-22,1024.39,1022.14,1032.76,1020.26,
"1634",2015-07-23,1020.72,1033.87,1034.97,1017.27,
"1635",2015-07-24,1019.44,1021.79,1030.17,1019.2,
"1636",2015-07-27,997.49,1016.6,1016.84,994.96,
"1637",2015-07-28,1002.53,1005.93,1011.26,999.96,
"1638",2015-07-29,1013.24,1010.9,1013.29,1006.21,
"1639",2015-07-30,1006.36,1023.31,1023.6,1003.99,
"1640",2015-07-31,1010.58,1012.07,1013.55,1005.8,
"1641",2015-08-03,1032.6,1018.02,1032.65,1015.45,
"1642",2015-08-04,1030.59,1034.77,1039.47,1026.1,
"1643",2015-08-05,1039.7,1036.76,1040.41,1033.7,
"1644",2015-08-06,1016.02,1044.68,1044.92,1013.2,
"1645",2015-08-07,997.28,1017.92,1018.18,996.87,
"1646",2015-08-10,1002.81,1005.84,1005.84,992.71,
"1647",2015-08-11,997.74,1004.59,1004.59,995.99,
"1648",2015-08-12,973.51,988.64,988.78,972.25,
"1649",2015-08-13,989.01,987.25,995.57,986.91,
"1650",2015-08-14,997.56,987.53,999.41,987.24,
"1651",2015-08-17,1002.23,1005.64,1008.94,991.55,
"1652",2015-08-18,1013.06,1004.35,1013.07,1003.62,
"1653",2015-08-19,997.23,1007.43,1007.43,996.37,
"1654",2015-08-20,967.89,991.91,994.86,964.46,
"1655",2015-08-21,938.59,946.63,956.68,938.59,
"1656",2015-08-24,893.25,905.49,905.87,870.44,
"1657",2015-08-25,924.45,901.56,937.02,901.56,
"1658",2015-08-26,916.17,915.36,928.18,898.91,
"1659",2015-08-27,947.51,949.29,949.61,938.87,
"1660",2015-08-28,944.02,959.73,959.73,936.67,
"1661",2015-08-31,944.21,943.73,951.68,941.51,
"1662",2015-09-01,922.58,938.26,938.26,920.91,
"1663",2015-09-02,935.66,931.1,939.71,925.26,
"1664",2015-09-03,956.9,951.84,957.15,948.14,
"1665",2015-09-04,936.74,946.61,947.04,934.86,
"1666",2015-09-07,936.44,944.8,948.3,932.83,
"1667",2015-09-08,949.52,941.47,954.29,940.43,
"1668",2015-09-09,962.31,967.69,970.69,960.98,
"1669",2015-09-10,957.9,951.57,961.49,950.86,
"1670",2015-09-11,952.16,958.09,958.41,944.82,
"1671",2015-09-14,941.87,954.29,955.51,941.3,
"1672",2015-09-15,943.9,943.48,945.63,937.49,
"1673",2015-09-16,947.15,950.17,951.13,943.53,
"1674",2015-09-17,949.89,950.44,953.77,944.73,
"1675",2015-09-18,940.87,945.43,951.67,936.32,
"1676",2015-09-21,959.91,943.16,960.86,941.9,
"1677",2015-09-22,934.81,950.83,951.33,933.41,
"1678",2015-09-23,939.52,934.34,941.94,927.47,
"1679",2015-09-24,916.99,936.58,942.12,916.1,
"1680",2015-09-25,941.49,932.96,946.21,929.85,
"1681",2015-09-28,929.28,956.46,962.34,929.18,
"1682",2015-09-29,911.65,920,920.98,906.07,
"1683",2015-09-30,922.31,925.59,926.93,918.08,
"1684",2015-10-01,927.33,937.26,944.75,927.08,
"1685",2015-10-02,923.52,938.48,939.38,914.39,
"1686",2015-10-05,942.59,937.3,946.93,934.36,
"1687",2015-10-06,945.52,948.75,953.42,940.36,
"1688",2015-10-07,941.56,950.44,951.18,939.25,
"1689",2015-10-08,935.65,942.76,945.83,930.37,
"1690",2015-10-09,938.38,946.36,946.36,934.28,
"1691",2015-10-12,940.26,938.33,943.38,935.4,
"1692",2015-10-13,931.2,941.18,943.32,926.85,
"1693",2015-10-14,907.63,922.71,922.92,906.97,
"1694",2015-10-15,915.27,915.82,920.27,910.88,
"1695",2015-10-16,934.05,923.29,937.09,921.86,
"1696",2015-10-19,947.16,940.57,948.5,938.72,
"1697",2015-10-20,938.73,949.19,950.7,938.73,
"1698",2015-10-21,930.96,936.32,936.87,927.63,
"1699",2015-10-22,937.38,932.3,937.38,922.36,
"1700",2015-10-23,957.37,942.23,959.24,938.89,
"1701",2015-10-26,960.38,961.72,964.42,957.06,
"1702",2015-10-27,958.47,960.4,961.11,953.73,
"1703",2015-10-28,970.58,960.26,970.88,960.26,
"1704",2015-10-29,941.96,955.82,962,939.96,
"1705",2015-10-30,937.94,937.69,950.45,934.62,
"1706",2015-11-02,946.49,938.73,952.02,937.11,
"1707",2015-11-03,955.93,951.66,955.98,947.47,
"1708",2015-11-04,963.23,958.94,968.85,958.94,
"1709",2015-11-05,973.41,965.4,982.96,965.11,
"1710",2015-11-06,980.91,974.39,983.54,968.8,
"1711",2015-11-09,971.62,983.74,985.9,969.63,
"1712",2015-11-10,970.08,973.57,975.93,967.78,
"1713",2015-11-11,982.35,970.08,985.65,970.08,
"1714",2015-11-12,977.35,980.12,986.66,972.84,
"1715",2015-11-13,966.21,968.43,969.84,959.88,
"1716",2015-11-16,966.7,966.21,970.54,957.65,
"1717",2015-11-17,988.77,966.7,989.37,966.7,
"1718",2015-11-18,985.8,988.67,994.16,982.55,
"1719",2015-11-19,990.27,985.8,1003.78,985.8,
"1720",2015-11-20,991.84,990.27,998.16,984.83,
"1721",2015-11-23,990.83,991.84,992.58,985.81,
"1722",2015-11-24,980.04,990.83,990.83,972.87,
"1723",2015-11-25,994.23,980.03,995.4,980.03,
"1724",2015-11-26,998.64,994.3,1000.82,993.47,
"1725",2015-11-27,1001.01,998.1,1002.62,993.5,
"1726",2015-11-30,1015.05,1001.31,1016.09,1001.27,
"1727",2015-12-01,1019.67,1016.26,1026.28,1014.57,
"1728",2015-12-02,1025.41,1022.17,1030.19,1019.97,
"1729",2015-12-03,1007.09,1025.74,1033.82,1005.2,
"1730",2015-12-04,1006.39,1006.93,1009.02,996.17,
"1731",2015-12-07,1016.53,1006.73,1024.42,1006.73,
"1732",2015-12-08,1002.59,1016.62,1022.33,998.07,
"1733",2015-12-09,999.03,1002.4,1010.08,992.72,
"1734",2015-12-10,990.6,998.81,998.81,985.47,
"1735",2015-12-11,965.74,990.6,990.6,965.74,
"1736",2015-12-14,962.79,965.72,977.39,958.43,
"1737",2015-12-15,981.64,962.79,982.33,962.79,
"1738",2015-12-16,986.41,983.73,993.25,982.28,
"1739",2015-12-17,998.27,987.21,1005.92,987.21,
"1740",2015-12-18,990.02,997.85,997.85,985.43,
"1741",2015-12-21,989.33,990.02,996.76,984.65,
"1742",2015-12-22,979.95,989.62,991.21,976.33,
"1743",2015-12-23,999.8,981.39,1000.97,981.39,
"1744",2015-12-28,1001.69,1000.04,1005.7,999.42,
"1745",2015-12-29,1014.09,1001.72,1014.09,1001.72,
"1746",2015-12-30,1014.17,1014.51,1018.49,1010.32,
"1747",2016-01-04,998.12,1007.17,1007.17,995.19,
"1748",2016-01-05,1012.86,998.12,1019.09,997.62,
"1749",2016-01-06,1003.49,1012.79,1012.79,996.16,
"1750",2016-01-07,985.4,1003.34,1003.34,973.28,
"1751",2016-01-08,969.75,983.61,991.61,969.75,
"1752",2016-01-11,955.72,962.58,968.6,952.45,
"1753",2016-01-12,969.28,955.72,972.91,950.4,
"1754",2016-01-13,966.42,969.32,980.44,964.09,
"1755",2016-01-14,953.28,964.92,964.92,935.94,
"1756",2016-01-15,919.08,953.08,957.14,911.59,
"1757",2016-01-18,920.15,918.66,929.52,908.99,
"1758",2016-01-19,932.09,920.54,939.45,920.54,
"1759",2016-01-20,901.06,932.09,932.09,900.29,
"1760",2016-01-21,927.56,901.41,933.13,901.41,
"1761",2016-01-22,951.29,930.96,955.25,930.96,
"1762",2016-01-25,960.88,951.96,967.58,951.96,
"1763",2016-01-26,962.46,958.14,965.75,944.55,
"1764",2016-01-27,969.08,964.94,971.92,958.56,
"1765",2016-01-28,949.28,968.75,974.01,941.68,
"1766",2016-01-29,972.66,951.27,977.66,949.9,
"1767",2016-02-01,974.11,972.98,987.52,967.19,
"1768",2016-02-02,964.42,973.92,978.59,961.6,
"1769",2016-02-03,922.75,964.2,965.24,916.76,
"1770",2016-02-04,909.16,925.35,936.65,896.33,
"1771",2016-02-05,899.99,908.38,914.2,894.94,
"1772",2016-02-08,853.32,899.96,899.96,853.32,
"1773",2016-02-09,833.31,853.19,856.24,821.27,
"1774",2016-02-10,873.14,833.35,878.83,832.37,
"1775",2016-02-11,849.31,873.02,873.02,844.3,
"1776",2016-02-12,860.47,849.43,869.42,849.43,
"1777",2016-02-15,905.88,860.47,905.97,860.47,
"1778",2016-02-16,895.08,906.03,920.78,893.12,
"1779",2016-02-17,916.78,899.53,917.4,899.45,
"1780",2016-02-18,922.03,916.78,929.23,915.62,
"1781",2016-02-19,913.3,921.6,927.77,909.03,
"1782",2016-02-22,934.52,918.76,936.33,918.76,
"1783",2016-02-23,940.13,932.12,945.82,925.11,
"1784",2016-02-24,909.51,939.33,939.33,906.8,
"1785",2016-02-25,930.51,909.92,935.99,909.92,
"1786",2016-02-26,947.03,931.99,948.14,931.99,
"1787",2016-02-29,947.68,947.03,952.1,936.96,
"1788",2016-03-01,961.4,947.68,961.4,941.61,
"1789",2016-03-02,964.46,963.05,980.42,958.11,
"1790",2016-03-03,951.95,965.36,971.54,947.41,
"1791",2016-03-04,980.92,951.56,998.76,942.92,
"1792",2016-03-07,988,982.82,990.83,978.9,
"1793",2016-03-08,973.05,987.67,987.67,963.76,
"1794",2016-03-09,970.85,973.13,979.96,968.87,
"1795",2016-03-10,962.34,970.94,991.15,962.34,
"1796",2016-03-11,974.23,962.79,976.36,962.79,
"1797",2016-03-14,987.59,974.63,988.59,974.63,
"1798",2016-03-15,974.01,987.59,987.59,973.33,
"1799",2016-03-16,973.69,974.37,978.43,967.83,
"1800",2016-03-17,956.41,973.69,973.69,946.53,
"1801",2016-03-18,954.79,956.68,960.15,948.86,
"1802",2016-03-21,946.69,948.69,955.61,942.22,
"1803",2016-03-22,950.03,946.64,951.21,926.38,
"1804",2016-03-23,951.76,950.49,957.94,949.64,
"1805",2016-03-29,948.35,951.77,951.77,936.77,
"1806",2016-03-30,955.35,948.35,960.53,948.35,
"1807",2016-03-31,948.21,954.53,957.63,947.72,
"1808",2016-04-01,950.52,947.64,951.97,938.07,
"1809",2016-04-04,961.8,950.52,969.93,950.43,
"1810",2016-04-05,949.55,961.8,961.8,941.29,
"1811",2016-04-06,956.12,949.55,956.67,945.37,
"1812",2016-04-07,954.93,956.1,965.71,952.59,
"1813",2016-04-08,956.91,955.62,957.98,947.96,
"1814",2016-04-11,952.95,956.85,959.09,947.71,
"1815",2016-04-12,945.32,952.88,953.06,941.59,
"1816",2016-04-13,949.43,946.6,954.09,946.59,
"1817",2016-04-14,957.99,949.55,959.53,949.55,
"1818",2016-04-15,956.44,956.99,959.51,949.46,
"1819",2016-04-18,961.05,955.72,961.71,946.69,
"1820",2016-04-19,978.31,961.05,980.8,961.05,
"1821",2016-04-20,965.1,975.59,980.06,964.85,
"1822",2016-04-21,973.22,968.99,973.89,959.84,
"1823",2016-04-25,962.93,968.07,971.09,959.78,
"1824",2016-04-26,953.57,963.36,969.9,953.56,
"1825",2016-04-27,958.56,953.52,961.65,950.98,
"1826",2016-04-28,964.97,958.5,967.47,940.42,
"1827",2016-04-29,957.24,964.97,973.02,953.63,
"1828",2016-05-02,951.56,957.24,960.65,951.56,
"1829",2016-05-03,940.63,951.56,952.41,934.26,
"1830",2016-05-04,938.47,940.63,943.83,934.84,
"1831",2016-05-09,951.35,938.47,958.79,938.47,
"1832",2016-05-10,961.03,953.96,966.84,953.96,
"1833",2016-05-11,957.84,961.16,962.65,953.79,
"1834",2016-05-12,953.95,957.5,964.99,951.24,
"1835",2016-05-13,957.69,949.16,958.27,943.99,
"1836",2016-05-17,963.4,957.69,971.48,957.69,
"1837",2016-05-18,962.93,963.52,963.96,955.84,
"1838",2016-05-19,958.9,963.2,967.86,957.81,
"1839",2016-05-20,969.68,959.27,971.46,959.27,
"1840",2016-05-23,967.67,969.62,973.9,963.21,
"1841",2016-05-24,983.49,967.51,984.39,963.43,
"1842",2016-05-25,1000.3,983.56,1000.79,983.56,
"1843",2016-05-26,996.24,1000.45,1002.64,992.12,
"1844",2016-05-27,996.75,996.28,1000.41,993.08,
"1845",2016-05-30,1001.75,997.18,1004.15,997.18,
"1846",2016-05-31,999.86,1001.44,1004.31,994.24,
"1847",2016-06-01,1003.16,1000.95,1006.33,996.76,
"1848",2016-06-02,996.35,1002.76,1002.76,991.54,
"1849",2016-06-03,990.99,996.76,1000.62,984.71,
"1850",2016-06-06,995.78,990.91,995.78,986.86,
"1851",2016-06-07,1003.57,996.66,1004.79,996.64,
"1852",2016-06-08,995.58,1003.11,1003.96,994.7,
"1853",2016-06-09,992.57,995.48,996.92,986.38,"0"
"1854",2016-06-10,964.06,991.6,991.73,961.84,"0"
"1855",2016-06-13,954.18,962.3,962.3,942,"0"
"1856",2016-06-14,919.2,952.38,952.38,919.2,"0"
"1857",2016-06-15,926.29,926.87,937.82,926.29,"0"
"1858",2016-06-16,908.47,925.45,925.45,907.58,"0"
"1859",2016-06-17,915.01,909.12,929.25,909.12,"0"
"1860",2016-06-20,934.03,919.07,949.19,919.07,"0"
"1861",2016-06-21,939.69,933.71,944.34,932.67,"0"
"1862",2016-06-22,939.69,939.69,948.72,935.16,"0"
"1863",2016-06-23,960.1,947.26,965.08,947.26,"0"
"1864",2016-06-24,929.68,958.77,958.77,876.06,"0"
"1865",2016-06-27,901.5,928.99,929.77,901.5,"0"
"1866",2016-06-28,922.3,902.91,928.3,902.91,"0"
"1867",2016-06-29,946.74,923.63,947.83,921.16,"0"
"1868",2016-06-30,957.58,947.07,960.66,941.58,"0"
"1869",2016-07-01,971.24,958.4,971.9,958.4,"0"
"1870",2016-07-04,968.98,971.44,976.17,966.42,"0"
"1871",2016-07-05,955.28,968.61,968.61,953.59,"0"
"1872",2016-07-06,935.48,953.75,953.75,931.64,"0"
"1873",2016-07-07,952.47,936.45,953.47,936.45,"0"
"1874",2016-07-08,961.6,952.5,961.61,948,"0"
"1875",2016-07-11,975.9,964.11,975.9,964.11,"0"
"1876",2016-07-12,978.09,976.19,982.26,975.85,"0"
"1877",2016-07-13,975.78,978.13,978.13,971.46,"0"
"1878",2016-07-14,973.91,975.94,982.33,972.74,
"1879",2016-07-15,970.28,973.74,973.74,963.87,
"1880",2016-07-18,971.16,970.14,975.59,968.62,"0"
"1881",2016-07-19,970.87,970.95,974.97,968.17,"0"
"1882",2016-07-20,981.95,971.42,982.46,971.42,"0"
"1883",2016-07-21,981.01,982.01,983.37,973.12,"0"
"1884",2016-07-22,984.62,980.68,984.62,975.32,"0"
"1885",2016-07-25,975.71,984.27,987.06,975.38,"0"
"1886",2016-07-26,993.44,977.21,993.9,977.21,"0"
"1887",2016-07-27,989.75,994.43,997.29,988.28,"0"
"1888",2016-07-28,992.37,989.75,1003.73,989.75,"0"
"1889",2016-07-29,994.55,992.54,997.01,990.01,"0"
"1890",2016-08-01,996.08,995.73,1006.31,993.82,"0"
"1891",2016-08-02,977.51,994.72,994.72,977.48,"0"
"1892",2016-08-03,972.57,977.51,980.55,970.14,"0"
"1893",2016-08-04,979.71,972.57,981.85,972.57,"0"
"1894",2016-08-05,946,979.95,979.95,940.1,"0"
"1895",2016-08-08,931.08,945.64,945.64,930.95,"0"
"1896",2016-08-09,946.04,928.7,946.04,926.92,"0"
"1897",2016-08-10,931.87,947.16,948.39,930.96,"0"
"1898",2016-08-11,929.43,932.19,932.8,925.67,"0"
"1899",2016-08-12,925.06,929.79,931.48,922.04,"0"
"1900",2016-08-15,930.74,926.87,934.72,925.95,"0"
"1901",2016-08-16,922.91,930.66,930.66,921.1,"0"
"1902",2016-08-17,916.86,922.92,925.43,914.24,"0"
"1903",2016-08-18,926.18,917.77,929.59,917.77,"0"
"1904",2016-08-19,928.7,926.58,928.86,920.33,"0"
"1905",2016-08-22,941.01,928.31,941.77,928.31,"0"
"1906",2016-08-23,939.8,941.98,944.7,938.48,"0"
"1907",2016-08-24,943.74,940.02,946.17,934.78,"0"
"1908",2016-08-25,937.72,942.87,942.87,933.78,"0"
"1909",2016-08-26,938.45,937.67,939.32,932.91,"0"
"1910",2016-08-29,939.05,938.31,939.11,933.33,"0"
"1911",2016-08-30,945.24,939.3,945.43,939.3,"0"
"1912",2016-08-31,941.12,944.93,949.72,940.82,"0"
"1913",2016-09-01,935.77,941.25,948.81,935.77,"0"
"1914",2016-09-02,937.88,935.83,937.88,928.7,"0"
"1915",2016-09-05,944.02,938.14,944.58,935.5,"0"
"1916",2016-09-06,933.13,944.18,944.24,933.13,"0"
"1917",2016-09-07,936.14,933.37,936.83,933.29,"0"
"1918",2016-09-08,931.96,936.22,941.64,927.95,"0"
"1919",2016-09-09,916.68,931.7,931.7,915.99,"0"
"1920",2016-09-12,915.2,915.24,915.24,901.28,"0"
"1921",2016-09-13,922.33,915.29,927.13,915.29,"0"
"1922",2016-09-14,927.5,922.98,930.45,922.98,"0"
"1923",2016-09-15,929.55,927.21,929.84,922.4,"0"
"1924",2016-09-16,930.45,929.41,937.87,928.12,"0"
"1925",2016-09-19,936.32,930.57,938.4,930.57,"0"
"1926",2016-09-20,938.76,936.07,941.71,932.97,"0"
"1927",2016-09-21,938.84,938.84,945.58,937.15,"0"
"1928",2016-09-22,939.71,939.11,941.67,934.38,"0"
"1929",2016-09-23,923.89,939.12,939.12,923.38,"0"
"1930",2016-09-26,917.68,923.65,923.65,916.2,"0"
"1931",2016-09-27,904.92,918.88,918.88,904.18,"0"
"1932",2016-09-28,912.51,905.38,916.11,905.38,"0"
"1933",2016-09-29,901.22,912.79,919.92,900.87,"0"
"1934",2016-09-30,897.08,901.04,901.04,886.31,"0"
"1935",2016-10-03,894.08,897.55,899.19,892.79,"0"
"1936",2016-10-04,896.22,894.23,897.19,892.05,"0"
"1937",2016-10-05,901.97,896.14,903.74,890.04,"0"
"1938",2016-10-06,898.51,901.91,906.28,897.72,"0"
"1939",2016-10-07,888.48,898.21,898.21,888.45,"0"
"1940",2016-10-10,891.68,888.42,892.72,884,"0"
"1941",2016-10-11,885.79,891.92,891.92,885.42,"0"
"1942",2016-10-12,884.64,885.56,887.12,882.26,"0"
"1943",2016-10-13,876.15,884.64,884.64,871.77,"0"
"1944",2016-10-14,891.62,876.1,894.24,876.1,"0"
"1945",2016-10-17,892.73,891.13,893.12,883.11,"0"
"1946",2016-10-18,904.55,895.06,906.56,894.59,"0"
"1947",2016-10-19,912.48,905.57,913.02,904.43,"0"
"1948",2016-10-20,916.01,912.53,917.88,910.73,"0"
"1949",2016-10-21,923.99,916.67,924.33,915.39,"0"
"1950",2016-10-24,923.04,925.65,931.95,921.75,"0"
"1951",2016-10-25,912.35,923.2,931.27,912.17,"0"
"1952",2016-10-26,903.63,912.38,913.31,901.43,"0"
"1953",2016-10-27,908.91,904.34,911.72,897.61,"0"
"1954",2016-10-28,860.63,907.83,907.83,842.47,"0"
"1955",2016-10-31,866.41,857.92,867.18,856.15,"0"
"1956",2016-11-01,850.53,867.41,872.62,850.53,"0"
"1957",2016-11-02,832.68,850.23,850.23,832.31,"0"
"1958",2016-11-03,835.09,831.83,839.91,830.61,"0"
"1959",2016-11-04,821.29,834.92,834.92,818.57,"0"
"1960",2016-11-07,832.61,821.37,832.61,821.37,"0"
"1961",2016-11-08,819.42,835.89,838.17,819.4,"0"
"1962",2016-11-09,822.58,818.63,834.42,805.08,"0"
"1963",2016-11-10,814.03,823.02,834.64,813.21,"0"
"1964",2016-11-11,810,814.81,817.38,805.8,"0"
"1965",2016-11-14,809.54,810.47,819.44,807.17,"16650000"
"1966",2016-11-15,817.52,809.73,817.52,809.73,"0"
"1967",2016-11-16,817.84,817.73,823.81,817.1,"0"
"1968",2016-11-17,820.25,817.73,820.28,814.37,"0"
"1969",2016-11-18,821.76,820.17,823.93,819.83,"0"
"1970",2016-11-21,820.92,821.76,823.38,816.74,"0"
"1971",2016-11-22,817.55,821.25,825.82,816.9,"0"
"1972",2016-11-23,813.49,817.67,818.41,809.78,"0"
"1973",2016-11-24,815.59,813.46,817.8,813.01,"0"
"1974",2016-11-25,824.87,815.57,825.22,815.57,"0"
"1975",2016-11-28,827.5,825.36,835.76,824.21,"0"
"1976",2016-11-29,830.19,827.53,830.82,825.83,"0"
"1977",2016-11-30,836.06,830.11,841.64,829.37,"0"
"1978",2016-12-01,828.88,836.09,843.67,827.77,"0"
"1979",2016-12-02,828.05,828.84,829.2,823.42,"0"
"1980",2016-12-05,831.71,827.33,837.74,825.89,"0"
"1981",2016-12-06,831.23,832.12,836.88,829.08,"0"
"1982",2016-12-07,834.19,831.31,843.41,831.08,"0"
"1983",2016-12-08,839.18,835.23,839.23,828.33,"0"
"1984",2016-12-09,857.64,841.27,857.64,840.72,"0"
"1985",2016-12-12,851.47,858.93,859.37,849.68,"0"
"1986",2016-12-13,859.24,851.3,859.72,849.21,"0"
"1987",2016-12-14,855.78,859.72,860.11,853.64,"0"
"1988",2016-12-15,869.05,856,869.19,855.87,"0"
"1989",2016-12-16,872.77,869.11,876.11,866.28,"0"
"1990",2016-12-19,872.3,872.45,876.09,865.73,"0"
"1991",2016-12-20,874.35,872.31,876.99,871.32,"0"
"1992",2016-12-21,873.78,874.36,876.09,872.21,"0"
"1993",2016-12-22,876.42,873.71,877.87,869.93,"0"
"1994",2016-12-23,877.97,876.38,880.26,873.63,"0"
"1995",2016-12-27,880.95,878.22,881.17,877.41,"0"
"1996",2016-12-28,882.03,880.66,882.09,877.54,"8830000"
"1997",2016-12-29,885.54,881.43,885.93,876.61,"7990000"
"1998",2016-12-30,883.96,885.61,885.61,881.71,"0"
"1999",2017-01-02,899.96,883.63,901,882.86,"0"
"2000",2017-01-03,896.85,900.4,906.29,896.85,"0"
"2001",2017-01-04,891.45,896.83,897.73,890.99,"0"
"2002",2017-01-05,900.42,891.5,901.68,891.48,"15240000"
"2003",2017-01-06,900.87,900.54,904.78,899.16,"13740000"
"2004",2017-01-09,896.27,900.87,905.59,894.52,"13710000"
"2005",2017-01-10,890.83,896.46,898.75,890.18,"14800000"
"2006",2017-01-11,897.45,891.6,897.5,890.09,"15080000"
"2007",2017-01-12,883.78,896.86,896.86,877.69,"17490000"
"2008",2017-01-13,897.69,883.89,897.69,883.89,"13030000"
"2009",2017-01-16,897.75,897.55,903.98,896.92,"10690000"
"2010",2017-01-17,893.07,897.57,897.57,891.78,"13190000"
"2011",2017-01-18,890.94,893.07,897.3,888.26,"19060000"
"2012",2017-01-19,892.89,891.14,894.98,888.75,"11890000"
"2013",2017-01-20,891.71,892.85,894.63,888.3,"0"
"2014",2017-01-23,883.4,891.09,891.09,883.09,"0"
"2015",2017-01-24,879.8,883.71,887.91,878.01,"0"
"2016",2017-01-25,890.76,880.65,890.76,880.1,"0"
"2017",2017-01-26,897.12,890.9,902.77,890.9,"0"
"2018",2017-01-27,904.82,897.39,905.07,894.28,"0"
