"","PSI 20 (PSI20)_history.csv Date","PSI 20 (PSI20)_history.csv Price","PSI 20 (PSI20)_history.csv Open","PSI 20 (PSI20)_history.csv High","PSI 20 (PSI20)_history.csv Low","PSI 20 (PSI20)_history.csv Volume"
"1057",2014-07-03,6887.9,6883.87,6939.61,6861.44,"1.08e+09"
"1058",2014-07-04,6831.57,6860.35,6876,6780.81,"878370000"
"1059",2014-07-07,6714.35,6846.77,6879.54,6688.58,"611300000"
"1060",2014-07-08,6510.32,6691.13,6713.18,6503.52,"497790000"
"1061",2014-07-09,6371.43,6490.25,6491.58,6339.99,"613530000"
"1062",2014-07-10,6105.24,6331.82,6338.86,6075.7,"8.67e+08"
"1063",2014-07-11,6142.87,6111.25,6266.9,6107.05,"874350000"
"1064",2014-07-14,6181.73,6226.24,6231.49,6148.26,"646860000"
"1065",2014-07-15,6111.85,6183.34,6220.62,6064.65,"626130000"
"1066",2014-07-16,6299.5,6144.99,6316.75,6144.99,"569150000"
"1067",2014-07-17,6249.99,6247.59,6266.78,6187.66,"325160000"
"1068",2014-07-18,6199.85,6182.02,6202.45,6149.67,"290630000"
"1069",2014-07-21,6202.79,6218.8,6223.86,6163.51,"244760000"
"1070",2014-07-22,6273.64,6224.92,6288.04,6184.68,"319060000"
"1071",2014-07-23,6377.43,6292.52,6391.49,6292.52,"579340000"
"1072",2014-07-24,6467.83,6377.38,6487.17,6365.89,"623310000"
"1073",2014-07-25,6449.68,6474.03,6562.96,6438.69,"592410000"
"1074",2014-07-28,6468.4,6474.76,6484.62,6434.62,"504440000"
"1075",2014-07-29,6384.73,6471.93,6475.05,6376.22,"450750000"
"1076",2014-07-30,6172.16,6316.39,6329.39,6162.41,"439580000"
"1077",2014-07-31,5979.49,6110.18,6163.73,5887.89,"984630000"
"1078",2014-08-01,5797.67,5980.24,5999.87,5758.86,"658700000"
"1079",2014-08-04,5854.36,5802.06,5911,5782.25,"586540000"
"1080",2014-08-05,5816.42,5888.42,5927.68,5803,"326800000"
"1081",2014-08-06,5579.68,5739.4,5759.11,5563.79,"1.04e+09"
"1082",2014-08-07,5453.29,5497.23,5544.74,5371.84,"1.37e+09"
"1083",2014-08-08,5409.55,5368.36,5471.65,5327.08,"898390000"
"1084",2014-08-11,5360.89,5381.28,5412.09,5345.91,"472530000"
"1085",2014-08-12,5351.22,5365.38,5382.42,5322.81,"275880000"
"1086",2014-08-13,5451.8,5394.97,5451.8,5388.96,"486830000"
"1087",2014-08-14,5507.64,5448.37,5551.9,5448.37,"657840000"
"1088",2014-08-15,5523.34,5526.28,5586.48,5518.1,"242430000"
"1089",2014-08-18,5654.35,5603.73,5657.87,5583.76,"325340000"
"1090",2014-08-19,5697.25,5695.85,5711.2,5647.76,"502480000"
"1091",2014-08-20,5689.5,5707.6,5718.99,5662.68,"339030000"
"1092",2014-08-21,5726.07,5698.51,5732.04,5677.32,"379450000"
"1093",2014-08-22,5693.65,5728.34,5746.4,5678.07,"214490000"
"1094",2014-08-25,5755.16,5746.51,5755.16,5709.5,"180040000"
"1095",2014-08-26,5853.66,5761.86,5859.88,5759.31,"367700000"
"1096",2014-08-27,5970.18,5880.05,5971.69,5876.95,"564920000"
"1097",2014-08-28,5907.44,5974.79,6024.09,5892.04,"438760000"
"1098",2014-08-29,5942.78,5911.23,5959.32,5879.2,"301570000"
"1099",2014-09-01,5909.1,5968.39,5981.16,5904.85,"270380000"
"1100",2014-09-02,5887,5934.04,5942.88,5879.04,"200110000"
"1101",2014-09-03,5948.25,5912.14,5964.28,5900.44,"289780000"
"1102",2014-09-04,6054.4,5940.75,6072.2,5938.96,"936440000"
"1103",2014-09-05,6054.86,6054.14,6077.51,6025.97,"430970000"
"1104",2014-09-08,6030.81,6063.86,6091.68,6021.89,"356360000"
"1105",2014-09-09,5940.82,6017.66,6053.36,5928.13,"364520000"
"1106",2014-09-10,5921.11,5924.7,5969.88,5887.3,"271480000"
"1107",2014-09-11,5922.06,5921.2,5941.54,5893.35,"263740000"
"1108",2014-09-12,5896.45,5918.2,5928.95,5879.13,"207100000"
"1109",2014-09-15,5822.5,5846.24,5854.43,5816.74,"313260000"
"1110",2014-09-16,5818.13,5831.09,5835.51,5742.14,"394450000"
"1111",2014-09-17,5857.75,5854.15,5897.25,5844.87,"407460000"
"1112",2014-09-18,5905.32,5878.29,5936.52,5858.87,"449740000"
"1113",2014-09-19,5911.8,5959.79,5984.52,5896.18,"1.17e+09"
"1114",2014-09-22,5889.39,5897.39,5931.66,5874.12,"321490000"
"1115",2014-09-23,5798.68,5889.57,5892.79,5783.23,"280890000"
"1116",2014-09-24,5753.99,5805,5808.88,5741.16,"268760000"
"1117",2014-09-25,5679.87,5769.64,5814.14,5671.44,"356070000"
"1118",2014-09-26,5717.68,5677.99,5725.53,5641.16,"272990000"
"1119",2014-09-29,5704.87,5726.16,5756.22,5686.06,"261540000"
"1120",2014-09-30,5740.5,5734.23,5775.95,5712.88,"330370000"
"1121",2014-10-01,5683.27,5737.34,5757.21,5674.57,"368680000"
"1122",2014-10-02,5495.7,5674.77,5674.77,5495.7,"525870000"
"1123",2014-10-03,5551.68,5566.05,5574.95,5515.17,"208320000"
"1124",2014-10-06,5537.71,5609.83,5642.14,5532.78,"324420000"
"1125",2014-10-07,5507.53,5535.27,5555.46,5471.68,"499650000"
"1126",2014-10-08,5394.84,5485.17,5485.17,5367.1,"590460000"
"1127",2014-10-09,5277.5,5449.49,5451.65,5265.71,"502370000"
"1128",2014-10-10,5221.56,5218.84,5253.36,5077.2,"573500000"
"1129",2014-10-13,5234.83,5147.57,5314.25,5133.66,"337190000"
"1130",2014-10-14,5248.21,5207.43,5257.73,5156.23,"409370000"
"1131",2014-10-15,5079.57,5245.88,5263.45,5055.52,"501260000"
"1132",2014-10-16,4916.61,5118.47,5151.23,4856.24,"886930000"
"1133",2014-10-17,5046.1,4914.57,5057.46,4892.85,"610310000"
"1134",2014-10-20,5037.45,5058.79,5059.66,4917.21,"494300000"
"1135",2014-10-21,5169.34,5021.86,5183,4992.64,"761280000"
"1136",2014-10-22,5185.5,5190.13,5208.9,5110.52,"603540000"
"1137",2014-10-23,5212.55,5150.63,5234.33,5097.23,"390600000"
"1138",2014-10-24,5172.46,5195.75,5197.64,5156.72,"462390000"
"1139",2014-10-27,5128.2,5257.89,5260.64,5088.89,"720460000"
"1140",2014-10-28,5240.51,5154.8,5252.54,5154.8,"447240000"
"1141",2014-10-29,5197.31,5265.4,5290.81,5185.29,"387300000"
"1142",2014-10-30,5120.82,5198.16,5198.16,5020.67,"526240000"
"1143",2014-10-31,5222.13,5178.25,5226.74,5153.4,"608210000"
"1144",2014-11-03,5209.49,5241.99,5275.5,5185.86,"268960000"
"1145",2014-11-04,5061.37,5197.06,5235.33,5054.25,"384010000"
"1146",2014-11-05,5150.7,5081.05,5183.59,5045.83,"362540000"
"1147",2014-11-06,5177.95,5153.34,5253.46,5137.35,"516960000"
"1148",2014-11-07,5142.25,5196.6,5203.73,5116.21,"502540000"
"1149",2014-11-10,5241.54,5132.64,5243.36,5132.64,"287560000"
"1150",2014-11-11,5238.65,5247.42,5283.53,5218.93,"263010000"
"1151",2014-11-12,5100.76,5228.59,5248.09,5100.76,"598590000"
"1152",2014-11-13,5155.29,5123.77,5236.59,5098.62,"455100000"
"1153",2014-11-14,5157.58,5174.51,5181.99,5111.87,"293140000"
"1154",2014-11-17,5178.74,5131.36,5178.9,5114.5,"264310000"
"1155",2014-11-18,5227.17,5164.81,5247.89,5150.43,"412820000"
"1156",2014-11-19,5225.71,5231.1,5244.47,5186.41,"235080000"
"1157",2014-11-20,5194.38,5218.1,5226.15,5140.61,"387330000"
"1158",2014-11-21,5322.98,5211.86,5328.51,5211.86,"407950000"
"1159",2014-11-24,5333.7,5343.02,5368.3,5323.11,"373950000"
"1160",2014-11-25,5337.02,5330.6,5381.7,5309.27,"671960000"
"1161",2014-11-26,5291.66,5364.76,5374.3,5287.55,"286960000"
"1162",2014-11-27,5287.72,5314.26,5322.53,5285.15,"333520000"
"1163",2014-11-28,5176.14,5258.76,5259.07,5141.24,"272250000"
"1164",2014-12-01,5107.75,5102.69,5107.75,5033.3,"335530000"
"1165",2014-12-02,5187.63,5125.26,5203.59,5120.85,"238340000"
"1166",2014-12-03,5207.67,5202.21,5221.45,5165.4,"274410000"
"1167",2014-12-04,5165.07,5220.13,5257.54,5146.67,"643340000"
"1168",2014-12-05,5261.33,5199.25,5287.61,5196.56,"298080000"
"1169",2014-12-08,5202.46,5249.07,5261.23,5200.16,"190560000"
"1170",2014-12-09,5074.97,5146,5146.65,5053.25,"316280000"
"1171",2014-12-10,4976.52,5063.17,5099.32,4965.56,"284930000"
"1172",2014-12-11,4920.6,4973.45,5015.96,4915.26,"266760000"
"1173",2014-12-12,4825.55,4888.05,4890.28,4799.58,"278530000"
"1174",2014-12-15,4691.33,4828.37,4901.94,4691.33,"430470000"
"1175",2014-12-16,4741.07,4703.45,4752.95,4613.35,"534190000"
"1176",2014-12-17,4736.6,4717.77,4751.81,4679.4,"610110000"
"1177",2014-12-18,4914.33,4835.81,4922.68,4775.34,"372100000"
"1178",2014-12-19,4880.18,4933.3,4958.08,4872.94,"557580000"
"1179",2014-12-22,4869.89,4916.77,4955.76,4859.62,"296700000"
"1180",2014-12-23,4958.98,4874.72,4958.98,4860.36,"220880000"
"1181",2014-12-24,4921.26,4958.34,4969.94,4908.96,"55470000"
"1182",2014-12-29,4884.88,4884.49,4924.64,4822.54,"502340000"
"1183",2014-12-30,4802.67,4828.36,4829.83,4783.99,"457340000"
"1184",2014-12-31,4798.99,4805.94,4823.49,4782.8,"208320000"
"1185",2015-01-02,4855.04,4857.6,4860.58,4789.16,"291290000"
"1186",2015-01-05,4702.88,4845.72,4894.7,4700.12,"593300000"
"1187",2015-01-06,4640.26,4697.98,4707.81,4640.26,"450640000"
"1188",2015-01-07,4606.25,4650.1,4679.09,4602.48,"358320000"
"1189",2015-01-08,4743.56,4682.26,4754.36,4670.82,"292950000"
"1190",2015-01-09,4686.3,4756.88,4790.91,4650.56,"277320000"
"1191",2015-01-12,4705.06,4685.05,4721.94,4652.48,"227580000"
"1192",2015-01-13,4826.39,4695.13,4826.39,4686.17,"236570000"
"1193",2015-01-14,4892.83,4806.51,4975.92,4806.51,"612590000"
"1194",2015-01-15,4956.77,4941.27,4981.65,4871.33,"582380000"
"1195",2015-01-16,5018.72,4947.85,5020.53,4927.03,"357210000"
"1196",2015-01-19,5059.92,5038.66,5059.92,4998.85,"336020000"
"1197",2015-01-20,5052.22,5059.06,5093.27,5022.41,"382460000"
"1198",2015-01-21,5151.39,5058.02,5151.39,5027.21,"445400000"
"1199",2015-01-22,5273.15,5181.17,5273.15,5130.64,"896520000"
"1200",2015-01-23,5300.59,5337.62,5349.3,5289.36,"548600000"
"1201",2015-01-26,5360.03,5223.04,5376.69,5215.14,"336350000"
"1202",2015-01-27,5276.99,5350.22,5376.37,5256.14,"238840000"
"1203",2015-01-28,5197.72,5301.9,5314.27,5182.86,"750680000"
"1204",2015-01-29,5225.65,5180.5,5228.01,5097.4,"622230000"
"1205",2015-01-30,5144.55,5210.52,5218.7,5137.44,"294900000"
"1206",2015-02-02,5213.34,5171.44,5225.79,5126.53,"330850000"
"1207",2015-02-03,5304.82,5245.69,5309.69,5243.3,"619490000"
"1208",2015-02-04,5274.97,5327.01,5327.01,5238.6,"225770000"
"1209",2015-02-05,5273.54,5195.78,5277.92,5188.17,"327780000"
"1210",2015-02-06,5264.63,5286.91,5289.08,5230.57,"339340000"
"1211",2015-02-09,5220.72,5251.68,5281.28,5193.47,"257090000"
"1212",2015-02-10,5227.12,5258.55,5261.01,5199.8,"341160000"
"1213",2015-02-11,5158.43,5211.17,5211.17,5141.85,"243030000"
"1214",2015-02-12,5250.08,5151.74,5274.8,5147.41,"429280000"
"1215",2015-02-13,5334.81,5281.04,5349.57,5278.94,"521960000"
"1216",2015-02-16,5337.12,5354.79,5368.77,5328.64,"263940000"
"1217",2015-02-17,5415.95,5322.58,5429.85,5309.37,"813350000"
"1218",2015-02-18,5486.3,5443.09,5490.43,5443.09,"533800000"
"1219",2015-02-19,5454.82,5474.34,5474.34,5434.9,"381820000"
"1220",2015-02-20,5469.88,5458.86,5485.71,5444.8,"415040000"
"1221",2015-02-23,5494.44,5511.86,5512.86,5462.44,"392910000"
"1222",2015-02-24,5588.87,5483.33,5588.87,5467.4,"368770000"
"1223",2015-02-25,5587.04,5584.18,5598.11,5549.49,"404040000"
"1224",2015-02-26,5654.89,5583.86,5660.28,5565.09,"932960000"
"1225",2015-02-27,5689.7,5648.2,5689.7,5631.54,"461970000"
"1226",2015-03-02,5647.07,5696.99,5707.26,5631.03,"251210000"
"1227",2015-03-03,5627.59,5688.24,5710.28,5620.13,"1.09e+09"
"1228",2015-03-04,5541.1,5642.39,5660.77,5536.64,"315530000"
"1229",2015-03-05,5636.67,5531.59,5648.85,5519.63,"243480000"
"1230",2015-03-06,5686.16,5650.02,5704.61,5641.57,"344730000"
"1231",2015-03-09,5686.56,5669.79,5713.3,5626.92,"466050000"
"1232",2015-03-10,5552.82,5681.52,5687.71,5534.85,"545740000"
"1233",2015-03-11,5672.93,5569.2,5675.23,5561.07,"814310000"
"1234",2015-03-12,5719.85,5678.93,5719.85,5657.9,"635190000"
"1235",2015-03-13,5741.51,5730.11,5771.56,5715.63,"423280000"
"1236",2015-03-16,5789.53,5741.17,5797.94,5740.26,"274440000"
"1237",2015-03-17,5769.67,5799.64,5809.24,5729.48,"427330000"
"1238",2015-03-18,5822.42,5779.47,5822.42,5731,"396030000"
"1239",2015-03-19,5871.55,5843.17,5893.85,5843.17,"328580000"
"1240",2015-03-20,5986.51,5884.6,5998.98,5880.29,"825440000"
"1241",2015-03-23,6005.01,5963,6005.01,5935.03,"931380000"
"1242",2015-03-24,6066.93,5985.11,6074.81,5966.28,"1.27e+09"
"1243",2015-03-25,6015.48,6053.88,6086.38,6006.37,"823150000"
"1244",2015-03-26,5949.13,5972.89,5983.02,5895.98,"534330000"
"1245",2015-03-27,6011.82,5974.65,6015.97,5944.01,"399440000"
"1246",2015-03-30,6015.79,6032.58,6062.94,5991.07,"264920000"
"1247",2015-03-31,5968.53,5992.79,6043.46,5934.16,"257860000"
"1248",2015-04-01,6014.51,5941.45,6028.4,5940.22,"325430000"
"1249",2015-04-02,6035.36,6011.82,6035.36,5994.76,"142080000"
"1250",2015-04-07,6093.06,6038.86,6139.36,6038.82,"505530000"
"1251",2015-04-08,6203.59,6153.13,6226.94,6148.79,"300040000"
"1252",2015-04-09,6324.88,6221.76,6335.01,6209.63,"379200000"
"1253",2015-04-10,6308.18,6329.76,6348.46,6287.73,"193760000"
"1254",2015-04-13,6313.26,6312.48,6316.16,6279.75,"168950000"
"1255",2015-04-14,6236.92,6303.7,6345.39,6213.38,"391840000"
"1256",2015-04-15,6294.69,6236.95,6318.09,6233.21,"261600000"
"1257",2015-04-16,6140.86,6298.64,6298.64,6136.84,"295630000"
"1258",2015-04-17,6001.87,6124.29,6136.12,5995.34,"493330000"
"1259",2015-04-20,6041.56,6009.98,6072.45,6004.66,"408550000"
"1260",2015-04-21,6075.22,6079.99,6139.95,6029.53,"464030000"
"1261",2015-04-22,6014.1,6075.24,6076.53,5976.33,"280040000"
"1262",2015-04-23,5984.51,6028.6,6042.01,5952.02,"209440000"
"1263",2015-04-24,6038.61,6003.79,6071.5,5983.34,"281110000"
"1264",2015-04-27,6132.83,6052.4,6136.11,5979.5,"247320000"
"1265",2015-04-28,6098.04,6137.06,6137.06,6056.99,"294490000"
"1266",2015-04-29,6011.06,6109.56,6118.32,5994.37,"252700000"
"1267",2015-04-30,6094.68,6037.06,6102.39,6032.11,"254770000"
"1268",2015-05-04,6203.15,6115.78,6243.19,6089,"404260000"
"1269",2015-05-05,6053.7,6196.59,6219.53,6053.7,"484890000"
"1270",2015-05-06,6034.63,6072.38,6074.1,6000.68,"257980000"
"1271",2015-05-07,5999.67,6026.4,6027.53,5926.49,"395240000"
"1272",2015-05-08,6109.89,6027.34,6113.04,6026.81,"450360000"
"1273",2015-05-11,6147.23,6109.82,6147.23,6109.82,"259100000"
"1274",2015-05-12,6101.98,6065.42,6101.98,6029.99,"690780000"
"1275",2015-05-13,6156.09,6116.61,6197.24,6115.33,"1.11e+09"
"1276",2015-05-14,6161.15,6155.24,6166.68,6107.14,"452450000"
"1277",2015-05-15,6120.58,6174.81,6182.71,6112.57,"263470000"
"1278",2015-05-18,6106.3,6122.9,6140.99,6058.31,"335900000"
"1279",2015-05-19,6134.46,6123.45,6161.63,6123.45,"257580000"
"1280",2015-05-20,6100.31,6106.44,6130.41,6094.59,"302110000"
"1281",2015-05-21,6103.63,6096.28,6127.6,6080.78,"165840000"
"1282",2015-05-22,6101.47,6107.94,6117.81,6071.94,"145680000"
"1283",2015-05-25,5989.81,6079.89,6081.79,5978.4,"173250000"
"1284",2015-05-26,5871.82,5968.92,5981.6,5860.42,"346080000"
"1285",2015-05-27,5925.61,5864.56,5941.37,5843.37,"479160000"
"1286",2015-05-28,5931.91,5914.62,5959.31,5898.39,"268620000"
"1287",2015-05-29,5839.5,5921.97,5923.61,5839.5,"452800000"
"1288",2015-06-01,5837.5,5852.24,5890.63,5825.96,"259850000"
"1289",2015-06-02,5879.8,5853.33,5912.2,5814.3,"335870000"
"1290",2015-06-03,5936.78,5886.06,5967.98,5865.71,"383350000"
"1291",2015-06-04,5872.98,5922.7,5923.2,5860.07,"231260000"
"1292",2015-06-05,5804.53,5858.88,5873.31,5796.38,"243590000"
"1293",2015-06-08,5649.8,5775.48,5792.89,5649.8,"250580000"
"1294",2015-06-09,5649,5628.65,5654.7,5557.39,"251710000"
"1295",2015-06-10,5781.65,5636.61,5782.17,5611.56,"171080000"
"1296",2015-06-11,5848.66,5814.94,5930.21,5811.43,"317760000"
"1297",2015-06-12,5761.12,5792.38,5815.42,5710,"285700000"
"1298",2015-06-15,5627.05,5669.87,5694.38,5612.42,"467010000"
"1299",2015-06-16,5629.93,5583.23,5653.02,5501.6,"539040000"
"1300",2015-06-17,5583.6,5643.29,5666.07,5576.2,"252240000"
"1301",2015-06-18,5583.05,5548.53,5604.24,5512.4,"304300000"
"1302",2015-06-19,5621.63,5566.78,5695.54,5562.45,"642510000"
"1303",2015-06-22,5743.96,5738.8,5786.19,5668.8,"533150000"
"1304",2015-06-23,5921.04,5787.34,5926.55,5785.13,"555920000"
"1305",2015-06-24,5842.41,5913.9,5935.67,5813.8,"459420000"
"1306",2015-06-25,5817.54,5798.33,5883.14,5765.3,"366560000"
"1307",2015-06-26,5834.91,5794.07,5866.7,5768.91,"262500000"
"1308",2015-06-29,5530.5,5498.42,5620.9,5475.33,"774830000"
"1309",2015-06-30,5551.94,5502.19,5604.12,5429.33,"719650000"
"1310",2015-07-01,5633.2,5589.61,5676.91,5519.92,"497480000"
"1311",2015-07-02,5617.71,5631.47,5647.05,5614.3,"216120000"
"1312",2015-07-03,5579.38,5616.72,5616.9,5520.1,"206940000"
"1313",2015-07-06,5366.84,5421.39,5501.19,5340.68,"539050000"
"1314",2015-07-07,5246.41,5377.38,5415.91,5242.2,"353750000"
"1315",2015-07-08,5320.44,5256.26,5348.54,5252,"267150000"
"1316",2015-07-09,5532.18,5370.08,5532.18,5365.19,"473180000"
"1317",2015-07-10,5700.13,5659.66,5716.3,5624.01,"572130000"
"1318",2015-07-13,5802.77,5702.36,5860.99,5697.33,"721690000"
"1319",2015-07-14,5766.97,5795.74,5804.38,5708.04,"344940000"
"1320",2015-07-15,5812.83,5771.43,5812.83,5769.77,"298160000"
"1321",2015-07-16,5890.24,5863.13,5904.27,5859.58,"394250000"
"1322",2015-07-17,5865.23,5911.39,5912.73,5852.34,"179810000"
"1323",2015-07-20,5866.29,5865.66,5929.72,5856.01,"207640000"
"1324",2015-07-21,5828.89,5895.16,5897.38,5810.07,"315180000"
"1325",2015-07-22,5813.1,5784.15,5833.14,5776.14,"167580000"
"1326",2015-07-23,5825,5846.37,5866.8,5825,"267720000"
"1327",2015-07-24,5790.52,5824.2,5838.63,5780.1,"211790000"
"1328",2015-07-27,5676.86,5775.97,5780.96,5674.05,"282280000"
"1329",2015-07-28,5659.86,5706.88,5706.88,5624.64,"601600000"
"1330",2015-07-29,5698.99,5693.01,5717.8,5623.01,"367100000"
"1331",2015-07-30,5739.69,5752.57,5766.81,5698.79,"233960000"
"1332",2015-07-31,5715.61,5739.04,5749.27,5677.38,"250620000"
"1333",2015-08-03,5746.51,5697.54,5767.78,5667.48,"215740000"
"1334",2015-08-04,5710.92,5742.26,5742.47,5689.45,"368350000"
"1335",2015-08-05,5757.2,5729.43,5764.1,5725.92,"200860000"
"1336",2015-08-06,5624.73,5736.31,5738.48,5621.7,"603440000"
"1337",2015-08-07,5589.77,5624.01,5638.58,5589.07,"350810000"
"1338",2015-08-10,5618.79,5612.27,5626.51,5547.59,"277040000"
"1339",2015-08-11,5516.37,5600.37,5606.45,5507.03,"199370000"
"1340",2015-08-12,5454.19,5478.78,5512.76,5421.76,"310970000"
"1341",2015-08-13,5565.81,5530.31,5588.35,5499.81,"351550000"
"1342",2015-08-14,5560.84,5594.11,5640.63,5559.33,"203590000"
"1343",2015-08-17,5605.93,5592.44,5615.87,5563.79,"203540000"
"1344",2015-08-18,5597.22,5595.56,5619.68,5578.29,"193950000"
"1345",2015-08-19,5495.75,5575.31,5575.98,5495.75,"186400000"
"1346",2015-08-20,5436.44,5467.61,5480.78,5422.14,"128660000"
"1347",2015-08-21,5288.12,5362.08,5419.96,5288.12,"203350000"
"1348",2015-08-24,4981.26,5054.17,5133.53,4860.13,"704210000"
"1349",2015-08-25,5215.97,5041.85,5230.88,5023.41,"467630000"
"1350",2015-08-26,5164.19,5159.33,5283.98,5096.66,"580190000"
"1351",2015-08-27,5305.4,5277.25,5331.4,5265.82,"456950000"
"1352",2015-08-28,5286.23,5319.86,5325.97,5230.04,"209180000"
"1353",2015-08-31,5261.15,5272.06,5275.57,5220.29,"200940000"
"1354",2015-09-01,5126.86,5206.37,5223.87,5097.48,"252780000"
"1355",2015-09-02,5088.02,5152.55,5180.26,5076.97,"272530000"
"1356",2015-09-03,5165.68,5133.25,5188.82,5088.62,"294610000"
"1357",2015-09-04,5057.37,5126.11,5127.35,5052.93,"406840000"
"1358",2015-09-07,5030,5094.15,5110.77,5015.38,"422560000"
"1359",2015-09-08,5070.95,5065.57,5133.22,5059.92,"291080000"
"1360",2015-09-09,5088.86,5160.65,5161.72,5074.42,"424440000"
"1361",2015-09-10,5057,5035.35,5073.97,4977.4,"619970000"
"1362",2015-09-11,5021.95,5055.72,5062.05,5012.77,"387050000"
"1363",2015-09-14,4992.22,5028.54,5091.29,4975.94,"3.75e+08"
"1364",2015-09-15,5012.41,5001.74,5039.24,4936.47,"404530000"
"1365",2015-09-16,5100.61,5056.48,5111.3,5056.48,"337780000"
"1366",2015-09-17,5111.27,5106.1,5118.65,5057.19,"242980000"
"1367",2015-09-18,5075.14,5094.53,5107.59,5015.59,"395420000"
"1368",2015-09-21,5134.58,5079.39,5153.3,5075.75,"271490000"
"1369",2015-09-22,5011.14,5126.58,5126.58,4989.09,"242770000"
"1370",2015-09-23,5030.45,5020.47,5074.03,4981.17,"191740000"
"1371",2015-09-24,4958.21,5025.45,5068.88,4938.75,"286900000"
"1372",2015-09-25,5059.51,5018.95,5085.42,5018.46,"160720000"
"1373",2015-09-28,4966.2,5053.17,5067.42,4962.85,"329640000"
"1374",2015-09-29,4896.39,4929.33,4961.47,4890.49,"623250000"
"1375",2015-09-30,5047.29,4976.28,5050.26,4955.83,"450020000"
"1376",2015-10-01,5109.25,5106.21,5132.24,5066.23,"681340000"
"1377",2015-10-02,5216.81,5140.49,5245.66,5131.97,"922900000"
"1378",2015-10-05,5397.91,5295.58,5397.91,5280.42,"653090000"
"1379",2015-10-06,5461.71,5417.56,5477.09,5360.06,"1.18e+09"
"1380",2015-10-07,5496.77,5497.49,5558.35,5475.91,"851110000"
"1381",2015-10-08,5495.22,5483.98,5524.15,5444.82,"550560000"
"1382",2015-10-09,5518.53,5582.47,5588.86,5498.07,"664830000"
"1383",2015-10-12,5350.31,5512.7,5519.38,5338.86,"616700000"
"1384",2015-10-13,5276.33,5301.49,5301.49,5210.89,"621070000"
"1385",2015-10-14,5287.74,5231.76,5342.51,5219.71,"484740000"
"1386",2015-10-15,5370.92,5343.34,5391.43,5325.63,"344430000"
"1387",2015-10-16,5388.41,5408.93,5450.04,5377.93,"364180000"
"1388",2015-10-19,5392.98,5392.63,5432.85,5362.33,"404420000"
"1389",2015-10-20,5414.13,5389.36,5433.94,5350.42,"480530000"
"1390",2015-10-21,5347.03,5416.49,5416.49,5329.09,"661900000"
"1391",2015-10-22,5368.87,5314.69,5394.1,5302.56,"508370000"
"1392",2015-10-23,5423.06,5405.11,5462.06,5388.87,"497130000"
"1393",2015-10-26,5411.52,5394.73,5424.69,5365.2,"672770000"
"1394",2015-10-27,5297.57,5393.21,5394.24,5297.57,"572760000"
"1395",2015-10-28,5369.69,5305.42,5384.37,5265.72,"1.38e+09"
"1396",2015-10-29,5451.77,5406.62,5487.47,5395.84,"1.32e+09"
"1397",2015-10-30,5468.69,5460.85,5482.56,5428.09,"1.3e+09"
"1398",2015-11-02,5506.75,5430.57,5508.52,5429.16,"676150000"
"1399",2015-11-03,5567.27,5528.82,5567.27,5515.37,"601790000"
"1400",2015-11-04,5590.95,5582.83,5625.06,5572.41,"481940000"
"1401",2015-11-05,5511.04,5528.91,5588.44,5503.03,"337080000"
"1402",2015-11-06,5495.88,5546.28,5558.71,5470.56,"305050000"
"1403",2015-11-09,5273.32,5459.88,5484.19,5273.32,"702220000"
"1404",2015-11-10,5255.96,5251.37,5282.59,5151.18,"1.03e+09"
"1405",2015-11-11,5249.24,5256.21,5320.85,5238.01,"600650000"
"1406",2015-11-12,5184.04,5236.03,5242.1,5180.69,"458830000"
"1407",2015-11-13,5167.29,5183.04,5215.98,5137.01,"462300000"
"1408",2015-11-16,5204.9,5126.56,5242.2,5126.56,"486720000"
"1409",2015-11-17,5336.78,5253.52,5344.01,5253.52,"469500000"
"1410",2015-11-18,5378.6,5324.58,5387.65,5309.21,"416680000"
"1411",2015-11-19,5351.38,5401.66,5419.16,5336.35,"447620000"
"1412",2015-11-20,5308.1,5321.58,5345.86,5291.99,"241380000"
"1413",2015-11-23,5298,5301.46,5336.32,5281.17,"268430000"
"1414",2015-11-24,5266.66,5280.21,5280.21,5194.16,"421690000"
"1415",2015-11-25,5296.63,5274.63,5310.62,5247.29,"344250000"
"1416",2015-11-26,5347.67,5294.48,5358.38,5290.18,"332830000"
"1417",2015-11-27,5360.51,5346.64,5367.06,5332.04,"246060000"
"1418",2015-11-30,5350.36,5346.86,5385.51,5338.16,"850840000"
"1419",2015-12-01,5350.01,5377.85,5401.77,5339.87,"403880000"
"1420",2015-12-02,5386.43,5357.75,5397.88,5357.65,"279790000"
"1421",2015-12-03,5285.47,5399.22,5434.99,5284.59,"1.15e+09"
"1422",2015-12-04,5255.47,5285.51,5288.85,5228.1,"719640000"
"1423",2015-12-07,5250.11,5268.96,5298.9,5245.95,"301110000"
"1424",2015-12-08,5162.46,5245.89,5246.91,5162.46,"604140000"
"1425",2015-12-09,5168.31,5191.54,5201.35,5111.26,"1.09e+09"
"1426",2015-12-10,5172.14,5157.23,5185.42,5131.09,"1.6e+09"
"1427",2015-12-11,5086.23,5162.26,5162.26,5064.54,"1.98e+09"
"1428",2015-12-14,5022.98,5076.25,5126.96,5020.53,"1.84e+09"
"1429",2015-12-15,5150.1,5059.13,5151.22,5059.13,"1.93e+09"
"1430",2015-12-16,5213.69,5186.94,5243,5161.23,"1.31e+09"
